seq,secs,nsecs,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
120595,1729051189,392775007,0.011063265994157852,0.010978561280568127,-0.0001214734999270514,0.9998785229126287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0069134671295181995,-5e-324,0.0009807905337820347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21667098548621774,0.21829018229075417,9.863109930813406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120596,1729051189,400815801,0.011212067076129564,0.010674950096877623,-0.00011970260250035447,0.9998801531501645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007127910707945141,-5e-324,0.0005884743202692208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21068718723899627,0.22123551196234312,9.863510294425543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120597,1729051189,408778771,0.010892873706966158,0.010885041275316238,-0.00011858344194347415,0.999881416527383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0072565768550013066,-5e-324,0.00035308459216153246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21475835360316337,0.21486242412076523,9.86015921010259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120598,1729051189,416795768,0.011100114408710374,0.01105784467641316,-0.0001227584107590152,0.9998772406958758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007333776543235006,-5e-324,0.00021185075529691946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21815873408572617,0.21893943689433415,9.859585080504912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120599,1729051189,424842580,0.011401261697440056,0.010853130775941596,-0.00012375471803418618,0.999876095058201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007380096356175224,-5e-324,0.00012711045317815168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2142134582248732,0.22497694704870982,9.863789585900603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120600,1729051189,432830732,0.010487928115029476,0.010946599838714188,-0.0001148203480026818,0.9998850744621167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007407888243939356,-5e-324,7.626627190689101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2161558556966427,0.20705163819992903,9.868706490798173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120601,1729051189,440843393,0.010385231413356547,0.011168212568143845,-0.0001159979630780005,0.9998836955071306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006998873315135803,-5e-324,4.57597631441346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22067317650392312,0.2051549990332387,9.875008516060936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120602,1729051189,448901010,0.00973217565956663,0.011337999054048727,-0.00011035571909225403,0.9998883549456894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007179154419315702,-5e-324,2.745585788648076e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22434124965235386,0.19252484756447447,9.889084798357263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120603,1729051189,456899676,0.010491271911648127,0.01060665289179799,-0.0001112896656907981,0.9998887036779238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007287323081823642,-5e-324,1.6473514731888456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21002210208633418,0.2076916724547003,9.896094046738966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120604,1729051189,464873161,0.01121561290022048,0.01076319684397887,-0.00012073043756506742,0.9998791672222858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006075154094942312,-5e-324,9.884108839133073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21292278151547236,0.22181959087516392,9.886413226139084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120605,1729051189,472915619,0.010881245808964973,0.010608923056922254,-0.00011545163291123723,0.9998845112872474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005773542764275545,-5e-324,5.9304653034798436e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2098747858526428,0.21521287146845772,9.886829658095559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120606,1729051189,480927195,0.010557066139131916,0.010538073010721535,-0.00011126351334265817,0.9998887363062879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006443956088799548,-5e-324,3.558279182087906e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20852482878697629,0.20885463816427777,9.889473718929603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120607,1729051189,488928309,0.010495642728160098,0.010942955141244335,-0.000114866553369599,0.999885033402428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00684620408351395,-5e-324,2.1349675092527433e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21657340069015452,0.20767332000794164,9.891060155430027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120608,1729051189,496927174,0.010723609693643504,0.01177799647184832,-0.0001263186637582622,0.9998731254703482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007087552880342591,-5e-324,1.2809805055516459e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23289471180081145,0.21199235260046811,9.881956370357624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120609,1729051189,504850236,0.010561456625622615,0.01195550841789765,-0.00012628365386277348,0.9998727446554654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007232362158439776,-5e-324,7.685883033309875e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23646257415079935,0.208837688171609,9.8843949647927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120610,1729051189,512871924,0.010230865094595504,0.011721197199347593,-0.00011993250428976499,0.9998789569502023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007744937786760118,-5e-324,4.611529819985925e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.231660106746339,0.20215648619398102,9.877478415643198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120611,1729051189,520858024,0.010472525473425056,0.011571206496253745,-0.00012119451604797054,0.999878201933775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00720110304082826,-5e-324,2.766917891991555e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22877862630366277,0.20700631114998236,9.880989931465995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120612,1729051189,528850546,0.010583456641794812,0.011241689379078879,-0.00011899011654928968,0.9998807932482591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073004922547311776,-5e-324,1.660150735194933e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2222613347177445,0.20919794562553629,9.880942059465534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120613,1729051189,536797244,0.010472125822127896,0.011593013602444212,-0.00012141831578421125,0.9998779534893104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007360125783072928,-5e-324,9.960904411169597e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22912486723689668,0.20692162382063425,9.877322033775023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120614,1729051189,544853327,0.010838377638438344,0.011351686188603037,-0.00012304901901703314,0.9998768192381404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00782159596154001,-5e-324,5.976542646701759e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2246238607718255,0.2144143768802712,9.889036387989623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120615,1729051189,552782255,0.010667746399472577,0.011495113899094673,-0.00012264204295580873,0.999877015688496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007672788007158227,-5e-324,3.585925588021055e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22742992071114218,0.2110091632375377,9.887685294707838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120616,1729051189,560838239,0.01095069763472613,0.011712030763519007,-0.00012827139830639167,0.9998714387875851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007157813173067126,-5e-324,2.151555352812633e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23174717850090407,0.21662748036439763,9.888550579900874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120617,1729051189,568855916,0.011077485885328298,0.011279210312539987,-0.00012496091080654195,0.9998750187428209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007274518334074496,-5e-324,1.2909332116875796e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2230847853720268,0.2190407899764511,9.884281347696383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120618,1729051189,576821970,0.011512388024301483,0.010688161674719907,-0.00012306145038726334,0.9998765988750173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007344541430678919,-5e-324,7.745599270125477e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2114230050122786,0.22767138072415188,9.88555053102994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120619,1729051189,584834896,0.01126933781107828,0.010834142501513015,-0.00012210853380030854,0.9998777967687165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007386555288641572,-5e-324,4.647359562075286e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21424216360307025,0.22279408820011612,9.882481318373824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120620,1729051189,592888766,0.011172655057033246,0.011092023282936915,-0.00012394271222365474,0.9998760540370348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007411763603419164,-5e-324,2.7884157372451716e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21928554108176404,0.22082539334975715,9.879921530282104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120621,1729051189,600898027,0.01068380463735664,0.011191960646169246,-0.00011958703755224118,0.9998802838511748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00742688859228572,-5e-324,1.673049442347103e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22111446673890214,0.21102505046297929,9.873597254106762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120622,1729051189,608895657,0.010190294841675308,0.011365284418905826,-0.00011582909552440038,0.999883480603984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007435963585605653,-5e-324,1.0038296654082617e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2248454439593569,0.20155354224067817,9.887280360520698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120623,1729051189,616832739,0.009425080081821819,0.011462039761705928,-0.00010804253999109387,0.9998898828554882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007867098643059643,-5e-324,6.02297799244957e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22660518995959852,0.18629383066667252,9.880885594242107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120624,1729051189,624904232,0.010177224405969292,0.010865002221030916,-0.00011058782159721396,0.9998891756592133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007274399554607976,-5e-324,3.613786795469742e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21497176876091534,0.20131944048984726,9.888540902443701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120625,1729051189,632893107,0.01001867588540786,0.010358124352657665,-0.00010378546807276437,0.9998961569192946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006918780101536975,-5e-324,2.168272077281845e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20487925388350234,0.19812437791695522,9.885712062218174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120626,1729051189,640837455,0.010523897670856455,0.011295861292422871,-0.0001188906587595185,0.9998808113772796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006705408429694375,-5e-324,1.3009632463691069e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2232446018906483,0.20793892850798565,9.877071573268404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120627,1729051189,648961555,0.010254668895691472,0.011213898769328124,-0.00011500809868277481,0.9998845318402362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065773854265888144,-5e-324,7.805779478214641e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2215745418961077,0.20257491105986952,9.874999742056746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120628,1729051189,656997621,0.010603260063587609,0.011117850510394933,-0.00011789937618278663,0.9998819682221445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006500571624725478,-5e-324,4.683467686928785e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21937540506930525,0.20917272739764045,9.861306794696938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120629,1729051189,664881710,0.010292379170824446,0.011097631837644244,-0.0001142341212422315,0.9998854416627765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006454483343607476,-5e-324,2.8100806121572707e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21901360363728625,0.20307577022764678,9.863146673253707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120630,1729051189,672833523,0.010722201033353047,0.010597797678531216,-0.00011364463320206279,0.9998863476287005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006426830374936675,-5e-324,1.6860483672943625e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20921971613744986,0.21162802439244743,9.866405381881911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120631,1729051189,680833582,0.010357803267665243,0.010864142313804054,-0.00011254132873560393,0.9998873304816414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006835928655196226,-5e-324,1.0116290203766175e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2145961314402824,0.20454894842453095,9.87195190954907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120632,1729051189,688833407,0.010701847051123965,0.01110153381685596,-0.00011882104487237974,0.999881099080369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0075070776848139885,-5e-324,6.069774122259704e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2192585016180757,0.21131483048049982,9.870491422829051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120633,1729051189,696830536,0.010841480614185234,0.010559218251638337,-0.0001144906726510649,0.9998854694913274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0070583869796605825,-5e-324,3.641864473355823e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2086483944278767,0.21417725888400302,9.875361214781416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120634,1729051189,704788383,0.010496881527388263,0.010944236727574079,-0.0001148935683657228,0.9998850063682917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006789172556568539,-5e-324,2.1851186840134934e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21640811990867914,0.20751501011555804,9.882353232775099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120635,1729051189,712812640,0.0105342236923838,0.010729015301471431,-0.00011303462615589889,0.9998869464019585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007053333964175344,-5e-324,1.311071210408096e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21220540905458246,0.2083060641748036,9.884872502409198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120636,1729051189,720891579,0.010400473634170317,0.011278917222105264,-0.0001173198904129079,0.9998822942779441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007211830808739427,-5e-324,7.866427262448576e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22309131183899947,0.20566823445214777,9.885186963359581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120637,1729051189,728900256,0.01023392472370966,0.01061538287192304,-0.00010864884170018413,0.9998912784031377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073069289154778765,-5e-324,4.719856357469145e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2097509797303528,0.20217017529042924,9.875319992957156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
