seq,secs,nsecs,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
121165,1729051193,952806426,0.010922220445833611,0.01050574654401377,-0.00011475925934190421,0.9998851540153989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059459105369135505,-5e-324,0.00036779621765552293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2075658786734435,0.21574521639537078,9.874101294936962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121166,1729051193,960845569,0.010866463585726084,0.010154528256203181,-0.00011035601794403791,0.9998893905560672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065473767523823515,-5e-324,0.00022067773059331375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20043571983101924,0.21444128877276933,9.864837869247333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121167,1729051193,968865882,0.010270137093691376,0.010266796531989386,-0.00010545252813284421,0.9998945474662875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064825664202016004,-5e-324,0.00013240663835598825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20286138917400215,0.2028850247285053,9.875320964956602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121168,1729051193,976827228,0.010629325289289173,0.010614107240127037,-0.00011283352992925142,0.9998871663542762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0060179901594311185,-5e-324,7.944398301359295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2095840344321357,0.2098376359308532,9.868442713251307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121169,1729051193,984852139,0.010885848250611771,0.011433033493515743,-0.00012447378001093816,0.9998753765141328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005739244402968829,-5e-324,4.7666389808155766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22582805005381265,0.21496688331632438,9.87125894704258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121170,1729051193,992792830,0.010454804745590438,0.011339431543583694,-0.00011856564691943256,0.9998810430707181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005571996949091456,-5e-324,2.8599833884893457e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22408229145806882,0.20655226377885713,9.876061149475548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121171,1729051194,859962,0.01061688481246315,0.01149736852773891,-0.00012208118844384076,0.9998775311856946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005471648476765031,-5e-324,1.7159900330936072e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22734439928890376,0.20988319786692364,9.882054933093531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121172,1729051194,8855559,0.010954098338408708,0.01127559229120506,-0.0001235292126319255,0.9998764191081859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005411439393369176,-5e-324,1.0295940198561643e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22283731950498287,0.2164307414740604,9.87655323695573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121173,1729051194,16863173,0.010303803441277012,0.010701512124493402,-0.00011027844751270108,0.9998896424663858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005801004004793695,-5e-324,6.1775641191369855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2117533658240835,0.20383927618326436,9.889293370396095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121174,1729051194,24829641,0.010167257232983971,0.01000564875058679,-0.00010174035705894685,0.9998982465842902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005609052710186375,-5e-324,3.706538471482191e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19768096846905944,0.20083338016308364,9.874431954854842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121175,1729051194,32818585,0.010195170635123188,0.010654037380680164,-0.00010863154129743797,0.999891263179352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005493881933421983,-5e-324,2.223923082889315e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21078534499745127,0.20166346437714702,9.888020601135562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121176,1729051194,40871333,0.01064762693263073,0.0111881541415132,-0.00011914150346621595,0.9998807124116914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005424779467363348,-5e-324,1.3343538497335888e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22128159274065826,0.21054122071613196,9.884442200769227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121177,1729051194,48761338,0.01119741986503872,0.01145991341084902,-0.0001283379371257958,0.9998716276114428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005383317987728167,-5e-324,8.006123098401533e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22662166072251996,0.2213745383378823,9.882534580715442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121178,1729051194,56770339,0.011226985530162128,0.011844159027540647,-0.00013299191419690007,0.999866817634222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004932751038485027,-5e-324,4.80367385904092e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2338958443339026,0.22164960459452626,9.868700739884344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121179,1729051194,64887765,0.011036527249226772,0.01144204627467647,-0.00012629641666669388,0.9998736213604899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005939481053325237,-5e-324,2.882204315424552e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22604992603393528,0.2179839216922626,9.873089704184512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121180,1729051194,72863596,0.01140281695671105,0.011014601957849094,-0.0001256132781376734,0.9998743113664168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006543519062229363,-5e-324,1.729322589254731e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21751165239770495,0.2251218984255138,9.868779897950159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121181,1729051194,80794489,0.010606983448480755,0.01112467032305319,-0.00011801313690065507,0.9998818528632404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0069059418675718395,-5e-324,1.0375935535528387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2198107133624511,0.20953281068616766,9.87481314018611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121182,1729051194,88843791,0.01048454858756165,0.010479322902105565,-0.000109883044416824,0.9998901169419293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006697705489315293,-5e-324,6.225561321317032e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20706436014637689,0.2071225428570131,9.875320623369479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121183,1729051194,96840544,0.010579582484558923,0.010902505388706511,-0.00011535726836221477,0.9998845905920354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006572763662361365,-5e-324,3.735336792790219e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21545769933977926,0.20902826448373907,9.87658279394356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121184,1729051194,104947788,0.010567345721641794,0.010941515609537787,-0.00011563615798046939,0.9998842938404645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006497798566189009,-5e-324,2.2412020756741315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21642356003355503,0.20897459662969659,9.885480381932544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121185,1729051194,112802102,0.010568478527573262,0.01075579155755209,-0.00011368527845997218,0.9998862971784543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006878509569947627,-5e-324,1.3447212454044788e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21269351346153925,0.20894239591727107,9.882918069247417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121186,1729051194,120917544,0.010042958607842451,0.010203107454016206,-0.00010247988927394346,0.9998975072868995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006681246110740766,-5e-324,8.068327472426872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2018363595417673,0.19862800835114386,9.8868873454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121187,1729051194,128837893,0.010106489219340506,0.010649514491693816,-0.00010764080581496087,0.999892211755951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006137197973754617,-5e-324,4.840996483456123e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2106449578149041,0.19986140095795193,9.885677608688837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121188,1729051194,136836436,0.010137514566563826,0.010050982987231748,-0.00010190237091605327,0.9998980938852268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0062364591530249605,-5e-324,2.9045978900736737e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1986918648256612,0.20036201635602113,9.880163363309006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121189,1729051194,144775909,0.009842375870923936,0.009608058956465545,-9.457507468057659e-05,0.9999053974731108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006721705922049197,-5e-324,1.7427587340442041e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1898440678700061,0.19443746127845643,9.875657715251029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121190,1729051194,152900714,0.01082765453455489,0.010394889302045778,-0.0001125649516967486,0.9998873414054256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007012853983463739,-5e-324,1.0456552404265224e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20536494413997242,0.21386706416941761,9.873672586914289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121191,1729051194,160798998,0.0107676153544034,0.01037399981088929,-0.00011171572870858819,0.9998882068046904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007187542820312464,-5e-324,6.273931442559134e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20510066326132717,0.2128355571051662,9.880861215722792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121192,1729051194,168822529,0.010612369329637206,0.010629562341721514,-0.00011281756920334742,0.9998871822829968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007292356122421699,-5e-324,3.7643588655354804e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21020933838648378,0.2098224512064591,9.883498451845785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121193,1729051194,176828282,0.010701944707740824,0.010590096801750083,-0.00011334747878188442,0.999886646266241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073552441036872414,-5e-324,2.258615319321288e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20920440063931214,0.21136646999145361,9.872870365052783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121194,1729051194,184853560,0.010879118152667138,0.010738255706276467,-0.00011683640448669452,0.9998831536743988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007392976892446565,-5e-324,1.3551691915927727e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21219274048124354,0.21492650308862216,9.875591479285577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121195,1729051194,193036006,0.011020572448629156,0.01061966063523325,-0.0001170484491565086,0.9998828711856992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00741561656570216,-5e-324,8.131015149556637e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20967618139812114,0.21754136327895454,9.867407921018613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121196,1729051194,200919497,0.011211221886675072,0.011211945211482457,-0.00012571540991149598,0.999874284589827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007429200369655517,-5e-324,4.8786090897339815e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2210949349130914,0.22102564072127898,9.854836340745932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121197,1729051194,208814409,0.011461535463532495,0.01074383875371608,-0.0001231560880303611,0.9998765863676529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0074373506520275315,-5e-324,2.927165453840389e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21166561573301107,0.2257498290128455,9.845617451420216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121198,1729051194,216838362,0.011025084655192757,0.01030336755636536,-0.00011360843600715997,0.9998861311261735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00744224082145074,-5e-324,1.7562992723042335e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20337440239879104,0.21757101435106665,9.864746394924394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121199,1729051194,224923790,0.010918324321148167,0.010496577179741768,-0.0001146181814315038,0.9998852928832389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007019484861642633,-5e-324,1.0537795633825401e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20725822054083712,0.21553676754618686,9.86808347538237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121200,1729051194,232969750,0.011039514771663515,0.011306640446788785,-0.00012483541256432887,0.9998751289093719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00676583128575777,-5e-324,6.32267738029524e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22323546088895538,0.21790752195349336,9.866973261498954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121201,1729051194,240867835,0.011381550563508501,0.011116395361417434,-0.00012653783216115747,0.9998734270141977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006613639140226851,-5e-324,3.793606428177144e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.219653695966967,0.22483663841623666,9.87468683897945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121202,1729051194,248857777,0.011376693509999466,0.011749125875844549,-0.0001336840848058016,0.9998662465622582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065223238529083,-5e-324,2.2761638569062865e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23234868730674266,0.22492396547161697,9.882666867791967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121203,1729051194,256888709,0.010971287294983173,0.01116975000489977,-0.00012256156006659456,0.9998774187462096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00646753468051717,-5e-324,1.3656983141437718e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2208120688293581,0.21683607606031394,9.87955401960096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121204,1729051194,264783169,0.010561751364702355,0.01005014241967443,-0.00010615838891313238,0.999893710739222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006434661177082491,-5e-324,8.19418988486263e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19856720711792736,0.20863146008931335,9.874573848528152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121205,1729051194,272856514,0.010392738091108368,0.010363612939476487,-0.0001077179181531793,0.9998922816577096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006414937075021684,-5e-324,4.916513930917578e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20485274370435017,0.20538463166882237,9.879007771030954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121206,1729051194,280835256,0.010469429194637801,0.010886702499706058,-0.00011399056475646105,0.9998859223767342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005977412552323169,-5e-324,2.949908358550547e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21532783030464134,0.20702783710676217,9.885020006856852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121207,1729051194,288926997,0.010800258706847707,0.01077113695974427,-0.0001163446018478409,0.9998836549741141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005714897838704059,-5e-324,1.769945015130328e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21299375628825354,0.21352042418788544,9.882641844202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121208,1729051194,296850551,0.010358921815442103,0.010739891146654787,-0.00011126608090976481,0.999888661350272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006408769133456657,-5e-324,1.0619670090781967e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21255099254248339,0.20496612780374687,9.891031173415731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121209,1729051194,304858736,0.010420596585893779,0.011277712243370805,-0.00011753434719588343,0.9998820983291115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006825091910308215,-5e-324,6.37180205446918e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2230592417657244,0.20605847428967,9.884812023141237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121210,1729051194,312855141,0.010419563467438886,0.01140397690104324,-0.00011883864130577808,0.9998806768236728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00707488557641915,-5e-324,3.823081232681508e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22577288880943464,0.2062350418491926,9.894248642107398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121211,1729051194,320907997,0.010509322182014948,0.011969468953561423,-0.00012580696708566668,0.9998731270180489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006373381653161647,-5e-324,2.2938487396089048e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23697788367628578,0.20801692354701556,9.894403949668735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121212,1729051194,328904021,0.010341011307723266,0.011713000080459668,-0.0001211390549633314,0.9998779197679976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006378169360669178,-5e-324,1.3763092437653427e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2317298722956152,0.20453706941141248,9.887314529225069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121213,1729051194,336874153,0.010197227999794153,0.011055796278210217,-0.00011275122976469824,0.999886880200423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006381041985173697,-5e-324,8.257855462592055e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21876483866057225,0.20173089643200376,9.889285801275275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121214,1729051194,344859627,0.010075725826048852,0.010954072181934529,-0.00011038245484987607,0.9998892317989152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006382765559876408,-5e-324,4.954713277555233e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21649248229790585,0.19908951198029598,9.877539875540556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121215,1729051194,352920431,0.010012795845296227,0.011631846950678518,-0.00011648102931857,0.9998822083065816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006809489766160066,-5e-324,2.97282796653314e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2294942784412435,0.19750468130927135,9.860436673127067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121216,1729051194,360801680,0.010451487954233292,0.01093605561928732,-0.00011431113402763008,0.9998855714630545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006639834228468229,-5e-324,1.783696779919884e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21598696135185547,0.20637000971329716,9.870525465790301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121217,1729051194,368957977,0.010240303734757528,0.011173037283899961,-0.00011442843907049089,0.9998851365648981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006538040905853127,-5e-324,1.0702180679519303e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22057183989705081,0.20211240011508766,9.866283674249571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121218,1729051194,376863617,0.010189011949597234,0.011245523037908626,-0.00011459396434519409,0.9998848479276592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006476964912284066,-5e-324,6.421308407711582e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22188624602807422,0.20099435535225568,9.861104977498961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121219,1729051194,384887707,0.010741174170162182,0.01127638767659811,-0.00012113633540633117,0.9998787204378347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006014629254680598,-5e-324,3.852785044626949e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22267488970668825,0.21205511662932217,9.868771666919299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121220,1729051194,392834644,0.010700125258796479,0.01060817510587591,-0.00011352169005413493,0.9998864740825305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005737227860118517,-5e-324,2.311671026776169e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20950112645096608,0.21126954824907768,9.870019798247283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121221,1729051194,400808342,0.010747081506095171,0.011042343399055396,-0.00011868705631882226,0.9998812693538875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006422167146305332,-5e-324,1.3870026160657015e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21811685995261088,0.21223472821702474,9.871726357708134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121222,1729051194,408800838,0.010160667019278287,0.011161530375256745,-0.00011342151481730449,0.9998860776213286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00683313071801742,-5e-324,8.322015696394209e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22041325806141027,0.2006034077309961,9.869398411060427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121223,1729051194,416859229,0.010402556850887059,0.011254732538616754,-0.00011709174806817554,0.9998825451501645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006654018799582642,-5e-324,4.9932094178365256e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22274877759075243,0.2058350439061758,9.891225399175317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121224,1729051194,424976360,0.011292777001605523,0.011101209669563334,-0.00012537920749270296,0.9998746024434858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006546551648521775,-5e-324,2.995925650701915e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21984052632007642,0.22357865573823674,9.896660146731753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121225,1729051194,432955403,0.011157758553963582,0.011634744415118026,-0.00012983454079863437,0.9998700517014389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006482071357885254,-5e-324,1.797555390421149e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23006658385845208,0.22057787337458265,9.881964482814443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121226,1729051194,440816291,0.01064712280062584,0.011162797716571967,-0.0001188658229751967,0.9998810012167065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006443383183503342,-5e-324,1.0785332342526892e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22063990759046187,0.21039769814584333,9.878174907950385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121227,1729051194,448826754,0.010971276402152563,0.01097674819090891,-0.00012044344502454223,0.9998795565400053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006420170278874195,-5e-324,6.471199405516135e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21689926315779276,0.21673944164141223,9.8751829025339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
