Time,Joint States
1729143856.420597,"(0.0, -0.11198059738769532, 0.6583992412554959, -0.036815538867187504, -0.7915340856445313, -0.5506991022216797, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.09050486638183594, 0.7934554958720078, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.04143771448461163, -0.003067961572265625, -1.1121360699462892, 0.08594488930141672, -0.7992039895751953)"
1729143856.428507,"(0.004604190498290181, -0.10891263581542969, 0.6583992412554959, -0.036815538867187504, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.04143771448461163, -0.0015339807861328126, -1.1121360699462892, 0.08594488930141672, -0.7992039895751953)"
1729143856.436527,"(0.009208380996580362, -0.10737865502929689, 0.6583992412554959, -0.036815538867187504, -0.7915340856445313, -0.5506991022216797, -0.04908738515625, 0.001534730166096727, 1.0819847670981926, -0.08897088559570313, 0.7934554958720078, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.0015339807861328126, -1.1121360699462892, 0.08594488930141672, -0.7992039895751953)"
1729143856.444599,"(0.013812571494870543, -0.10584467424316407, 0.6568645110893991, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7934554958720078, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.0015339807861328126, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729143856.452543,"(0.016882031827064, -0.10431069345703126, 0.6568645110893991, -0.03834951965332031, -0.7915340856445313, -0.5506991022216797, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.0015339807861328126, -1.1121360699462892, 0.08594488930141672, -0.7992039895751953)"
1729143856.460726,"(0.023020952491450905, -0.10124273188476564, 0.6583992412554959, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.04143771448461163, -0.0015339807861328126, -1.1106020891601562, 0.08747961946751344, -0.7992039895751953)"
1729143856.470257,"(0.027625142989741086, -0.09970875109863282, 0.6583992412554959, -0.03834951965332031, -0.7915340856445313, -0.5506991022216797, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729143856.476456,"(0.03069460332193454, -0.09664078952636719, 0.6583992412554959, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7934554958720078, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729143856.485038,"(0.03529879382022472, -0.09664078952636719, 0.6568645110893991, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7934554958720078, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.0015339807861328126, -1.1106020891601562, 0.08594488930141672, -0.7992039895751953)"
1729143856.492534,"(0.039902984318514904, -0.09510680874023437, 0.6568645110893991, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.09050486638183594, 0.7919207657059112, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.04143771448461163, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729143856.501099,"(0.04297244465070836, -0.09203884716796876, 0.6568645110893991, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.003069460332193454, 1.080450036932096, -0.08897088559570313, 0.7934554958720078, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.04143771448461163, -0.003067961572265625, -1.1121360699462892, 0.08747961946751344, -0.8007379703613282)"
1729143856.509265,"(0.04604190498290181, -0.09050486638183594, 0.6583992412554959, -0.03834951965332031, -0.7915340856445313, -0.549165121435547, -0.04908738515625, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6534758148925782, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.04143771448461163, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729143856.516593,"(0.050646095481192, -0.08897088559570313, 0.6553297809233024, -0.03528155808105469, -0.7915340856445313, -0.549165121435547, -0.04448544279785156, 0.001534730166096727, 1.0758458464338057, -0.09050486638183594, 0.7919207657059112, -0.6565437764648437, 0.05371555581338545, 0.7857818450415243, 0.550968129628725, 0.047576635148998535, -0.003067961572265625, -1.1167380123046875, 0.08594488930141672, -0.8007379703613282)"
1729143856.524833,"(0.05371555581338545, -0.08743690480957032, 0.6507255904250123, -0.024543692578125, -0.7915340856445313, -0.5460971598632813, -0.03374757729492188, 0.001534730166096727, 1.0666374654372255, -0.09050486638183594, 0.7934554958720078, -0.662679699609375, 0.06445866697606253, 0.7857818450415243, 0.5601765106253054, 0.05985447647777235, -0.003067961572265625, -1.1320778201660158, 0.08594488930141672, -0.7992039895751953)"
1729143856.533482,"(0.056785016145578904, -0.08590292402343751, 0.6445866697606254, -0.010737865502929688, -0.7961360280029297, -0.5460971598632813, -0.019941750219726564, 0.003069460332193454, 1.0558943542745483, -0.08897088559570313, 0.7934554958720078, -0.6734175651123048, 0.08287542896922326, 0.7857818450415243, 0.5724543519540792, 0.07673650830483635, 0.0, -1.1550875319580078, 0.08747961946751344, -0.7961360280029297)"
1729143856.540812,"(0.05831974631167563, -0.08590292402343751, 0.635378288764045, 0.004604190498290181, -0.7992039895751953, -0.5368932751464844, -0.007669903930664063, 0.001534730166096727, 1.0436165129457744, -0.08743690480957032, 0.7934554958720078, -0.6841554306152344, 0.1074311116267709, 0.7827123847093308, 0.5878016536150464, 0.09361854013190035, 0.006138920664386908, -1.1765632629638674, 0.08747961946751344, -0.7884661240722657)"
1729143856.548775,"(0.05985447647777235, -0.08436894323730469, 0.6292393680996581, 0.018416761993160724, -0.7992039895751953, -0.5292233712158203, 0.004604190498290181, 0.003069460332193454, 1.0328734017830972, -0.08436894323730469, 0.7934554958720078, -0.7071651424072266, 0.12431314345383489, 0.7811776545432341, 0.6062184156082072, 0.11357003229115781, 0.006138920664386908, -1.204174917114258, 0.08747961946751344, -0.7869321432861328)"
1729143856.557146,"(0.06138920664386908, -0.08283496245117188, 0.6231004474352712, 0.03069460332193454, -0.7976700087890626, -0.5215534672851563, 0.016882031827064, 0.003069460332193454, 1.0205955604543235, -0.07669903930664063, 0.7934554958720078, -0.7347767965576172, 0.13966044511480216, 0.7811776545432341, 0.6261699077674646, 0.13352152445041526, 0.006138920664386908, -1.234854532836914, 0.08901434963361016, -0.7884661240722657)"
1729143856.564892,"(0.06138920664386908, -0.08130098166503907, 0.6169615267708842, 0.04297244465070836, -0.7930680664306641, -0.5123495825683594, 0.027625142989741086, 0.001534730166096727, 1.0098524492916463, -0.07363107773437501, 0.7919207657059112, -0.7623884507080079, 0.15654247694186615, 0.7811776545432341, 0.6476561300928189, 0.1534730166096727, 0.004604190498290181, -1.2624661869873048, 0.08747961946751344, -0.7915340856445313)"
