Time,CoM_x,CoM_y,CoM_z
1729143856.420773,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.428681,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.436751,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.444735,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.452676,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.461186,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.470686,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.476735,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.485431,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.492998,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.501299,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.509458,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.516784,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.525118,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.533692,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.540993,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.548941,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.557308,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.565055,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.572864,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.580977,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.58935,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.596799,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.604944,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.612847,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.620871,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.628855,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.636878,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.645064,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.652699,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.660698,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.668869,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.676859,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.68464,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.692985,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.700848,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.708855,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.716912,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.724865,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.733199,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.740823,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.748678,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.757197,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.764783,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.772789,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.780699,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.78868,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.796832,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.804626,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.812846,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.820866,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.828838,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.836814,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.844752,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.852715,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.860719,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.869527,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.876869,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.884958,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.893064,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.901182,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.908823,0.085277868053298525,1.0018524536886577,25.999090022749428
1729143856.9169,0.085277868053298525,1.0018524536886577,25.999090022749428
