Time,Accel_x,Accel_y,Accel_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w,Gyro_x,Gyro_y,Gyro_z
1729497806.303118,-2.726889507891119,-0.13678239391277963,9.487051295635345,-0.007134935007915643,0.13947024819685194,0.00100495971462221,0.9902000467715164,-0.006078595433718678,0.01764826777917548,0.0002614894333001553
1729497806.3111334,-2.7310021239241244,-0.13976969635743342,9.48177316507652,-0.007294499658224389,0.13974092030772098,0.0010294693564687949,0.9901606968866878,-0.005349917506079333,0.017825691712359825,0.0001568936599800932
1729497806.319581,-2.738018676698225,-0.14228033832227255,9.473817883420912,-0.007431244111796133,0.14018920595236486,0.0010522009078846235,0.9900962862361649,-0.005338400810957758,0.018357836133732465,9.413619598805591e-05
1729497806.3271592,-2.7405526672005753,-0.1492933873195354,9.47000239509161,-0.0078004045203220185,0.14036270264607048,0.0011058684533281863,0.990068806927162,-0.006182870916808875,0.019528502909480112,5.648171759283355e-05
1729497806.3351595,-2.75715653196097,-0.15038875455968997,9.476571648236606,-0.007851345957832564,0.14107070793572124,0.001118819198551297,0.9899677570369481,-0.006689552980319546,0.02065659303639073,3.388903055570013e-05
1729497806.3431137,-2.7640063886590034,-0.14937003374167335,9.478118998463447,-0.007796536998708713,0.14137903759782017,0.0011134861498944546,0.9899242101733526,-0.006567872156963917,0.021333447112537103,2.0333418333420076e-05
1729497806.3511143,-2.7736229664961836,-0.15426546506922276,9.477371467437445,-0.008052070877208205,0.14185080140527068,0.0011538994470719833,0.9898546271101312,-0.00394072329417835,0.021313869496762894,1.2200051000052045e-05
1729497806.3591413,-2.771970888052007,-0.1677372111704399,9.476683528655826,-0.008755818271526673,0.1417769390911676,0.0012540907066442852,0.9898591124219824,-0.0023644339765070102,0.02130212292729837,7.320030600031226e-06
1729497806.3671517,-2.787739052606595,-0.1655251916924983,9.483213950201309,-0.008633558018756945,0.14244353358290257,0.0012425122506730007,0.9897644960189571,-0.0014186603859042061,0.022146455108543718,4.392018360018736e-06
1729497806.3752134,-2.798636472335441,-0.17209884548424897,9.469893951175473,-0.008987997870459464,0.14315345779381092,0.001300107598734671,0.9896588367393018,-0.0008511962315425237,0.02307874447875296,2.6352110160112413e-06
1729497806.383498,-2.79583753769814,-0.15952304630422126,9.461423111427939,-0.008338833795290001,0.14314315741077735,0.001206110792690025,0.9896661283656037,-0.0005107177389255141,0.0236381181008785,1.5811266096067448e-06
1729497806.3912072,-2.7984677399040403,-0.16083611293878275,9.462804952061841,-0.008406093419087136,0.1432496004791227,0.0012167628431497023,0.9896501447704562,-0.0003064306433553085,0.022696672089767733,-0.0017018115698823623
1729497806.399273,-2.7962151385713305,-0.15946917142537903,9.463634056442183,-0.00833408791109209,0.14312992696662194,0.0012053105629243716,0.9896680828498343,-0.00018385838601318508,0.02170611442163924,-0.0027238471877775437
1729497806.4072394,-2.788399233289283,-0.15146640153686802,9.47059586355281,-0.00791068590476264,0.1426577861579064,0.001140219818497578,0.9897398026733121,-0.00011031503160791105,0.021111779820762143,-0.0037627586199766843
1729497806.4151852,-2.7952018580888045,-0.1461858992717302,9.475012367985201,-0.007631082832488939,0.14292367275118667,0.0011020090220684347,0.9897036808652531,-6.618901896474663e-05,0.020329488998773855,-0.0022576551719860104
1729497806.423254,-2.790664306991954,-0.14636948023686625,9.481014152968855,-0.007636180463273477,0.14262073050558524,0.0011003592405854589,0.9897473441174405,-3.9713411378847976e-05,0.020285804567042914,-0.0013545931031916062
1729497806.431271,-2.78435047384361,-0.1402547044995416,9.467137551839906,-0.0073280641819151665,0.14251508801563878,0.0010551593312822243,0.9897649396710444,-2.3828046827308784e-05,0.02068528396946638,-0.0008127558619149636
1729497806.4392169,-2.794687963749525,-0.1466414860298031,9.466712456641053,-0.0076614624341120666,0.14301652830238604,0.0011071302423179606,0.9896900266691233,-1.429682809638527e-05,0.02092497161092046,-0.00048765351714897816
1729497806.4472094,-2.808312482839559,-0.13874196681319437,9.471245802842052,-0.007244686486381405,0.14360886000011788,0.0010513271374955567,0.9896074497286439,-8.578096857831161e-06,0.02149447425725494,-0.0002925921102893869
1729497806.4551978,-2.8128958918033447,-0.14884630557619785,9.477796533218902,-0.007766690998211785,0.14373283846848992,0.0011280770059397174,0.9895854066724095,-5.146858114698696e-06,0.021410485783593596,-0.00017555526617363214
1729497806.463214,-2.816364197679663,-0.14628978285743746,9.465925240487982,-0.007642494382066551,0.14406926641798568,0.001112690115108062,0.9895374680496496,-3.088114868819218e-06,0.0188059523306246,0.001597427086143947
1729497806.4712472,-2.83233155083436,-0.15169905404063436,9.466703330327945,-0.0079234611964506,0.1448228004491986,0.0011597620896451233,0.9894252019150388,-1.8528689212915306e-06,0.01681754219738117,0.0026612164975344946
1729497806.4792354,-2.833771677082647,-0.1503956335962556,9.474113369046377,-0.007849296538151213,0.1447859817482655,0.0011486075146791368,0.989431194542513,-1.1117213527749183e-06,0.015624496117435115,0.003299490144368823
1729497806.487243,-2.8336780721675567,-0.142191556183144,9.480714173771576,-0.007416137372081692,0.14468926296067727,0.0010844780421329992,0.9894487566305546,-6.67032811664951e-07,0.01576004859239154,0.00368245433246942
1729497806.4952574,-2.834579589882565,-0.13487490807512076,9.469830606313726,-0.007042455255900434,0.14489035798260783,0.0010312927578532598,0.9894221164007241,-4.002196869989706e-07,0.01626707013882743,0.003912232845329778
1729497806.5033185,-2.821952391380711,-0.14532896950327556,9.466173507831206,-0.007591799864042286,0.14433424049815596,0.001107385041117086,0.9894992497687987,-2.401318121993823e-07,0.016571283066688963,0.004475790014508025
