Time,Joint States
1729842179.4446468,"(-0.22396119477539064, -0.5967185258056641, 0.7013716859062042, -0.1104466166015625, -0.7992039895751953, -0.6212622183837891, -0.12118448210449219, -0.00613592314453125, 1.213971561382511, -0.10891263581542969, 0.7949902260381047, -0.6458059109619141, 0.018416761993160724, 0.7888513053737177, 0.4865094626526624, -0.00613592314453125, -0.0015339807861328126, -1.0446409153564453, 0.07980596863702981, -0.802271951147461)"
1729842179.4526472,"(-0.21322332927246096, -0.5890486218750001, 0.6952327652418173, -0.09664078952636719, -0.794602047216797, -0.6181942568115235, -0.10891263581542969, 0.001534730166096727, 1.2016937200537372, -0.10737865502929689, 0.7934554958720078, -0.6504078533203126, 0.029159873155837814, 0.7888513053737177, 0.48804419281875916, 0.016882031827064, 0.001534730166096727, -1.0461748961425783, 0.07673650830483635, -0.8007379703613282)"
1729842179.4606476,"(-0.21015536770019533, -0.5859806603027344, 0.6890938445774304, -0.08436894323730469, -0.7900001048583984, -0.6120583336669922, -0.09357282795410157, 0.006138920664386908, 1.1909506088910602, -0.10584467424316407, 0.7903860355398143, -0.6504078533203126, 0.04143771448461163, 0.7857818450415243, 0.4911136531509526, 0.03529879382022472, 0.0, -1.0461748961425783, 0.0736670479726429, -0.8007379703613282)"
1729842179.4686458,"(-0.2070874061279297, -0.5798447371582032, 0.6814201937469468, -0.06902913537597656, -0.7884661240722657, -0.6074563913085937, -0.07823302009277344, 0.003069460332193454, 1.1786727675622863, -0.10584467424316407, 0.7842471148754275, -0.6504078533203126, 0.05831974631167563, 0.7857818450415243, 0.4911136531509526, 0.050646095481192, -0.003067961572265625, -1.0446409153564453, 0.067528127308256, -0.8007379703613282)"
1729842179.4766467,"(-0.20248546376953128, -0.5737088140136719, 0.6737465429164632, -0.053689327514648444, -0.7884661240722657, -0.6028544489501954, -0.06289321223144531, 0.004604190498290181, 1.1679296563996093, -0.10124273188476564, 0.7842471148754275, -0.647339891748047, 0.0736670479726429, 0.7857818450415243, 0.49264838331704935, 0.06445866697606253, -0.003067961572265625, -1.0431069345703126, 0.0629239368099658, -0.8007379703613282)"
1729842179.4846473,"(-0.19328157905273438, -0.5660389100830079, 0.6676076222520763, -0.036815538867187504, -0.7884661240722657, -0.598252506591797, -0.04755340437011719, 0.004604190498290181, 1.157186545236932, -0.09970875109863282, 0.7827123847093308, -0.6442719301757813, 0.08747961946751344, 0.7888513053737177, 0.49264838331704935, 0.07980596863702981, -0.003067961572265625, -1.0415729537841798, 0.05985447647777235, -0.8007379703613282)"
1729842179.4926498,"(-0.18561167512207033, -0.5599029869384766, 0.6614687015876893, -0.019941750219726564, -0.7900001048583984, -0.5921165834472657, -0.03374757729492188, 0.004604190498290181, 1.1479781642403517, -0.0981747703125, 0.7811776545432341, -0.6427379493896485, 0.101292190962384, 0.7888513053737177, 0.49264838331704935, 0.09361854013190035, -0.0015339807861328126, -1.0446409153564453, 0.06138920664386908, -0.802271951147461)"
1729842179.500894,"(-0.17947575197753907, -0.5537670637939454, 0.6553297809233024, -0.003067961572265625, -0.7884661240722657, -0.5859806603027344, -0.01687378864746094, 0.004604190498290181, 1.1372350530776747, -0.09664078952636719, 0.7827123847093308, -0.6458059109619141, 0.11203530212506108, 0.7903860355398143, 0.4957178436492428, 0.10896584179286761, 0.0, -1.0523108192871093, 0.0629239368099658, -0.802271951147461)"
1729842179.508648,"(-0.17487380961914065, -0.5460971598632813, 0.6522603205911089, 0.012277841328773817, -0.7900001048583984, -0.5813787179443359, -0.003067961572265625, 0.004604190498290181, 1.1234224815828042, -0.09510680874023437, 0.7857818450415243, -0.6519418341064454, 0.12431314345383489, 0.7903860355398143, 0.5033914944797264, 0.12431314345383489, 0.003069460332193454, -1.0630486847900391, 0.067528127308256, -0.8007379703613282)"
1729842179.5166466,"(-0.1702718672607422, -0.5399612367187501, 0.6476561300928189, 0.026090412823644358, -0.7900001048583984, -0.5752427947998048, 0.009208380996580362, 0.004604190498290181, 1.1142141005862238, -0.09664078952636719, 0.7934554958720078, -0.6642136803955079, 0.135056254616512, 0.7888513053737177, 0.5125998754763068, 0.13352152445041526, 0.004604190498290181, -1.0753205310791016, 0.07520177813873963, -0.8007379703613282)"
1729842179.5246475,"(-0.16106798254394533, -0.5322913327880859, 0.6430519395945286, 0.039902984318514904, -0.7900001048583984, -0.5675728908691406, 0.02148622232535418, 0.004604190498290181, 1.1034709894235466, -0.09664078952636719, 0.7949902260381047, -0.6810874690429688, 0.1473340959452858, 0.7888513053737177, 0.5264124469711773, 0.14426463561309233, 0.006138920664386908, -1.0937283005126954, 0.08134069880312654, -0.8007379703613282)"
