com_x,com_y,com_z,proj_com_x,proj_com_y,proj_com_z,moment_x,moment_y,zmp_x,zmp_y,support_phase,area,perimeter
2.736240438362399,-1.098955236754911,25.59033921375518,2.736240438362399,-1.098955236754911,0,0.881983712885184,1.579505105219317,3.4373015300307235,-1.0555909350097965,Double Support,229.32999999999998,42.70768096208106
2.7144901467286617,-1.1072608958758565,25.589850449665402,2.7144901467286617,-1.1072608958758565,0,0.9726332728777101,1.7905509383743545,3.4064754907463852,-1.0851493239077818,Double Support,229.32999999999998,42.70768096208106
2.753280272949212,-1.1225829403628518,25.58312787824628,2.753280272949212,-1.1225829403628518,0,1.1415800908479834,1.9157450280399528,3.4577877380085504,-1.1335006566381562,Double Support,229.32999999999998,42.70768096208106
2.8280433026932985,-1.133411316598072,25.571969875464852,2.8280433026932985,-1.133411316598072,0,1.3451395686153138,1.9561440118383324,3.554106459009091,-1.16569094709914,Double Support,229.32999999999998,42.70768096208106
2.826021531647355,-1.1404288948188828,25.569537106527125,2.826021531647355,-1.1404288948188828,0,1.5434453302942672,1.9534697400895027,3.548383360172017,-1.186746032018465,Double Support,229.32999999999998,42.70768096208106
2.889443460754092,-1.1456847811931994,25.559617329628647,2.889443460754092,-1.1456847811931994,0,1.7307791464564661,1.9090799016831173,3.6296025560889973,-1.1979224569186258,Double Support,229.32999999999998,42.70768096208106
2.9220544207599835,-1.148423001254768,25.553135712875378,2.9220544207599835,-1.148423001254768,0,1.9159725786563255,1.8431604057781108,3.674962243403516,-1.202815156480646,Double Support,229.32999999999998,42.70768096208106
2.93282068046692,-1.1486806989832836,25.550350640500945,2.93282068046692,-1.1486806989832836,0,2.082661283180113,1.7732690567437124,3.691308712730451,-1.2012930381071798,Double Support,229.32999999999998,42.70768096208106
2.9513452918748944,-1.1481147006627797,25.545221073584976,2.9513452918748944,-1.1481147006627797,0,2.21593483400279,1.715112227493906,3.7122161788353196,-1.1951638425098028,Double Support,229.32999999999998,42.70768096208106
3.0076781441835796,-1.1399302000388742,25.537751448154975,3.0076781441835796,-1.1399302000388742,0,2.3295922248056278,1.6651843394057209,3.781686292865891,-1.164909637864867,Double Support,229.32999999999998,42.70768096208106
2.994300282979827,-1.1347341369853001,25.537877066406363,2.994300282979827,-1.1347341369853001,0,2.429528570154587,1.6604422361263023,3.766302970517335,-1.1457049475520245,Double Support,229.32999999999998,42.70768096208106
3.050481434419298,-1.1345775854107596,25.530436246681948,3.050481434419298,-1.1345775854107596,0,2.5091218731711926,1.692663677066994,3.8369516540416866,-1.1426243291379423,Double Support,229.32999999999998,42.70768096208106
3.059650113141055,-1.1331314638438337,25.52773324475054,3.059650113141055,-1.1331314638438337,0,2.557666375242133,1.7506311768977576,3.8479204978172112,-1.1368997639913911,Double Support,229.32999999999998,42.70768096208106
3.0470497378307795,-1.1303844929179845,25.527986123453687,3.0470497378307795,-1.1303844929179845,0,2.5725832580989856,1.8152098999165474,3.8317040791811774,-1.1280092377925848,Double Support,229.32999999999998,42.70768096208106
3.0261253872898712,-1.1324537166806796,25.52880276753605,3.0261253872898712,-1.1324537166806796,0,2.5623114437418684,1.8785351832054729,3.801968065084485,-1.1351275557679446,Double Support,229.32999999999998,42.70768096208106
3.041364749768781,-1.1291163636582846,25.525468442693477,3.041364749768781,-1.1291163636582846,0,2.5380331506856484,1.9331612455866167,3.8186816472234213,-1.1244565259522736,Double Support,229.32999999999998,42.70768096208106
2.999164871787223,-1.1135323249111713,25.5297309564767,2.999164871787223,-1.1135323249111713,0,2.5103810927821435,1.981647412204996,3.7725703703093556,-1.103717270419038,Double Support,229.32999999999998,42.70768096208106
2.948293357518851,-1.1274628903319988,25.533497940140574,2.948293357518851,-1.1274628903319988,0,2.4783447316087246,2.037136264887938,3.7026465380592395,-1.1228832585083584,Double Support,229.32999999999998,42.70768096208106
2.94238107392408,-1.135345015525521,25.532464002739424,2.94238107392408,-1.135345015525521,0,2.4355341784255153,2.1156803299638893,3.6938785525237248,-1.1490881085253306,Double Support,229.32999999999998,42.70768096208106
2.9317016745769053,-1.1346756247969487,25.532235489506654,2.9317016745769053,-1.1346756247969487,0,2.3912393098656954,2.2138127943950536,3.6791820519532767,-1.1567554774005684,Double Support,229.32999999999998,42.70768096208106
2.9469688084049612,-1.1371562394268306,25.529523385570506,2.9469688084049612,-1.1371562394268306,0,2.338257644695735,2.319788593510835,3.693740138187266,-1.1605568035415854,Double Support,229.32999999999998,42.70768096208106
2.890248893969734,-1.1432041026557411,25.534688804998616,2.890248893969734,-1.1432041026557411,0,2.276598992585261,2.427425387341174,3.619880755541386,-1.179022919814729,Double Support,229.32999999999998,42.70768096208106
2.870659133662815,-1.1424426345163725,25.53596781068278,2.870659133662815,-1.1424426345163725,0,2.1964509899712956,2.5234344298851354,3.5911924335377945,-1.178335322851536,Double Support,229.32999999999998,42.70768096208106
2.8629060227039616,-1.1432072589616618,25.5358101165032,2.8629060227039616,-1.1432072589616618,0,2.1084597351388226,2.592186959795036,3.5812557875801767,-1.1829200021641657,Double Support,229.32999999999998,42.70768096208106
2.882565470815081,-1.1410880785001432,25.53320121900602,2.882565470815081,-1.1410880785001432,0,2.018641435373924,2.6316720518422265,3.608774247596375,-1.184466911457608,Double Support,229.32999999999998,42.70768096208106
2.84480951945554,-1.1430481690346324,25.536892770754758,2.84480951945554,-1.1430481690346324,0,1.9428305868121507,2.6242156632675426,3.559906691896239,-1.191733794700058,Double Support,229.32999999999998,42.70768096208106
2.8523184025401087,-1.1424693885405612,25.535978525334023,2.8523184025401087,-1.1424693885405612,0,1.8856387286019363,2.575448188050716,3.5687063341008205,-1.1876942223975955,Double Support,229.32999999999998,42.70768096208106
2.803727379696381,-1.1366877035828633,25.541313856391422,2.803727379696381,-1.1366877035828633,0,1.8438816059041403,2.481691792797054,3.508895259205229,-1.1702774884783467,Double Support,229.32999999999998,42.70768096208106
2.8383079699445095,-1.1332844059165328,25.537596442927146,2.8383079699445095,-1.1332844059165328,0,1.8054007032112875,2.3620523932079003,3.556515692655041,-1.1567924939908574,Double Support,229.32999999999998,42.70768096208106
2.825030326660495,-1.1298745109873924,25.53906710777538,2.825030326660495,-1.1298745109873924,0,1.7523390843699773,2.229105814119979,3.5419564300011546,-1.1460697835930176,Double Support,229.32999999999998,42.70768096208106
2.8172669934304886,-1.1297121629516762,25.540201371468473,2.8172669934304886,-1.1297121629516762,0,1.6926073884067667,2.089534417457947,3.535078447887363,-1.1469089131577839,Double Support,229.32999999999998,42.70768096208106
2.8635332040237653,-1.1316627751340254,25.534634370651187,2.8635332040237653,-1.1316627751340254,0,1.6516798821407912,1.9502029908426863,3.59531852892551,-1.1534034685404178,Double Support,229.32999999999998,42.70768096208106
2.8348126706354617,-1.1296752254248985,25.538632060189872,2.8348126706354617,-1.1296752254248985,0,1.6258856198163496,1.8155709924182133,3.561436574275216,-1.147140601020722,Double Support,229.32999999999998,42.70768096208106
2.7415420841943714,-1.1285927232426123,25.548899234836412,2.7415420841943714,-1.1285927232426123,0,1.6152781117341997,1.7024485492350845,3.445645279268808,-1.145245909646007,Double Support,229.32999999999998,42.70768096208106
2.697517751708962,-1.130691495863371,25.553453606483195,2.697517751708962,-1.130691495863371,0,1.622110319178343,1.6073872617187126,3.391927416055032,-1.1533037450473846,Double Support,229.32999999999998,42.70768096208106
2.6904045873631954,-1.1259408867448855,25.555508388795705,2.6904045873631954,-1.1259408867448855,0,1.6324661947285062,1.507226151010018,3.3834899653434576,-1.1374342370034332,Double Support,229.32999999999998,42.70768096208106
2.723604527573751,-1.1264072425665472,25.55269626494282,2.723604527573751,-1.1264072425665472,0,1.6293605488822762,1.4071685627083417,3.4279417005094874,-1.1376039473176134,Double Support,229.32999999999998,42.70768096208106
2.6936871250227163,-1.1262965849576974,25.557472429600953,2.6936871250227163,-1.1262965849576974,0,1.6012346647285918,1.3282376165100112,3.3930857439826534,-1.1386590046991738,Double Support,229.32999999999998,42.70768096208106
2.7224176653346297,-1.1261713668758309,25.555309857727373,2.7224176653346297,-1.1261713668758309,0,1.5716525902100007,1.278266984045838,3.429319361366006,-1.138134089973151,Double Support,229.32999999999998,42.70768096208106
2.6478054658207513,-1.124143793877221,25.564924685849,2.6478054658207513,-1.124143793877221,0,1.5426473787335406,1.2459644103277197,3.335088789031102,-1.1324005254000655,Double Support,229.32999999999998,42.70768096208106
2.601565072338092,-1.1254159900488405,25.570625061749585,2.601565072338092,-1.1254159900488405,0,1.5384792841177455,1.224368711546587,3.276440325430222,-1.137731451682774,Double Support,229.32999999999998,42.70768096208106
2.6095862256748648,-1.131248349932348,25.57154084264141,2.6095862256748648,-1.131248349932348,0,1.5601668375020459,1.2093587752836843,3.2883868762418214,-1.1584423940237234,Double Support,229.32999999999998,42.70768096208106
2.676559474990499,-1.1272938334857046,25.56671040906849,2.676559474990499,-1.1272938334857046,0,1.583471737015428,1.19844812069365,3.3721898862583797,-1.1424282898144074,Double Support,229.32999999999998,42.70768096208106
2.6907756261913867,-1.121785258202611,25.56689516939297,2.6907756261913867,-1.121785258202611,0,1.5982500227305783,1.1901638363618159,3.3884067890709666,-1.122297411566707,Double Support,229.32999999999998,42.70768096208106
2.6720202056872338,-1.1227863766200523,25.57091284025476,2.6720202056872338,-1.1227863766200523,0,1.6258954474638472,1.1835836940078963,3.36679879105649,-1.1257300895221056,Double Support,229.32999999999998,42.70768096208106
2.6912472211458374,-1.121464298344821,25.57102685984574,2.6912472211458374,-1.121464298344821,0,1.686670351813229,1.178130375614556,3.3929970904064994,-1.119655737661632,Double Support,229.32999999999998,42.70768096208106
2.6851187384481765,-1.1213716320393923,25.573580514351853,2.6851187384481765,-1.1213716320393923,0,1.755223290269548,1.1584729285828275,3.386237168715577,-1.118107781087473,Double Support,229.32999999999998,42.70768096208106
2.6493946630668233,-1.1244081550843932,25.579701802734842,2.6493946630668233,-1.1244081550843932,0,1.8171794813414723,1.1345012404176487,3.339593894485532,-1.1280874705838086,Double Support,229.32999999999998,42.70768096208106
2.585550791924866,-1.1245432198169878,25.588521809007478,2.585550791924866,-1.1245432198169878,0,1.897717172029033,1.120839044821953,3.2599260783668242,-1.128037150470827,Double Support,229.32999999999998,42.70768096208106
2.6283541842926197,-1.1221107993234518,25.5864448827145,2.6283541842926197,-1.1221107993234518,0,1.9856443189318975,1.113313262505979,3.3160043758438342,-1.1170172408754968,Double Support,229.32999999999998,42.70768096208106
2.6947627978061663,-1.1213710821083018,25.582315790231696,2.6947627978061663,-1.1213710821083018,0,2.0662081879970646,1.1094231144802755,3.3988393270998154,-1.1119351616532946,Double Support,229.32999999999998,42.70768096208106
2.7622149742897126,-1.1313573572038003,25.57677334309754,2.7622149742897126,-1.1313573572038003,0,2.137253555654521,1.107668415407585,3.484431379963185,-1.1445356060078555,Double Support,229.32999999999998,42.70768096208106
2.729843805084036,-1.1343267388680514,25.582807434569105,2.729843805084036,-1.1343267388680514,0,2.192588070207064,1.1251533070797264,3.4425607561672376,-1.154462057473842,Double Support,229.32999999999998,42.70768096208106
2.6710365869952093,-1.1403957876850048,25.590757713923004,2.6710365869952093,-1.1403957876850048,0,2.2673713655994874,1.1708409481622795,3.370450261685057,-1.176327331567376,Double Support,229.32999999999998,42.70768096208106
2.71576378312183,-1.1401332967309759,25.58847562437991,2.71576378312183,-1.1401332967309759,0,2.362091375041944,1.233831182103827,3.428292726197195,-1.172501031072312,Double Support,229.32999999999998,42.70768096208106
