Time,Denoised_Gyro_x,Denoised_Gyro_y,Denoised_Gyro_z
1729153028.616442,0.0,0.00081547563558165032,0.00012111293830608362
1729153028.696067,0.0,0.00078084257502619605,5.7700809029089279e-05
1729153028.775701,0.0,0.00073324740017417854,2.1713924063036654e-05
1729153028.855689,0.0,0.00074456023627148915,1.4814056299005163e-07
1729153028.935964,0.0,0.00088690919121359201,6.4259692651536153e-05
1729153029.01586,0.0,0.00080052461044036616,0.00011171306404987564
1729153029.096295,0.0,0.00076915970306027617,1.7149702782822952e-05
1729153029.176811,0.0,0.00083537989372887739,2.3577033349027094e-05
1729153029.256994,0.0,0.00080115020372740781,6.41292612379309e-05
1729153029.336035,0.0,0.00074697973301106313,8.9661326982273744e-05
1729153029.416587,0.0,0.00076276439973586873,1.4102028080984603e-06
1729153029.498875,0.0,0.00075783779362235861,6.4872787006770486e-06
1729153029.576989,0.0,0.00077634005944216032,3.9115397746260713e-05
1729153029.656958,0.0,0.00077021273185551038,6.9442189809440853e-06
1729153029.736037,0.0,0.00086031240346948299,4.2966560968396161e-08
1729153029.817034,0.0,0.00081783826316641085,2.5911601050019419e-10
1729153029.895905,0.0,0.00082138778986318205,4.0813560509233218e-06
1729153029.976175,0.0,0.00077448824322967754,2.5715143100599224e-06
1729153030.057027,0.0,0.00077515359292312206,0.00010209289645836527
1729153030.135886,0.0,0.00075404909348803992,0.00012772467175720822
1729153030.215623,0.0,0.00080916281399280956,2.4750170679897345e-05
1729153030.296645,0.0,0.00084332553504088163,1.0356663400119317e-05
