Time,Denoised_Gyro_x,Denoised_Gyro_y,Denoised_Gyro_z
1729090161.469684,-1.3206460353161716e-259,0.016806784332960525,0.0036093970449929242
1729090161.477716,-7.9238762118970299e-260,0.016682266552437805,0.0030170183499198177
1729090161.485724,-4.7543257271382173e-260,0.016607555884124173,0.0018102110099518904
1729090161.49373,-2.8525954362829305e-260,0.016562729483135991,0.0010861266059711344
1729090161.501838,-1.7115572617697582e-260,0.016961523704005117,0.00065167596358268055
1729090161.511576,-1.026934357061855e-260,0.016987955205795574,0.0012423857010736715
1729090161.517864,-6.1616061423711284e-261,0.016152433983945787,0.001596811543568266
1729090161.526106,-3.6969636854226771e-261,0.015438276220104897,0.0018094670490650228
1729090161.534079,-2.2181782112536061e-261,0.01564831665399341,0.0019370603523630766
1729090161.542116,-1.3309069267521636e-261,0.016412876006519569,0.001162236211417846
1729090161.550065,-7.9854415605129806e-262,0.016871611618035263,0.00069734172685070764
1729090161.558497,-4.7912649363077887e-262,0.016508317892751631,0.0012697851590344877
1729090161.566001,-2.8747589617846731e-262,0.015864651596119418,0.0024646313412688189
1729090161.57406,-1.7248553770708039e-262,0.015904141879602124,0.0033943840813404338
1729090161.581827,-1.0349132262424823e-262,0.016566371141884799,0.0039522357253834019
1729090161.589795,-6.2094793574548945e-263,0.016750863668523384,0.0032227215581541041
1729090161.597959,-3.7256876144729365e-263,0.016648714153775519,0.0019336329348924623
1729090161.60563,-2.2354125686837615e-263,0.016800269475657815,0.0011601797609354773
1729090161.613655,-1.3412475412102569e-263,0.016678357638056175,0.0015474879794853496
1729090161.621687,-8.0474852472615415e-264,0.016392365504764181,0.0017798729106152729
1729090161.629641,-4.8284911483569246e-264,0.016433615255519996,0.0010679237463691637
1729090161.637653,-2.8970946890141542e-264,0.016458365105973486,0.0014921343707455614
1729090161.646265,-1.7382568134084928e-264,0.016260369985514563,0.0017466607453713997
1729090161.653652,-1.0429540880450955e-264,0.016141572913239213,0.0010479964472228397
1729090161.661763,-6.2577245282705739e-265,0.015857449639142984,0.00062879786833370383
1729090161.669651,-3.754634716962344e-265,0.015474130643954233,0.0003772787210002223
1729090161.677668,-2.2527808301774062e-265,0.015456984277571998,0.0010777473555241967
1729090161.685636,-1.3516684981064436e-265,0.015872386519204688,0.0023494086591626445
1729090161.693732,-8.1100109886386615e-266,0.015908782833453289,0.00226102531842165
1729090161.701676,-4.8660065931831972e-266,0.015079240499078383,0.0013566151910529901
1729090161.70963,-2.9196039559099179e-266,0.014581515098453441,0.00081396911463179396
1729090161.717708,-1.751762373545951e-266,0.014921414950271522,0.0004883814687790764
1729090161.725672,-1.0510574241275703e-266,0.015125354861362371,0.00029302888126744582
1729090161.733675,-6.3063445447654213e-267,0.015034873777285865,0.0010271974516845306
1729090161.741723,-3.7838067268592526e-267,0.01498058512683996,0.0014676985939347815
1729090161.749775,-2.2702840361155516e-267,0.015160856967303432,0.00088061915636086893
1729090161.757748,-1.362170421669331e-267,0.015269020071581516,0.00052837149381652134
1729090161.765696,-8.1730225300159868e-268,0.015546762964879383,0.00031702289628991276
1729090161.773631,-4.9038135180095925e-268,0.016139098762320135,0.00019021373777394765
1729090161.781617,-2.9422881108057549e-268,0.016281655210053571,0.00011412824266436858
1729090161.790047,-1.765372866483453e-268,0.015941499017231603,6.8476945598621147e-05
1729090161.797682,-1.0592237198900717e-268,0.015950250332269433,4.1086167359172683e-05
1729090161.805689,-6.3553423193404302e-269,0.016381191182754169,2.465170041550361e-05
1729090161.813622,-3.8132053916042581e-269,0.016426910662313991,0.00086617114317336531
1729090161.821628,-2.287923234962555e-269,0.016454342350049885,0.0022224629317521456
1729090161.829688,-1.3727539409775329e-269,0.016896491424153455,0.0021848578819753505
1729090161.837651,-8.2365236458651979e-270,0.017161780868615591,0.0013109147291852103
1729090161.845722,-4.9419141875191179e-270,0.016895264473830843,0.00078654883751112618
1729090161.853733,-2.9651485125114704e-270,0.016522509606228978,0.001323309425430739
1729090161.862293,-1.7790891075068824e-270,0.016511701716398874,0.0016453657781825065
1729090161.869684,-1.0674534645041294e-270,0.016505216982500813,0.0009872194669095038
1729090161.877686,-6.4047207870247753e-271,0.016501326142161977,0.0014437118030697655
1729090161.885619,-3.8428324722148648e-271,0.016711836668689691,0.0017176072047659224
1729090161.893699,-2.3056994833289189e-271,0.016625297953875302,0.0010305643228595534
1729090161.901699,-1.3834196899973513e-271,0.016360529694255655,0.0014697187166397951
1729090161.909748,-8.3005181399841076e-272,0.016414513769214885,0.00173321135290794
1729090161.917629,-4.9803108839904648e-272,0.017085439306383468,0.0010399268117447639
1729090161.926574,-2.9881865303942789e-272,0.017700839659415636,0.00062395608704685838
1729090161.933751,-1.7929119182365675e-272,0.017644389809772905,0.00037437365222811494
1729090161.941802,-1.0757471509419404e-272,0.017184829838525234,0.00022462419133686897
1729090161.949684,-6.4544829056516415e-273,0.016483403794314597,0.00013477451480212139
1729090161.958342,-3.8726897433909849e-273,0.016062548167788217,0.00093224483180533602
1729090161.965684,-2.323613846034591e-273,0.016022879822603406,0.0014107270220072646
1729090161.975842,-1.3941683076207546e-273,0.015999078815492514,0.00084643621320435879
1729090161.981732,-8.3650098457245272e-274,0.015984798211225983,0.00050786172792261527
1729090161.989666,-5.0190059074347155e-274,0.016189074879397081,0.00030471703675356913
1729090161.997659,-3.0114035444608293e-274,0.016524485911030753,0.00018283022205214147
1729090162.005679,-1.8068421266764977e-274,0.016725732530010959,0.00010969813323128487
1729090162.013633,-1.0841052760058984e-274,0.016633635470668061,6.5818879938770922e-05
1729090162.021612,-6.504631656035391e-275,0.016152687173600293,3.949132796326255e-05
1729090162.029678,-3.9027789936212341e-275,0.015864118195359635,2.369479677795753e-05
1729090162.037674,-2.3416673961727404e-275,0.015903821839146254,1.4216878066774517e-05
1729090162.04706,-1.4050004377036441e-275,0.015927644025418228,8.5301268400647097e-06
1729090162.053729,-8.4300026262218638e-276,0.016154782367912426,5.1180761040388262e-06
1729090162.063428,-5.0580015757331186e-276,0.016503910404139961,3.0708456624232955e-06
1729090162.069668,-3.0348009454398708e-276,0.01671338722587648,1.8425073974539775e-06
1729090162.077696,-1.8208805672639225e-276,0.016626228288187377,1.1055044384723865e-06
1729090162.08563,-1.0925283403583533e-276,0.016361087894842898,6.6330266308343178e-07
1729090162.093702,-6.5551700421501191e-277,0.016414848689567225,3.9798159785005907e-07
1729090162.101678,-3.9331020252900717e-277,0.016659950197132841,2.3878895871003544e-07
1729090162.109765,-2.359861215174043e-277,0.016594166070941194,1.4327337522602126e-07
1729090162.117683,-1.4159167291044257e-277,0.016554695595226206,0.00085146608694919876
1729090162.12663,-8.4955003746265529e-278,0.016531013309797213,0.0013622597750935824
1729090162.133667,-5.0973002247759318e-278,0.016303958907808801,0.0016687359879802126
1729090162.141653,-3.0583801348655588e-278,0.016167726266615754,0.0018526217157121905
1729090162.149668,-1.8350280809193352e-278,0.015873141651168911,0.0019629531523513775
1729090162.158191,-1.1010168485516012e-278,0.015483545851169789,0.0030933771679899687
1729090162.165676,-6.6061010913096066e-279,0.015675478432632346,0.0029202514544490604
1729090162.175704,-3.963660654785764e-279,0.016429173073702931,0.0017521508726694363
1729090162.181692,-2.3781963928714581e-279,0.017094234889076295,0.0010512905236016617
1729090162.189763,-1.4269178357228747e-279,0.017280426947569295,0.00063077431416099709
