com_x,com_y,com_z,proj_com_x,proj_com_y,proj_com_z,moment_x,moment_y,zmp_x,zmp_y,support_phase,area,perimeter
5.881044289503949,-0.9883633459183716,25.2833214009011,5.881044289503949,-0.9883633459183716,0,0.9070289201139619,0.9281911402971613,7.760079495642178,-0.9446718786957621,Double Support,229.32999999999998,42.70768096208106
5.897634485136665,-0.9855414097697451,25.279484425386496,5.897634485136665,-0.9855414097697451,0,1.0521229494042608,0.9281889193137861,7.782530667516131,-0.9340105091142065,Double Support,229.32999999999998,42.70768096208106
5.906908380339226,-0.9836995989893094,25.27739073913525,5.906908380339226,-0.9836995989893094,0,1.1565411120110425,0.9174826593150761,7.795632806585466,-0.9267835748002172,Double Support,229.32999999999998,42.70768096208106
5.940734780047043,-0.9839457795622669,25.26940911845614,5.940734780047043,-0.9839457795622669,0,1.2487215150392974,0.8997479159513964,7.838180507141749,-0.9250004460665457,Double Support,229.32999999999998,42.70768096208106
5.945276061499625,-0.9759108220686302,25.26869478328875,5.945276061499625,-0.9759108220686302,0,1.3291310667389251,0.8786040638799555,7.845142692459221,-0.9036186003791549,Double Support,229.32999999999998,42.70768096208106
5.95530170819555,-0.9657139259027555,25.266767521893886,5.95530170819555,-0.9657139259027555,0,1.398652726444315,0.8561195551224215,7.855978125515454,-0.8780148513734205,Double Support,229.32999999999998,42.70768096208106
5.964478701723508,-0.9591251373727963,25.264894227721836,5.964478701723508,-0.9591251373727963,0,1.455317304195571,0.8335277960610077,7.8688452202088355,-0.8609696769680969,Double Support,229.32999999999998,42.70768096208106
5.956428092282341,-0.9626589911083087,25.266618592398014,5.956428092282341,-0.9626589911083087,0,1.5057658681197381,0.8139724423727268,7.858579993399911,-0.8677828268387751,Double Support,229.32999999999998,42.70768096208106
5.915884249223556,-0.9554227533292802,25.276418268558405,5.915884249223556,-0.9554227533292802,0,1.5539678977132538,0.7941923502526705,7.80536030348746,-0.8489532152164153,Double Support,229.32999999999998,42.70768096208106
5.9100567395218455,-0.9623254249252386,25.277518112740534,5.9100567395218455,-0.9623254249252386,0,1.6014776407103768,0.7773853490125852,7.7955128804966645,-0.864039753317502,Double Support,229.32999999999998,42.70768096208106
5.912156048445418,-0.9564821112624281,25.27714658978461,5.912156048445418,-0.9564821112624281,0,1.6497620391517627,0.7725191567438005,7.800391703332452,-0.8487284225966811,Double Support,229.32999999999998,42.70768096208106
5.931838650970055,-0.9557509986438838,25.272593732453977,5.931838650970055,-0.9557509986438838,0,1.6895440319952888,0.7744520576745417,7.829903145844378,-0.8460452656818878,Double Support,229.32999999999998,42.70768096208106
5.9317882179916674,-0.9552219698399784,25.272822718144393,5.9317882179916674,-0.9552219698399784,0,1.7163666558525457,0.7800617853737943,7.831838792782765,-0.8440499856091246,Double Support,229.32999999999998,42.70768096208106
5.874063421704959,-0.9597838031617616,25.286003241957513,5.874063421704959,-0.9597838031617616,0,1.7381170925385854,0.7874925284081451,7.755115262549158,-0.8533334811519457,Double Support,229.32999999999998,42.70768096208106
5.875417328320553,-0.952463103598451,25.28540373330734,5.875417328320553,-0.952463103598451,0,1.7603940610508453,0.7958335901036111,7.7547521844951754,-0.8355908794673481,Double Support,229.32999999999998,42.70768096208106
5.903412873644053,-0.9514622723621821,25.27953493731938,5.903412873644053,-0.9514622723621821,0,1.7848452717509355,0.8044142368773101,7.788828450777344,-0.8330691411031199,Double Support,229.32999999999998,42.70768096208106
5.901900385005854,-0.9650662395031571,25.2793176749098,5.901900385005854,-0.9650662395031571,0,1.812618921762887,0.8128309425711842,7.789715649674957,-0.8644299498702269,Double Support,229.32999999999998,42.70768096208106
5.924331924925088,-0.9775088871993838,25.273438321487472,5.924331924925088,-0.9775088871993838,0,1.8434453563101056,0.8209477677566982,7.821491597400739,-0.8931680024127995,Double Support,229.32999999999998,42.70768096208106
5.915416443965972,-0.9797690956280511,25.275491832640586,5.915416443965972,-0.9797690956280511,0,1.8731344648696437,0.8286102728873761,7.808299049896354,-0.8976576899406433,Double Support,229.32999999999998,42.70768096208106
5.900366385490903,-0.9783511943957409,25.279126238318742,5.900366385490903,-0.9783511943957409,0,1.8962852503260343,0.8358080218728217,7.789787392749349,-0.893411785338583,Double Support,229.32999999999998,42.70768096208106
5.8960483068095275,-0.979650009550399,25.280123852812434,5.8960483068095275,-0.979650009550399,0,1.9124933755819944,0.8425474397012451,7.782835330757241,-0.8961613749282074,Double Support,229.32999999999998,42.70768096208106
5.907674159482112,-0.981905389899742,25.277448001825146,5.907674159482112,-0.981905389899742,0,1.9217965145474007,0.8488385012265598,7.797987455351905,-0.9013145976474424,Double Support,229.32999999999998,42.70768096208106
5.917570846211317,-0.9824442656513905,25.27496974387412,5.917570846211317,-0.9824442656513905,0,1.9270988085875622,0.8546859183420508,7.811680938079794,-0.9023995283921161,Double Support,229.32999999999998,42.70768096208106
5.92966926916662,-0.9872284402763567,25.271903601232676,5.92966926916662,-0.9872284402763567,0,1.9373327925733534,0.8601154680918476,7.826687079018212,-0.9135345492542595,Double Support,229.32999999999998,42.70768096208106
5.976259349538271,-0.9858524363101964,25.26087422215987,5.976259349538271,-0.9858524363101964,0,1.9569380584439806,0.8651707067124423,7.886102371141474,-0.9100103283323776,Double Support,229.32999999999998,42.70768096208106
5.953251179023885,-0.9829784798494668,25.266583402149408,5.953251179023885,-0.9829784798494668,0,1.9798322446400125,0.8698160237361382,7.8562435992346265,-0.9024959516503465,Double Support,229.32999999999998,42.70768096208106
