Time,Joint States
1729576386.2996192,"(-0.009203884716796876, -0.5062136594238281, 0.6445866697606254, -0.03528155808105469, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6427379493896485, 0.05371555581338545, 0.7857818450415243, 0.5463639391304349, 0.03683352398632145, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.3076193,"(-0.009203884716796876, -0.5138835633544923, 0.6445866697606254, -0.03528155808105469, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.003069460332193454, 1.0865889575964829, -0.08897088559570313, 0.7919207657059112, -0.6427379493896485, 0.05371555581338545, 0.7857818450415243, 0.5463639391304349, 0.03683352398632145, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.7992039895751953)"
1729576386.3156207,"(-0.010737865502929688, -0.5200194864990235, 0.6430519395945286, -0.03528155808105469, -0.7915340856445313, -0.5522330830078125, -0.05062136594238282, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6427379493896485, 0.05371555581338545, 0.7857818450415243, 0.5463639391304349, 0.03683352398632145, -0.003067961572265625, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.3236215,"(-0.0122718462890625, -0.5246214288574219, 0.6430519395945286, -0.03528155808105469, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7919207657059112, -0.6412039686035157, 0.05371555581338545, 0.7857818450415243, 0.5463639391304349, 0.03836825415241817, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.3316216,"(-0.0122718462890625, -0.5322913327880859, 0.6430519395945286, -0.03528155808105469, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6412039686035157, 0.05371555581338545, 0.7873165752076209, 0.5463639391304349, 0.03836825415241817, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.3396196,"(-0.013805827075195313, -0.5384272559326172, 0.6415172094284319, -0.03528155808105469, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6412039686035157, 0.05371555581338545, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.3476193,"(-0.015339807861328126, -0.5460971598632813, 0.6415172094284319, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6412039686035157, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.355619,"(-0.015339807861328126, -0.5537670637939454, 0.6415172094284319, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6412039686035157, 0.05371555581338545, 0.7857818450415243, 0.5463639391304349, 0.03836825415241817, -0.003067961572265625, -1.1090681083740235, 0.08441015913531999, -0.7992039895751953)"
1729576386.3636215,"(-0.01687378864746094, -0.5583690061523437, 0.6415172094284319, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6396699878173828, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.3716185,"(-0.018407769433593752, -0.5660389100830079, 0.6415172094284319, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.09050486638183594, 0.7919207657059112, -0.6396699878173828, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.379629,"(-0.018407769433593752, -0.5706408524414063, 0.6399824792623351, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7919207657059112, -0.6396699878173828, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.7992039895751953)"
1729576386.3876212,"(-0.018407769433593752, -0.5767767755859375, 0.6399824792623351, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6396699878173828, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.39562,"(-0.019941750219726564, -0.5798447371582032, 0.6399824792623351, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7919207657059112, -0.6396699878173828, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.04143771448461163, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.4036176,"(-0.019941750219726564, -0.5829126987304688, 0.6399824792623351, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7919207657059112, -0.6396699878173828, 0.05525028597948217, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.4116194,"(-0.019941750219726564, -0.5875146410888672, 0.6399824792623351, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.09050486638183594, 0.7934554958720078, -0.6396699878173828, 0.056785016145578904, 0.7873165752076209, 0.5463639391304349, 0.04143771448461163, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.4196177,"(-0.018407769433593752, -0.5890486218750001, 0.6399824792623351, -0.036815538867187504, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6366020262451172, 0.056785016145578904, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
1729576386.427618,"(-0.019941750219726564, -0.5905826026611328, 0.6399824792623351, -0.03834951965332031, -0.7915340856445313, -0.5522330830078125, -0.05215534672851563, 0.001534730166096727, 1.0865889575964829, -0.08897088559570313, 0.7934554958720078, -0.6366020262451172, 0.056785016145578904, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1090681083740235, 0.08441015913531999, -0.8007379703613282)"
