Time,Joint States
1729576590.462845,"(0.0, -0.33747577294921877, 0.6599339714215926, -0.042951462011718754, -0.7992039895751953, -0.4647961781982422, -0.07056311616210938, -0.07363107773437501, 1.0497554336101613, -0.06289321223144531, 0.7949902260381047, -0.5997864873779297, 0.05985447647777235, 0.7873165752076209, 0.6092878759404007, 0.05525028597948217, 0.09208380996580362, -1.1780972437500001, 0.11817422278944797, -0.8007379703613282)"
1729576590.470851,"(0.003069460332193454, -0.3313398498046875, 0.6599339714215926, -0.05675728908691407, -0.7992039895751953, -0.466330158984375, -0.08590292402343751, -0.07363107773437501, 1.051290163776258, -0.0613592314453125, 0.7949902260381047, -0.5951845450195313, 0.04604190498290181, 0.7873165752076209, 0.601614225109917, 0.04143771448461163, 0.09054907979970689, -1.1673593782470704, 0.11817422278944797, -0.8007379703613282)"
1729576590.4788473,"(0.006138920664386908, -0.3252039266601563, 0.6630034317537861, -0.07363107773437501, -0.7976700087890626, -0.4724660821289063, -0.09970875109863282, -0.07363107773437501, 1.0574290844406449, -0.0613592314453125, 0.7949902260381047, -0.5890486218750001, 0.033764063654128, 0.7873165752076209, 0.5939405742794334, 0.03069460332193454, 0.09054907979970689, -1.1566215127441406, 0.11817422278944797, -0.7992039895751953)"
1729576590.4868467,"(0.009208380996580362, -0.3175340227294922, 0.669142352418173, -0.08590292402343751, -0.7961360280029297, -0.47860200527343755, -0.11351457817382814, -0.07363107773437501, 1.0697069257694187, -0.0613592314453125, 0.7949902260381047, -0.5829126987304688, 0.023020952491450905, 0.7873165752076209, 0.5862669234489497, 0.018416761993160724, 0.09054907979970689, -1.1443496664550783, 0.11663949262335126, -0.8007379703613282)"
1729576590.4948466,"(0.013812571494870543, -0.31139809958496095, 0.6768160032486567, -0.09970875109863282, -0.794602047216797, -0.4893398707763672, -0.12732040524902344, -0.07363107773437501, 1.0850542274303858, -0.06442719301757813, 0.7949902260381047, -0.5737088140136719, 0.012277841328773817, 0.7873165752076209, 0.578593272618466, 0.006138920664386908, 0.08901434963361016, -1.1351457817382813, 0.11050057195896434, -0.8007379703613282)"
1729576590.502846,"(0.018416761993160724, -0.3052621764404297, 0.6875591144113338, -0.1104466166015625, -0.7915340856445313, -0.5046796786376954, -0.13959225153808594, -0.07669903930664063, 1.1034709894235466, -0.06442719301757813, 0.7934554958720078, -0.5660389100830079, 0.003069460332193454, 0.7873165752076209, 0.5693848916218858, -0.004601942358398438, 0.08747961946751344, -1.1259418970214845, 0.101292190962384, -0.8007379703613282)"
1729576590.5108492,"(0.02148622232535418, -0.2991262532958985, 0.702906416072301, -0.12118448210449219, -0.7884661240722657, -0.5215534672851563, -0.15339807861328125, -0.08130098166503907, 1.1218877514167074, -0.06749515458984376, 0.7934554958720078, -0.5583690061523437, -0.004601942358398438, 0.7857818450415243, 0.5601765106253054, -0.015339807861328126, 0.08747961946751344, -1.1182719930908205, 0.09361854013190035, -0.8007379703613282)"
1729576590.518848,"(0.027625142989741086, -0.2929903301513672, 0.7151842574010747, -0.13499030917968752, -0.7884661240722657, -0.5414952175048828, -0.16720390568847657, -0.08436894323730469, 1.1449087039081585, -0.06749515458984376, 0.7934554958720078, -0.549165121435547, -0.010737865502929688, 0.7873165752076209, 0.550968129628725, -0.026077673364257814, 0.08594488930141672, -1.1106020891601562, 0.09208380996580362, -0.8007379703613282)"
1729576590.5268521,"(0.03069460332193454, -0.28685440700683595, 0.7320662892281389, -0.15033011704101565, -0.7884661240722657, -0.5614369677246094, -0.1825437135498047, -0.08436894323730469, 1.169464386565706, -0.06902913537597656, 0.7934554958720078, -0.5414952175048828, -0.015339807861328126, 0.7873165752076209, 0.5386902882999511, -0.03528155808105469, 0.08441015913531999, -1.1029321852294922, 0.09208380996580362, -0.8007379703613282)"
1729576590.534958,"(0.03529879382022472, -0.2791845030761719, 0.7489483210552028, -0.16720390568847657, -0.7900001048583984, -0.5844466795166016, -0.19788352141113283, -0.08283496245117188, 1.1955547993893503, -0.06902913537597656, 0.7934554958720078, -0.5338253135742188, -0.019941750219726564, 0.7873165752076209, 0.5294819073033707, -0.04448544279785156, 0.08441015913531999, -1.098330242871094, 0.09208380996580362, -0.8007379703613282)"
1729576590.5428488,"(0.039902984318514904, -0.27304857993164067, 0.770434543380557, -0.1825437135498047, -0.7900001048583984, -0.6074563913085937, -0.21322332927246096, -0.07976700087890626, 1.2231799423790914, -0.07056311616210938, 0.7949902260381047, -0.5322913327880859, -0.024543692578125, 0.7873165752076209, 0.5218082564728872, -0.05675728908691407, 0.08441015913531999, -1.0937283005126954, 0.09822273063019053, -0.8007379703613282)"
1729576590.5508473,"(0.04604190498290181, -0.2669126567871094, 0.7919207657059112, -0.19788352141113283, -0.7915340856445313, -0.6320000838867188, -0.22702915634765627, -0.07669903930664063, 1.247735625036639, -0.07209709694824219, 0.7949902260381047, -0.5322913327880859, -0.027611654150390626, 0.7888513053737177, 0.5125998754763068, -0.06596117380371094, 0.08441015913531999, -1.0860583965820314, 0.10896584179286761, -0.8007379703613282)"
1729576590.5588446,"(0.05525028597948217, -0.2592427528564453, 0.8134069880312653, -0.21322332927246096, -0.7961360280029297, -0.6565437764648437, -0.23469906027832033, -0.07363107773437501, 1.2753607680263803, -0.07363107773437501, 0.7949902260381047, -0.5338253135742188, -0.032213596508789064, 0.7888513053737177, 0.5033914944797264, -0.07516505852050782, 0.08287542896922326, -1.0768545118652344, 0.10896584179286761, -0.8007379703613282)"
