Time,Denoised_Gyro_wavelet_x,Denoised_Gyro_wavelet_y,Denoised_Gyro_wavelet_z,Denoised_Gyro_UKF_x,Denoised_Gyro_UKF_y,Denoised_Gyro_UKF_z
1729156181.858739,0.0013258913409276716,0.029980191869740092,0.002278623287900751,0.0040242847722329767,0.038934015535501645,0.0050466579119628381
1729156181.877641,0.00079553480455660285,0.022032170705733354,0.0013671739727404504,0.0027503066271081841,0.031645823639988975,0.0036650155019196575
1729156181.912094,0.0032443062822371674,0.014283527577095089,0.0018845295372993496,0.0035771419269894824,0.024418579529412534,0.0032403528165658195
1729156181.943992,0.0085447797220037907,0.0075058913926019741,0.0036848580911517997,0.0058429188484601224,0.01746728771711252,0.0035447281584879056
1729156181.964115,0.014066359123904939,3.3789190209852424e-05,0.0056164353463873332,0.0092329434882030513,0.010040384496875915,0.004398000503720462
1729156181.978265,0.019082067010893752,-0.0078549926229216742,0.0072010717609906835,0.012939449704754261,0.0027050748768334149,0.0053753038561853029
1729156181.996234,0.023794251988935169,-0.013865331895186683,0.0081518536097526951,0.017128829485421822,-0.0037616416421999369,0.0062914291919843263
1729156182.021249,0.028750013283070176,-0.018110070550738738,0.0091480127804719341,0.021522931531491762,-0.0092774280442365978,0.0073420131054768578
1729156182.048363,0.032362005151744228,-0.021295448836263019,0.0099585533136344918,0.025307159629576831,-0.013813019160351474,0.0081877152875725959
1729156182.07001,0.033039285057831547,-0.024483745991963679,0.0098063425413389797,0.027548889759243255,-0.018012461932503176,0.0085710032021408342
1729156182.087642,0.031317202694173783,-0.028099484531232198,0.0088636359550376097,0.028326225648405173,-0.021923241900899181,0.0084434348321786902
1729156182.109585,0.028581193030131,-0.030694617716255347,0.00659525175740866,0.027852335735689869,-0.025056344091915785,0.0073099529593680952
1729156182.133372,0.025236826985857198,-0.031613162535076185,0.0039571510544451956,0.026350410346952829,-0.027183235672034952,0.0058940164044293192
1729156182.153716,0.021953137174906823,-0.031525754334175642,0.0023742906326671173,0.024329820192758218,-0.028472196311187713,0.004535670603872017
1729156182.168768,0.018493008073219488,-0.030409084259980238,0.0014245743796002701,0.021661717687237379,-0.028686863111717864,0.0033684699638092952
1729156182.185969,0.014927015397089977,-0.028249167000345885,0.00085474462776016205,0.018788364075770624,-0.028015943443163892,0.0024275856851389277
1729156182.209879,0.012361729729950239,-0.025250456398717147,0.0013642268995801604,0.016182543473747854,-0.026387803881917603,0.0022378038872396611
1729156182.232805,0.011461093421859444,-0.020897089668967715,0.0033726765085202856,0.014417460111840868,-0.023622957620586381,0.002917557729353008
1729156182.264433,0.011346401698466999,-0.016156619323807898,0.006280506519732487,0.01309644462539475,-0.020332085642437797,0.004412706819577639
1729156182.281626,0.010213361510776453,-0.01203526693232591,0.0099408098030389497,0.011606073420115513,-0.016827220813701263,0.0067346084245296142
1729156182.299851,0.007405087090851966,-0.00807254028231961,0.013414061957408924,0.0094420436701104712,-0.013136487294510807,0.0092443452395452683
1729156182.317998,0.0044430522545111798,-0.0029279188928126232,0.015923703311492936,0.007289533514447344,-0.0086317405514809015,0.011660504839905834
1729156182.336499,0.0026658313527067076,0.002287304248201727,0.01721664309321233,0.0054270344412635282,-0.0042381664247091357,0.013461890792316031
1729156182.362042,0.0003224286272379296,0.0060549732250033839,0.016502491747126858,0.0031199589273612481,-0.00018655820814852389,0.014107454326328452
1729156182.399323,-0.0023606831924294319,0.0095926447954704716,0.012455635417048304,0.00093451868760413602,0.0037340250927622421,0.012577446744318011
1729156182.426209,-0.0026934800998437538,0.013205162952867836,0.0057706210043808551,-0.00011228501677852188,0.0074931057484983431,0.0092649762098672896
1729156182.452578,-0.0016160880599062524,0.016862589062423362,-0.0024972882578399302,-0.00055847440471886193,0.011229213830520498,0.0040104209201882518
1729156182.486946,9.4572317711327748e-05,0.019695579820349727,-0.011927779460523733,-3.0610403407297184e-05,0.014326748560764178,-0.0026008015195734492
1729156182.509066,0.002185193697936955,0.021608219305836562,-0.019714524489444173,0.00083814417271263074,0.017025706090562552,-0.0090775992689754656
1729156182.53216,0.0045037916797274098,0.02339433808932171,-0.023748036414603386,0.0024231302255351261,0.01933950665637536,-0.014149828164459182
1729156182.560058,0.0078105557453808259,0.024466009359412802,-0.024039693262388761,0.0046540341216470627,0.021051139900667239,-0.017192899864410707
1729156182.588619,0.010220304246234907,0.025534702182929487,-0.01995778675643967,0.0065999419501634911,0.022679591416829806,-0.017125652905710751
1729156182.617818,0.010601928193092277,0.026388762907770515,-0.011761827023132786,0.0077802111721988979,0.023791589327315291,-0.014022241992301857
1729156182.647622,0.010405212499744666,0.026262664250482081,-0.0023745055377973239,0.0086405629095938109,0.024406731460223863,-0.0089616637548452123
1729156182.682315,0.011138563206660164,0.025335624933184961,0.0070890979065622375,0.0096585935662159457,0.024323687036703918,-0.002353560960562778
1729156182.713012,0.011791418661540478,0.023289486127689576,0.015108555311219147,0.010326670711502579,0.023416901939959826,0.0042152079939688659
1729156182.736065,0.010906061750082571,0.021210422721468281,0.019707384723282279,0.010223043292408588,0.022277615883571755,0.0096951636255298863
1729156182.808846,0.0090977774188217321,0.019111604554811444,0.020338232063210001,0.009532739023055254,0.020649222922190246,0.012970144442435962
1729156182.845579,0.0075871167586031973,0.016788088501162257,0.017524065006201395,0.0086849733725096329,0.0188868805100431,0.013972592884750806
1729156182.881178,0.0066807203624720769,0.01432975371531767,0.012430044280299979,0.0078680832813461457,0.016752515113360275,0.012678707828808613
1729156182.910694,0.0059240374940623883,0.010300612475038728,0.0061809563837938921,0.0070262343552135315,0.01366134116568259,0.0097664936125181536
1729156182.944318,0.0061085628652096224,0.006180367485023236,-0.00076117181507499593,0.0068247969175836039,0.010565939322963427,0.0053023040031197457
1729156182.987511,0.0070706582108220261,0.0037082204910139412,-0.0062035189187824233,0.006917568210015471,0.007868773329751869,0.0011333297728044894
1729156183.012515,0.0076479154181894682,0.0022249322946083648,-0.0084047020273518014,0.0071177753361634059,0.0056835034659781184,-0.0021386542295396957
1729156183.044881,0.00820711477334095,0.0013349593767650186,-0.0071712715237212399,0.0074685965636799335,0.0039960615823916561,-0.0032988689920493311
1729156183.08486,0.0087554794171628546,0.00080097562605901116,-0.0043027629142327441,0.0078445903523946675,0.0027388318127686689,-0.0034381794655780765
1729156183.113667,0.0088716531727249803,0.00048058537563540663,-0.00045320744122948802,0.0080584932658278267,0.0018229176622438013,-0.0017776259821479931
1729156183.14964,0.0078771322724071786,0.000288351225381244,0.004836356272806687,0.0076443293740012744,0.0011766996017937327,0.00097873054096799883
1729156183.173526,0.0064290396092924335,0.00017301073522874637,0.0092871646856144859,0.0070240997047839272,0.00073148958908658603,0.0041304458878479132
1729156183.189517,0.0057730290421546017,0.00010380644113724781,0.011319114641106118,0.0065310794897402826,0.00043889375334894788,0.0063977494596630718
1729156183.217875,0.0045280425789478397,0.0011265090183374279,0.010835524368552969,0.0054791856756131047,0.00093635976445929187,0.0076258275456265682
1729156183.245167,0.0027168255473687042,0.0032300457797746467,0.0092683000206349869,0.004322392691616635,0.0019641999590434365,0.0078807363656629211
1729156183.265508,0.0024814754513452853,0.0047050128673679931,0.0066252051660360706,0.0038074681159612849,0.0029449171393949609,0.0070163140841118486
1729156183.284314,0.0034044905473863138,0.0055899931199240019,0.0039751230996216422,0.0037560906488671199,0.0039166792207697499,0.0057876178373877981
1729156183.30165,0.0045968346972039779,0.0061209812714576066,0.0023850738597729852,0.004170270711855854,0.0046269105403598312,0.0045374945035138543
1729156183.321765,0.0059507762792876239,0.0068652642238398011,0.0014310443158637911,0.0048604225018446341,0.0055432182489526553,0.0034292834527374604
1729156183.348559,0.0065502961978067958,0.0092274392718482597,0.00085862658951827461,0.0053123403145192982,0.007234681538036857,0.0024968896047899776
1729156183.369996,0.0052072479030701724,0.011708969454308413,0.0013665560766350279,0.0048110005166693811,0.0088936327200585807,0.0022874364791759406
1729156183.389045,0.0031243487418421033,0.013623577625246538,0.0029483839532911749,0.0039828751753350723,0.010730118789148604,0.0026724223935531161
1729156183.421446,0.0061315098597255783,0.015623722650733477,0.0056002409251329896,0.0058170027977502582,0.012537447129298478,0.0040759721119849306
1729156183.448718,0.033264365187446542,0.014056824266522435,0.012938170937975505,0.02184549529695758,0.012207253305787948,0.0085572361945274612
1729156183.469795,0.18597774308266021,0.02312040168035355,0.030324475820272978,0.11462119207143399,0.019247782957862392,0.019127690568530673
1729156183.486411,0.51577935920779516,0.078789975381171939,0.027559866844328484,0.30479847664656201,0.051977076075869703,0.0171390581737892
1729156183.510312,0.87776384757648929,0.15220658537909396,-0.0066641882430836354,0.53697347605354062,0.092848265207575276,0.0033829211730534228
