Time,Velocity_raw_x,Velocity_raw_y,Velocity_raw_z,Velocity_wavelet_x,Velocity_wavelet_y,Velocity_wavelet_z,Velocity_UKF_x,Velocity_UKF_y,Velocity_UKF_z
1729156182.195656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.205434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.210475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.21846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.226514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.234443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.242431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.250449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.258451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.266372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.274352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.282741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.291407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.298606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.306349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.31461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.322394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.330463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.346487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.354759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.36256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.370459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.386025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.387988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.395006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.40241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.410901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.418676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.42705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.43463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.44283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.450527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.458415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.467711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.474515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.482907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.502431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.503463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.506445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.514403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.522394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.5304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.538523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.546444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.554371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.562414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.571791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.578775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.587279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.594395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.603677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.610443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.618583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.626439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.634443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.64243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.650406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.658379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.66664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.674653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.682643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.690508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.698504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.714587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.722513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.730577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.739406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.755016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.755386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.764582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.770638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.780996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.786447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.795301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.802703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.811002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.818556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.826437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.834469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.842464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.852918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.859117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.868574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.874458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.882408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.890574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.898526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.906406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.914437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.922631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.930876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.93891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.946435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.954465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.963833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.970668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.979739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.986747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156182.994765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.002611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.010984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.020876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.02647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.034751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.042859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.051898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.058914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.067028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.074744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.083143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.090436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.098695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.106793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.114504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.122502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.131059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.13879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.146787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.154627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.162994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.170729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.178486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.186582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.194798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.203064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.210474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.218667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.226456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.234772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.242699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.250967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.259264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.266695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.27441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.282419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.292399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.298396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.30642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.315726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.322799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.330566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.338487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.346624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.354553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.402009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.404041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.406068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.406377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.406658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.448685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.457586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.459381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.461109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.461339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.461553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.490684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.492545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.493254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.493562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.493913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.494308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.498543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.542092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.542458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.542768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.543041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.54331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.587243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.588964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.591741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.5935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.59541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.631997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.633919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.636209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.636925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.638892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.640523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.674012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.676858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.677697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.678009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.679046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.68066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.687087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.726699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.727329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.72763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.727921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.728207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.769983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.770362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.770584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.770807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.771032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.81399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.814299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.814545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.814864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.815148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.815428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.857993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.858717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.859184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.85972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.860278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.861193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.866356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.910426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.912127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.913889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.914423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.915695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.9545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.956349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.958399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.960184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156183.97097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.00245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.002732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.002908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.003075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.003251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.003416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.046515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.047549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.04803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.048204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.048372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.048534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.089964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.090279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.090572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.090869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.091156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.091538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.099188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.143718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.145934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.148565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.149372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.151783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.18704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.18758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.187804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.188013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.188214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.229937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.230207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.230472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.230732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.230937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.231138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.27408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.274826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.275864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.277275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.27972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.281806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729156184.282396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
