Time,Joint States
1729156188.451142,"(-0.3144660611572266, -0.14419419389648439, 0.5939405742794334, 0.22407060425012215, -0.7961360280029297, -0.662679699609375, 0.018416761993160724, 0.004604190498290181, 1.1096099100879335, -0.17487380961914065, 0.7919207657059112, -0.8406214708007813, 0.1534730166096727, 0.7842471148754275, 0.34991847787005376, 0.15500774677576942, 0.001534730166096727, -0.9863496454833985, -0.0015339807861328126, -0.8007379703613282)"
1729156188.451541,"(-0.30986411879882814, -0.14266021311035157, 0.5924058441133366, 0.23020952491450905, -0.7900001048583984, -0.647339891748047, 0.029159873155837814, 0.004604190498290181, 1.0911931480947727, -0.16720390568847657, 0.7919207657059112, -0.8620972018066407, 0.16882031827063998, 0.7857818450415243, 0.3698699700293112, 0.1703550484367367, 0.003069460332193454, -1.015495280419922, 0.003069460332193454, -0.802271951147461)"
1729156188.458391,"(-0.3037281956542969, -0.14112623232421875, 0.5924058441133366, 0.23481371541279925, -0.7900001048583984, -0.6320000838867188, 0.03836825415241817, 0.004604190498290181, 1.0712416559355153, -0.16106798254394533, 0.7919207657059112, -0.8835729328125, 0.18109815959941378, 0.7888513053737177, 0.3913561923546654, 0.19030654059599414, 0.007673650830483635, -1.0431069345703126, 0.009208380996580362, -0.802271951147461)"
1729156188.50198,"(-0.29759227250976567, -0.13959225153808594, 0.5939405742794334, 0.2394179059110894, -0.7915340856445313, -0.6166602760253906, 0.047576635148998535, 0.004604190498290181, 1.0497554336101613, -0.15493205939941407, 0.7934554958720078, -0.9035146830322266, 0.1933760009281876, 0.7888513053737177, 0.41898133534440646, 0.20718857242305813, 0.01074311116267709, -1.0707185887207031, 0.01534730166096727, -0.802271951147461)"
1729156188.502316,"(-0.2914563493652344, -0.13805827075195312, 0.5939405742794334, 0.24248736624328285, -0.7930680664306641, -0.5997864873779297, 0.05525028597948217, 0.003069460332193454, 1.028269211284807, -0.14879613625488283, 0.7919207657059112, -0.9203884716796875, 0.2056538422569614, 0.7888513053737177, 0.4481412085002443, 0.2210011439179287, 0.013812571494870543, -1.098330242871094, 0.023020952491450905, -0.802271951147461)"
1729156188.502599,"(-0.28532042622070314, -0.13499030917968752, 0.5939405742794334, 0.2455568265754763, -0.7930680664306641, -0.5859806603027344, 0.0629239368099658, 0.001534730166096727, 1.0083177191255497, -0.14266021311035157, 0.7919207657059112, -0.9311263371826173, 0.22407060425012215, 0.7888513053737177, 0.4788358118221788, 0.2332789852467025, 0.016882031827064, -1.1274758778076173, 0.03069460332193454, -0.8007379703613282)"
1729156188.502872,"(-0.2807184838623047, -0.1334563283935547, 0.5939405742794334, 0.24862628690766977, -0.7930680664306641, -0.5691068716552735, 0.07213231780654616, -0.0015339807861328126, 0.9883662269662922, -0.14112623232421875, 0.7919207657059112, -0.9372622603271485, 0.24095263607718614, 0.7888513053737177, 0.5079956849780166, 0.2455568265754763, 0.02148622232535418, -1.1566215127441406, 0.03836825415241817, -0.802271951147461)"
1729156188.503139,"(-0.27304857993164067, -0.13192234760742189, 0.5939405742794334, 0.24862628690766977, -0.7915340856445313, -0.5537670637939454, 0.07673650830483635, -0.003067961572265625, 0.9714841951392282, -0.13499030917968752, 0.7934554958720078, -0.9387962411132813, 0.2547652075720567, 0.7888513053737177, 0.5371555581338545, 0.2547652075720567, 0.026090412823644358, -1.1857671476806642, 0.047576635148998535, -0.8007379703613282)"
1729156188.546203,"(-0.2669126567871094, -0.13038836682128907, 0.5939405742794334, 0.24862628690766977, -0.7915340856445313, -0.5368932751464844, 0.08287542896922326, -0.007669903930664063, 0.9546021633121642, -0.13038836682128907, 0.7919207657059112, -0.9341942987548829, 0.2609041282364436, 0.7888513053737177, 0.5709196217879824, 0.25936939807034687, 0.029159873155837814, -1.2133788018310547, 0.05831974631167563, -0.802271951147461)"
1729156188.546807,"(-0.2592427528564453, -0.12732040524902344, 0.5939405742794334, 0.24709155674157304, -0.7900001048583984, -0.5215534672851563, 0.08594488930141672, -0.013805827075195313, 0.9407895918172937, -0.12118448210449219, 0.7919207657059112, -0.924990414038086, 0.2670430489008305, 0.7888513053737177, 0.5985447647777236, 0.26397358856863706, 0.033764063654128, -1.244058417553711, 0.067528127308256, -0.802271951147461)"
1729156188.54762,"(-0.2546408104980469, -0.12578642446289062, 0.5970100346116268, 0.2455568265754763, -0.7915340856445313, -0.5062136594238281, 0.08901434963361016, -0.018407769433593752, 0.9269770203224231, -0.11198059738769532, 0.7919207657059112, -0.9111845869628907, 0.270112509233024, 0.7888513053737177, 0.6277046379335613, 0.2655083187347338, 0.03683352398632145, -1.2732040524902344, 0.07673650830483635, -0.802271951147461)"
1729156188.548539,"(-0.24850488735351564, -0.12425244367675782, 0.6031489552760138, 0.24248736624328285, -0.7915340856445313, -0.49240783234863283, 0.09054907979970689, -0.024543692578125, 0.9146991789936494, -0.10277671267089844, 0.7934554958720078, -0.8912428367431641, 0.27318196956521745, 0.7888513053737177, 0.6614687015876893, 0.2670430489008305, 0.04450717481680508, -1.302349687426758, 0.08594488930141672, -0.802271951147461)"
1729156188.549128,"(-0.24236896420898438, -0.12118448210449219, 0.6092878759404007, 0.23481371541279925, -0.7915340856445313, -0.48013598605957036, 0.09208380996580362, -0.02914563493652344, 0.9070255281631656, -0.09357282795410157, 0.7919207657059112, -0.8666991441650391, 0.27318196956521745, 0.7888513053737177, 0.6906285747435271, 0.26397358856863706, 0.050646095481192, -1.3284273607910158, 0.0966880004640938, -0.802271951147461)"
1729156188.590651,"(-0.23623304106445314, -0.11811652053222657, 0.6184962569369811, 0.2210011439179287, -0.7915340856445313, -0.466330158984375, 0.09054907979970689, -0.03528155808105469, 0.9008866074987787, -0.08130098166503907, 0.7919207657059112, -0.8390874900146484, 0.27318196956521745, 0.7888513053737177, 0.7213231780654616, 0.25783466790425014, 0.05525028597948217, -1.3483691110107423, 0.10589638146067416, -0.8007379703613282)"
1729156188.595181,"(-0.2285631371337891, -0.11658253974609376, 0.6292393680996581, 0.2056538422569614, -0.7900001048583984, -0.45559229348144537, 0.09054907979970689, -0.03988350043945313, 0.8962824170004886, -0.07209709694824219, 0.7919207657059112, -0.8068738935058595, 0.2716472393991207, 0.7888513053737177, 0.7489483210552028, 0.2501610170737665, 0.05831974631167563, -1.3606409572998048, 0.11357003229115781, -0.802271951147461)"
1729156188.597323,"(-0.2193592524169922, -0.11504855895996094, 0.6415172094284319, 0.19184127076209087, -0.7915340856445313, -0.44485442797851565, 0.08901434963361016, -0.04601942358398438, 0.8962824170004886, -0.0613592314453125, 0.7934554958720078, -0.7715923354248048, 0.26397358856863706, 0.7888513053737177, 0.7688998132144602, 0.24095263607718614, 0.0629239368099658, -1.3606409572998048, 0.12124368312164142, -0.802271951147461)"
