"Time,Accel_x,Accel_y,Accel_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w,Gyro_x,Gyro_y,Gyro_z"
"53144,0.00,0.01,1.02,0.0056,-0.0011,-0.0270,0.9996,-0.85,0.18,-1.16"
"53194,0.00,0.01,1.02,0.0066,-0.0012,-0.0270,0.9996,-1.04,0.12,-1.22"
"53244,-0.00,0.01,1.02,0.0057,-0.0010,-0.0270,0.9996,-0.98,0.06,-1.28"
"53294,0.00,0.01,1.03,0.0056,-0.0015,-0.0270,0.9996,-0.91,-0.06,-1.16"
"53344,-0.00,0.01,1.03,0.0060,-0.0014,-0.0270,0.9996,-0.79,0.18,-1.22"
"53394,0.00,0.01,1.02,0.0065,-0.0018,-0.0270,0.9996,-0.61,0.06,-1.10"
"53444,0.00,0.01,1.02,0.0065,-0.0017,-0.0270,0.9996,-0.98,0.06,-1.22"
"53494,0.00,0.01,1.02,0.0060,-0.0014,-0.0270,0.9996,-1.10,0.06,-1.16"
"53544,0.00,0.01,1.02,0.0059,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.40"
"53594,0.00,0.01,1.03,0.0060,-0.0007,-0.0270,0.9996,-0.79,0.00,-1.34"
"53644,0.00,0.01,1.03,0.0062,-0.0017,-0.0270,0.9996,-0.98,0.18,-1.28"
"53694,-0.00,0.01,1.02,0.0067,-0.0009,-0.0270,0.9996,-0.73,0.00,-1.16"
"53744,-0.00,0.01,1.02,0.0062,-0.0004,-0.0270,0.9996,-0.91,0.00,-1.28"
"53794,0.00,0.01,1.02,0.0063,-0.0007,-0.0270,0.9996,-0.91,0.24,-1.22"
"53844,0.00,0.01,1.02,0.0066,-0.0014,-0.0270,0.9996,-1.10,-0.12,-1.28"
"53894,0.00,0.01,1.03,0.0068,-0.0020,-0.0270,0.9996,-1.04,-0.06,-1.22"
"53944,0.00,0.01,1.03,0.0061,-0.0014,-0.0270,0.9996,-0.79,0.18,-1.10"
"53994,0.00,0.01,1.02,0.0068,-0.0014,-0.0270,0.9996,-0.79,0.24,-1.28"
"54044,-0.00,0.01,1.01,0.0058,-0.0015,-0.0270,0.9996,-0.79,0.12,-1.22"
"54094,-0.00,0.01,1.02,0.0058,-0.0006,-0.0270,0.9996,-0.79,0.12,-1.10"
"54144,0.00,0.01,1.02,0.0058,-0.0027,-0.0270,0.9996,-0.98,0.12,-1.28"
"54194,0.00,0.01,1.03,0.0053,-0.0013,-0.0270,0.9996,-0.91,0.06,-1.22"
"54244,0.01,0.01,1.02,0.0057,-0.0014,-0.0270,0.9996,-0.73,0.12,-1.34"
"54294,0.00,0.01,1.02,0.0062,-0.0012,-0.0270,0.9996,-0.91,0.00,-1.22"
"54344,0.01,0.01,1.02,0.0059,-0.0010,-0.0270,0.9996,-1.04,0.12,-1.28"
"54394,0.00,0.01,1.03,0.0060,-0.0021,-0.0270,0.9996,-0.91,-0.06,-1.22"
"54444,0.00,0.01,1.03,0.0062,-0.0010,-0.0270,0.9996,-1.10,0.12,-1.28"
"54494,0.01,0.01,1.02,0.0058,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.28"
"54544,0.00,0.01,1.02,0.0067,-0.0020,-0.0270,0.9996,-0.98,0.12,-1.10"
"54594,0.00,0.01,1.02,0.0061,-0.0009,-0.0270,0.9996,-0.98,0.24,-1.22"
"54644,0.00,0.01,1.02,0.0065,-0.0011,-0.0270,0.9996,-0.91,0.12,-1.16"
"54694,0.00,0.01,1.02,0.0071,-0.0018,-0.0270,0.9996,-0.79,0.18,-1.16"
"54744,0.00,0.01,1.02,0.0068,-0.0016,-0.0270,0.9996,-0.98,0.12,-1.22"
"54794,0.00,0.01,1.02,0.0065,-0.0018,-0.0270,0.9996,-0.79,0.18,-1.22"
"54844,-0.00,0.01,1.02,0.0062,-0.0012,-0.0270,0.9996,-0.79,0.12,-1.22"
"54894,0.00,0.01,1.02,0.0057,-0.0006,-0.0270,0.9996,-0.91,0.24,-1.16"
"54944,0.00,0.01,1.02,0.0058,-0.0003,-0.0270,0.9996,-0.98,0.12,-1.16"
"54994,0.00,0.01,1.02,0.0056,-0.0005,-0.0270,0.9996,-0.85,0.24,-1.04"
"55044,0.00,0.01,1.02,0.0057,-0.0010,-0.0270,0.9996,-0.91,0.06,-1.22"
"55094,0.00,0.01,1.02,0.0051,-0.0018,-0.0270,0.9996,-0.85,0.24,-1.16"
"55144,-0.00,0.01,1.02,0.0061,-0.0011,-0.0270,0.9996,-0.85,0.18,-1.34"
"55194,0.00,0.01,1.02,0.0055,-0.0004,-0.0270,0.9996,-0.98,0.06,-1.34"
"55244,0.00,0.01,1.02,0.0062,-0.0010,-0.0270,0.9996,-1.04,0.06,-1.22"
"55294,-0.00,0.01,1.02,0.0047,-0.0002,-0.0270,0.9996,-0.91,0.18,-1.28"
"55344,0.00,0.01,1.02,0.0060,-0.0001,-0.0270,0.9996,-0.91,0.18,-1.10"
"55394,0.00,0.01,1.02,0.0066,-0.0008,-0.0270,0.9996,-0.85,0.30,-1.04"
"55444,-0.00,0.01,1.02,0.0059,-0.0003,-0.0270,0.9996,-0.91,0.12,-1.22"
"55494,0.00,0.01,1.02,0.0059,-0.0017,-0.0270,0.9996,-0.91,0.06,-1.28"
"55544,0.00,0.01,1.02,0.0065,-0.0018,-0.0270,0.9996,-0.85,0.24,-1.28"
"55594,0.00,0.01,1.03,0.0056,-0.0004,-0.0270,0.9996,-0.85,0.18,-1.22"
"55644,0.00,0.01,1.03,0.0065,-0.0015,-0.0270,0.9996,-0.98,0.12,-1.16"
"55694,0.00,0.01,1.02,0.0063,-0.0012,-0.0270,0.9996,-0.85,0.06,-1.40"
"55744,0.00,0.01,1.02,0.0060,-0.0012,-0.0270,0.9996,-0.85,0.06,-1.16"
"55794,0.00,0.01,1.02,0.0067,-0.0021,-0.0270,0.9996,-1.04,0.12,-1.10"
"55844,0.00,0.01,1.02,0.0065,-0.0021,-0.0270,0.9996,-1.04,0.00,-1.28"
"55894,0.00,0.01,1.02,0.0059,-0.0010,-0.0270,0.9996,-0.67,0.12,-1.04"
"55944,0.00,0.01,1.02,0.0061,-0.0015,-0.0270,0.9996,-0.91,0.18,-1.16"
"55994,0.00,0.01,1.02,0.0060,-0.0006,-0.0270,0.9996,-0.91,0.12,-1.16"
"56044,0.00,0.01,1.02,0.0061,-0.0011,-0.0270,0.9996,-0.85,0.12,-1.28"
"56094,0.00,0.01,1.02,0.0063,-0.0008,-0.0270,0.9996,-0.98,0.06,-1.10"
"56144,0.00,0.01,1.02,0.0060,-0.0011,-0.0270,0.9996,-0.98,0.06,-1.16"
"56194,0.00,0.01,1.02,0.0066,-0.0007,-0.0270,0.9996,-0.79,0.12,-1.10"
"56244,0.00,0.01,1.02,0.0052,-0.0013,-0.0270,0.9996,-0.91,0.18,-1.22"
"56294,0.00,0.01,1.02,0.0068,-0.0018,-0.0270,0.9996,-1.22,0.18,-1.10"
"56344,0.00,0.02,1.02,0.0077,-0.0017,-0.0270,0.9996,-0.91,0.06,-1.28"
"56394,0.00,0.02,1.02,0.0069,-0.0009,-0.0270,0.9996,-0.85,0.24,-1.34"
"56444,0.00,0.01,1.02,0.0066,-0.0011,-0.0270,0.9996,-0.91,0.12,-1.34"
"56494,0.00,0.01,1.02,0.0058,-0.0016,-0.0270,0.9996,-1.04,0.12,-1.04"
"56544,0.00,0.01,1.02,0.0066,-0.0023,-0.0270,0.9996,-0.73,0.06,-1.16"
"56594,0.00,0.02,1.02,0.0067,-0.0015,-0.0270,0.9996,-0.79,0.18,-1.22"
"56644,0.00,0.01,1.02,0.0062,-0.0008,-0.0270,0.9996,-0.98,0.00,-1.22"
"56694,0.00,0.01,1.02,0.0069,-0.0006,-0.0270,0.9996,-0.79,0.12,-1.28"
"56744,0.00,0.01,1.02,0.0069,-0.0003,-0.0270,0.9996,-0.79,-0.06,-1.28"
"56794,-0.00,0.01,1.02,0.0057,-0.0005,-0.0270,0.9996,-0.98,0.18,-1.16"
"56844,0.00,0.01,1.02,0.0060,-0.0027,-0.0270,0.9996,-0.79,-0.06,-1.22"
"56894,0.01,0.01,1.02,0.0062,-0.0025,-0.0270,0.9996,-0.85,0.12,-1.22"
"56944,0.00,0.01,1.02,0.0062,-0.0003,-0.0270,0.9996,-0.91,0.12,-1.34"
"56994,0.00,0.01,1.02,0.0056,-0.0015,-0.0270,0.9996,-0.85,0.12,-1.10"
"57044,0.00,0.01,1.03,0.0066,-0.0020,-0.0270,0.9996,-0.79,0.06,-1.16"
"57094,0.00,0.01,1.02,0.0066,-0.0007,-0.0270,0.9996,-0.79,0.06,-1.28"
"57144,0.00,0.01,1.02,0.0055,-0.0007,-0.0270,0.9996,-0.91,0.18,-1.16"
"57194,0.01,0.01,1.03,0.0069,-0.0016,-0.0270,0.9996,-0.91,0.12,-1.28"
"57244,0.00,0.02,1.02,0.0065,-0.0007,-0.0270,0.9996,-0.61,0.12,-1.28"
"57294,0.00,0.01,1.02,0.0064,-0.0012,-0.0270,0.9996,-0.85,0.06,-1.22"
"57344,0.00,0.01,1.02,0.0062,-0.0021,-0.0270,0.9996,-0.85,0.00,-1.10"
"57394,0.00,0.01,1.02,0.0063,-0.0019,-0.0270,0.9996,-0.98,0.18,-1.16"
"57444,0.00,0.01,1.02,0.0070,-0.0013,-0.0270,0.9996,-0.85,0.12,-1.22"
"57494,0.00,0.01,1.02,0.0060,-0.0014,-0.0270,0.9996,-0.98,0.06,-1.28"
"57544,0.01,0.02,1.02,0.0067,-0.0004,-0.0270,0.9996,-0.85,-0.12,-1.16"
"57594,0.00,0.01,1.03,0.0065,-0.0014,-0.0270,0.9996,-0.85,0.06,-1.28"
"57644,0.00,0.01,1.02,0.0066,-0.0016,-0.0270,0.9996,-0.91,0.12,-1.16"
"57694,0.00,0.01,1.02,0.0067,-0.0004,-0.0270,0.9996,-0.67,0.12,-1.28"
"57744,0.00,0.01,1.02,0.0065,-0.0017,-0.0270,0.9996,-0.98,0.24,-1.10"
"57794,0.01,0.01,1.02,0.0068,-0.0020,-0.0270,0.9996,-0.98,0.06,-1.22"
"57844,0.00,0.01,1.02,0.0061,-0.0020,-0.0270,0.9996,-0.91,0.06,-1.16"
"57894,0.00,0.01,1.02,0.0064,-0.0017,-0.0270,0.9996,-0.85,0.24,-1.22"
"57944,0.00,0.01,1.02,0.0059,-0.0008,-0.0270,0.9996,-0.85,0.00,-1.16"
"57994,0.00,0.01,1.02,0.0058,-0.0008,-0.0270,0.9996,-0.91,0.12,-1.16"
"58044,0.00,0.01,1.02,0.0064,-0.0018,-0.0270,0.9996,-0.79,-0.06,-1.22"
"58094,0.00,0.01,1.02,0.0063,-0.0021,-0.0270,0.9996,-0.85,0.12,-1.28"
"58144,0.00,0.01,1.02,0.0070,-0.0007,-0.0270,0.9996,-1.10,0.24,-1.22"
"58194,0.00,0.01,1.02,0.0058,-0.0018,-0.0270,0.9996,-0.85,0.00,-1.16"
"58244,0.01,0.01,1.02,0.0059,-0.0022,-0.0270,0.9996,-0.91,-0.06,-1.22"
"58294,0.00,0.02,1.03,0.0072,-0.0016,-0.0270,0.9996,-0.91,0.18,-1.22"
"58344,0.00,0.02,1.02,0.0071,-0.0021,-0.0270,0.9996,-1.04,0.12,-1.22"
"58394,0.01,0.02,1.03,0.0074,-0.0026,-0.0270,0.9996,-0.79,0.06,-1.22"
"58444,0.00,0.02,1.02,0.0074,-0.0023,-0.0270,0.9996,-0.98,0.00,-1.10"
"58494,0.00,0.02,1.03,0.0074,-0.0018,-0.0270,0.9996,-0.79,0.06,-1.22"
"58544,0.00,0.01,1.02,0.0050,-0.0008,-0.0270,0.9996,-0.85,0.12,-1.16"
"58594,0.00,0.01,1.02,0.0068,-0.0012,-0.0270,0.9996,-0.79,0.12,-1.28"
"58644,0.00,0.01,1.02,0.0057,-0.0009,-0.0270,0.9996,-0.85,0.18,-1.10"
"58694,0.00,0.01,1.02,0.0055,-0.0012,-0.0270,0.9996,-0.85,0.00,-1.22"
"58744,0.00,0.01,1.02,0.0067,-0.0014,-0.0270,0.9996,-0.85,0.18,-1.04"
"58794,0.00,0.01,1.02,0.0074,-0.0018,-0.0270,0.9996,-0.91,0.12,-1.22"
"58844,0.00,0.01,1.02,0.0060,-0.0014,-0.0270,0.9996,-0.79,0.12,-1.22"
"58894,0.00,0.01,1.03,0.0052,-0.0004,-0.0270,0.9996,-0.79,0.12,-1.10"
"58944,0.00,0.01,1.02,0.0067,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.16"
"58994,0.00,0.01,1.02,0.0065,-0.0005,-0.0270,0.9996,-0.85,0.30,-1.22"
"59044,-0.00,0.02,1.02,0.0070,-0.0005,-0.0270,0.9996,-0.98,0.06,-1.22"
"59094,-0.00,0.01,1.02,0.0062,-0.0006,-0.0270,0.9996,-0.91,0.00,-1.16"
"59144,0.00,0.02,1.02,0.0068,-0.0015,-0.0270,0.9996,-0.73,0.00,-1.28"
"59194,0.00,0.01,1.03,0.0061,-0.0011,-0.0270,0.9996,-0.73,0.18,-1.10"
"59244,0.00,0.01,1.02,0.0059,-0.0009,-0.0270,0.9996,-0.85,0.12,-1.28"
"59294,0.00,0.01,1.02,0.0064,-0.0008,-0.0270,0.9996,-0.91,0.06,-1.28"
"59344,-0.00,0.01,1.02,0.0056,-0.0006,-0.0270,0.9996,-0.85,0.12,-1.16"
"59394,0.00,0.01,1.02,0.0055,-0.0014,-0.0270,0.9996,-0.85,0.06,-1.16"
"59444,0.00,0.01,1.03,0.0064,-0.0004,-0.0270,0.9996,-0.79,0.06,-1.16"
"59494,0.00,0.01,1.02,0.0059,-0.0004,-0.0270,0.9996,-0.85,0.12,-1.16"
"59544,0.01,0.01,1.03,0.0050,-0.0016,-0.0270,0.9996,-0.85,0.12,-1.22"
"59594,0.00,0.01,1.02,0.0060,-0.0005,-0.0270,0.9996,-0.79,0.06,-1.22"
"59644,0.00,0.01,1.02,0.0055,-0.0005,-0.0270,0.9996,-0.98,0.12,-1.04"
"59694,-0.00,0.01,1.02,0.0061,-0.0007,-0.0270,0.9996,-0.91,0.12,-1.28"
"59744,-0.00,0.01,1.02,0.0061,-0.0006,-0.0270,0.9996,-0.85,0.06,-1.22"
"59794,0.01,0.01,1.02,0.0064,-0.0017,-0.0270,0.9996,-0.98,0.06,-1.34"
"59844,0.00,0.01,1.02,0.0051,-0.0012,-0.0270,0.9996,-0.85,0.18,-1.16"
"59894,-0.00,0.01,1.02,0.0060,-0.0007,-0.0270,0.9996,-1.04,0.18,-1.28"
"59944,-0.00,0.01,1.03,0.0061,0.0005,-0.0271,0.9996,-0.79,0.24,-1.16"
"59994,0.00,0.01,1.02,0.0062,-0.0012,-0.0270,0.9996,-0.85,0.06,-1.10"
"60044,0.00,0.02,1.02,0.0071,-0.0010,-0.0270,0.9996,-0.91,0.00,-1.22"
"60094,0.00,0.01,1.02,0.0056,-0.0012,-0.0270,0.9996,-0.91,0.00,-1.22"
"60144,0.00,0.01,1.02,0.0067,-0.0016,-0.0270,0.9996,-0.79,0.00,-1.16"
"60194,0.00,0.01,1.02,0.0067,-0.0010,-0.0270,0.9996,-0.85,0.12,-1.34"
"60244,0.00,0.01,1.02,0.0062,-0.0015,-0.0270,0.9996,-1.04,0.18,-1.22"
"60294,0.00,0.01,1.03,0.0057,-0.0010,-0.0270,0.9996,-0.98,0.06,-1.22"
"60344,0.00,0.01,1.02,0.0056,-0.0012,-0.0270,0.9996,-0.91,0.18,-1.28"
"60394,0.00,0.01,1.02,0.0050,-0.0002,-0.0270,0.9996,-0.73,0.18,-1.16"
"60444,0.01,0.01,1.02,0.0060,-0.0017,-0.0270,0.9996,-0.79,0.12,-1.28"
"60494,0.00,0.01,1.02,0.0057,-0.0006,-0.0270,0.9996,-1.04,0.12,-1.22"
"60544,0.00,0.01,1.02,0.0057,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.28"
"60594,0.00,0.01,1.02,0.0061,-0.0011,-0.0270,0.9996,-0.98,0.12,-1.22"
"60644,0.00,0.01,1.02,0.0064,-0.0013,-0.0270,0.9996,-0.85,-0.06,-1.16"
"60694,-0.00,0.01,1.02,0.0058,0.0002,-0.0271,0.9996,-0.91,0.30,-1.28"
"60744,0.00,0.01,1.02,0.0059,-0.0005,-0.0270,0.9996,-0.85,0.00,-1.34"
"60794,-0.00,0.01,1.02,0.0052,-0.0002,-0.0270,0.9996,-0.91,-0.06,-1.28"
"60844,0.00,0.01,1.02,0.0060,-0.0006,-0.0270,0.9996,-0.98,0.00,-1.34"
"60894,0.00,0.01,1.02,0.0069,-0.0009,-0.0270,0.9996,-0.91,0.12,-1.16"
"60944,0.00,0.01,1.03,0.0069,-0.0017,-0.0270,0.9996,-0.79,0.06,-1.28"
"60994,0.00,0.01,1.03,0.0063,-0.0014,-0.0270,0.9996,-0.67,0.06,-1.16"
"61044,0.00,0.02,1.02,0.0067,-0.0012,-0.0270,0.9996,-0.79,0.06,-1.34"
"61094,-0.00,0.00,1.03,0.0061,-0.0009,-0.0270,0.9996,-0.79,0.00,-1.34"
"61144,0.00,0.01,1.02,0.0055,-0.0006,-0.0270,0.9996,-0.73,0.12,-1.10"
"61194,0.00,0.01,1.02,0.0059,-0.0011,-0.0270,0.9996,-0.85,0.24,-1.22"
"61244,0.00,0.01,1.02,0.0058,-0.0015,-0.0270,0.9996,-0.91,0.12,-1.40"
"61294,0.00,0.01,1.02,0.0056,-0.0019,-0.0270,0.9996,-0.85,-0.06,-1.28"
"61344,0.00,0.02,1.02,0.0060,-0.0016,-0.0270,0.9996,-0.85,0.00,-1.34"
"61394,0.00,0.01,1.02,0.0061,-0.0012,-0.0270,0.9996,-0.98,0.06,-1.22"
"61444,0.00,0.01,1.03,0.0053,-0.0024,-0.0270,0.9996,-0.73,0.12,-1.22"
"61494,0.00,0.01,1.02,0.0059,-0.0003,-0.0270,0.9996,-0.98,0.24,-1.22"
"61544,0.00,0.01,1.02,0.0057,-0.0012,-0.0270,0.9996,-0.85,0.06,-1.28"
"61594,-0.00,0.02,1.02,0.0066,-0.0015,-0.0270,0.9996,-0.79,0.12,-1.16"
"61644,-0.00,0.02,1.02,0.0065,-0.0009,-0.0270,0.9996,-0.79,0.12,-1.16"
"61694,0.00,0.01,1.02,0.0058,-0.0014,-0.0270,0.9996,-0.61,0.24,-0.98"
"61744,0.00,0.01,1.02,0.0056,-0.0008,-0.0270,0.9996,-0.98,0.00,-1.28"
"61794,0.00,0.02,1.02,0.0067,-0.0009,-0.0270,0.9996,-0.73,0.12,-1.16"
"61844,0.00,0.01,1.02,0.0062,-0.0018,-0.0270,0.9996,-0.73,0.06,-1.10"
"61894,-0.00,0.01,1.02,0.0059,0.0000,-0.0271,0.9996,-0.91,0.06,-1.28"
"61944,0.00,0.01,1.02,0.0053,-0.0011,-0.0270,0.9996,-0.98,0.06,-1.22"
"61994,0.00,0.01,1.03,0.0062,-0.0011,-0.0270,0.9996,-0.98,0.18,-1.16"
"62044,0.00,0.01,1.03,0.0066,-0.0018,-0.0270,0.9996,-0.91,0.06,-1.22"
"62094,-0.00,0.01,1.02,0.0061,0.0002,-0.0271,0.9996,-0.73,0.37,-1.22"
"62144,0.00,0.02,1.02,0.0078,-0.0007,-0.0270,0.9996,-0.98,0.06,-1.16"
"62194,0.00,0.01,1.03,0.0062,-0.0011,-0.0270,0.9996,-0.79,0.06,-1.28"
"62244,0.00,0.01,1.02,0.0059,-0.0003,-0.0270,0.9996,-0.98,0.24,-1.28"
"62294,0.01,0.01,1.02,0.0052,-0.0019,-0.0270,0.9996,-0.79,0.12,-1.28"
"62344,0.00,0.01,1.02,0.0056,-0.0014,-0.0270,0.9996,-0.85,0.12,-1.10"
"62394,0.00,0.02,1.02,0.0071,-0.0014,-0.0270,0.9996,-0.98,0.00,-1.10"
"62444,0.00,0.01,1.02,0.0075,-0.0011,-0.0270,0.9996,-0.79,0.06,-1.16"
"62494,0.00,0.01,1.02,0.0069,-0.0013,-0.0270,0.9996,-0.85,0.06,-1.28"
"62544,0.00,0.02,1.02,0.0062,-0.0011,-0.0270,0.9996,-1.04,0.12,-1.22"
"62594,0.00,0.01,1.02,0.0067,-0.0014,-0.0270,0.9996,-0.85,0.00,-1.22"
"62644,0.00,0.01,1.02,0.0066,-0.0014,-0.0270,0.9996,-0.79,0.06,-1.28"
"62694,0.00,0.01,1.02,0.0065,-0.0026,-0.0270,0.9996,-0.79,0.06,-1.34"
"62744,0.00,0.01,1.02,0.0068,-0.0013,-0.0270,0.9996,-1.04,0.18,-1.22"
"62794,0.01,0.01,1.02,0.0055,-0.0015,-0.0270,0.9996,-0.85,0.00,-1.16"
"62844,0.00,0.01,1.03,0.0055,-0.0016,-0.0270,0.9996,-0.85,0.06,-1.04"
"62894,0.00,0.01,1.02,0.0061,-0.0012,-0.0270,0.9996,-0.98,0.06,-1.28"
"62944,0.00,0.01,1.02,0.0070,-0.0014,-0.0270,0.9996,-0.91,0.12,-1.04"
"62994,0.00,0.01,1.02,0.0065,-0.0022,-0.0270,0.9996,-0.79,0.00,-1.28"
"63044,0.01,0.01,1.02,0.0057,-0.0013,-0.0270,0.9996,-0.85,0.18,-1.22"
"63094,0.00,0.01,1.02,0.0061,-0.0005,-0.0270,0.9996,-0.79,0.24,-1.16"
"63144,0.00,0.01,1.03,0.0061,-0.0012,-0.0270,0.9996,-0.73,0.00,-1.34"
"63194,0.00,0.01,1.02,0.0059,-0.0010,-0.0270,0.9996,-0.98,-0.06,-1.16"
"63244,0.00,0.01,1.03,0.0068,-0.0007,-0.0270,0.9996,-0.91,0.00,-1.10"
"63294,0.00,0.01,1.02,0.0070,-0.0009,-0.0270,0.9996,-0.91,0.18,-1.28"
"63344,0.00,0.01,1.03,0.0064,-0.0013,-0.0270,0.9996,-0.98,0.06,-1.34"
"63394,0.00,0.01,1.02,0.0068,-0.0015,-0.0270,0.9996,-1.04,0.12,-1.16"
"63444,0.00,0.01,1.02,0.0061,-0.0015,-0.0270,0.9996,-0.79,0.06,-1.16"
"63494,-0.00,0.02,1.02,0.0074,-0.0012,-0.0270,0.9996,-0.98,0.00,-1.34"
"63544,0.00,0.01,1.02,0.0067,-0.0010,-0.0270,0.9996,-0.98,0.12,-1.28"
"63594,0.00,0.01,1.03,0.0058,-0.0013,-0.0270,0.9996,-0.85,0.12,-1.22"
"63644,0.00,0.01,1.02,0.0065,-0.0007,-0.0270,0.9996,-0.73,0.18,-1.22"
"63694,0.00,0.01,1.02,0.0056,-0.0009,-0.0270,0.9996,-0.91,0.18,-1.22"
"63744,-0.00,0.01,1.02,0.0062,-0.0008,-0.0270,0.9996,-0.85,0.24,-1.10"
"63794,0.00,0.01,1.02,0.0058,-0.0006,-0.0270,0.9996,-0.98,0.00,-1.10"
"63844,0.00,0.01,1.02,0.0067,-0.0009,-0.0270,0.9996,-0.85,0.06,-1.28"
"63894,0.00,0.01,1.02,0.0061,-0.0008,-0.0270,0.9996,-0.79,-0.06,-1.28"
"63944,-0.00,0.01,1.02,0.0070,-0.0009,-0.0270,0.9996,-0.91,0.24,-1.22"
"63994,0.00,0.01,1.02,0.0061,-0.0020,-0.0270,0.9996,-0.91,0.12,-1.22"
"64044,0.00,0.01,1.02,0.0057,-0.0006,-0.0270,0.9996,-0.91,0.12,-1.16"
"64094,0.00,0.02,1.03,0.0062,-0.0011,-0.0270,0.9996,-0.73,-0.06,-1.22"
"64144,0.00,0.02,1.02,0.0067,-0.0009,-0.0270,0.9996,-0.79,0.12,-1.16"
"64194,0.00,0.01,1.02,0.0067,-0.0013,-0.0270,0.9996,-0.91,0.12,-1.16"
"64244,-0.00,0.01,1.02,0.0066,-0.0002,-0.0270,0.9996,-0.91,0.12,-1.28"
"64294,0.00,0.01,1.02,0.0055,-0.0009,-0.0270,0.9996,-0.85,0.00,-1.22"
"64344,0.00,0.01,1.02,0.0066,-0.0014,-0.0270,0.9996,-0.91,0.12,-1.28"
"64394,-0.00,0.02,1.02,0.0067,-0.0008,-0.0270,0.9996,-0.91,0.12,-1.28"
"64444,0.00,0.01,1.02,0.0070,-0.0006,-0.0270,0.9996,-0.79,0.24,-1.16"
"64494,0.01,0.01,1.03,0.0055,-0.0011,-0.0270,0.9996,-0.79,0.12,-1.22"
"64544,-0.00,0.01,1.02,0.0062,-0.0010,-0.0270,0.9996,-0.98,0.06,-1.22"
"64594,0.00,0.01,1.02,0.0069,-0.0016,-0.0270,0.9996,-0.85,0.00,-1.10"
"64644,-0.00,0.01,1.03,0.0061,0.0002,-0.0270,0.9996,-0.85,0.18,-1.22"
"64694,0.00,0.01,1.02,0.0056,-0.0014,-0.0270,0.9996,-0.91,0.12,-1.10"
"64744,0.00,0.02,1.02,0.0074,-0.0011,-0.0270,0.9996,-0.73,0.12,-1.34"
"64794,0.00,0.01,1.02,0.0062,-0.0008,-0.0270,0.9996,-0.85,0.12,-1.10"
"64844,0.00,0.01,1.02,0.0057,-0.0014,-0.0270,0.9996,-0.85,0.00,-1.16"
"64894,0.00,0.01,1.03,0.0060,-0.0022,-0.0270,0.9996,-0.91,0.06,-1.16"
"64944,0.00,0.01,1.02,0.0068,-0.0006,-0.0270,0.9996,-0.67,0.12,-1.04"
"64994,0.00,0.02,1.02,0.0069,-0.0008,-0.0270,0.9996,-0.85,0.06,-1.34"
"65044,0.01,0.01,1.02,0.0063,-0.0017,-0.0270,0.9996,-0.67,0.06,-1.04"
"65094,0.00,0.01,1.02,0.0067,-0.0008,-0.0270,0.9996,-0.85,0.06,-1.16"
"65144,0.00,0.01,1.02,0.0063,-0.0018,-0.0270,0.9996,-0.79,0.06,-1.34"
"65194,0.00,0.01,1.02,0.0062,-0.0005,-0.0270,0.9996,-0.85,0.18,-1.22"
"65244,0.01,0.01,1.02,0.0059,-0.0020,-0.0270,0.9996,-0.91,0.12,-1.22"
"65294,0.00,0.01,1.03,0.0062,-0.0011,-0.0270,0.9996,-0.98,0.18,-1.16"
"65344,0.00,0.02,1.02,0.0069,-0.0021,-0.0270,0.9996,-0.79,0.24,-1.22"
"65394,0.00,0.01,1.02,0.0056,-0.0021,-0.0270,0.9996,-0.98,0.12,-1.34"
"65444,0.00,0.02,1.02,0.0072,-0.0011,-0.0270,0.9996,-0.85,0.06,-1.28"
"65494,0.00,0.01,1.03,0.0056,-0.0021,-0.0270,0.9996,-0.73,0.18,-1.16"
"65544,0.00,0.01,1.02,0.0051,-0.0010,-0.0270,0.9996,-0.91,0.18,-1.22"
"65594,0.00,0.01,1.03,0.0057,-0.0007,-0.0270,0.9996,-0.73,0.12,-1.22"
"65644,0.00,0.01,1.02,0.0065,-0.0013,-0.0270,0.9996,-0.85,0.12,-1.28"
"65694,0.00,0.01,1.02,0.0068,-0.0012,-0.0270,0.9996,-0.91,0.12,-1.28"
"65744,0.00,0.01,1.03,0.0056,-0.0011,-0.0270,0.9996,-0.85,0.06,-1.10"
"65794,0.00,0.02,1.02,0.0062,-0.0015,-0.0270,0.9996,-0.85,0.18,-1.10"
"65844,0.01,0.01,1.02,0.0059,-0.0018,-0.0270,0.9996,-0.91,0.12,-1.28"
"65894,-0.00,0.01,1.02,0.0065,-0.0010,-0.0270,0.9996,-0.85,0.06,-1.16"
"65944,-0.00,0.01,1.02,0.0061,-0.0015,-0.0270,0.9996,-0.85,0.06,-1.16"
"65994,0.00,0.02,1.02,0.0071,-0.0006,-0.0270,0.9996,-0.85,0.12,-1.16"
"66044,0.00,0.01,1.02,0.0068,-0.0011,-0.0270,0.9996,-0.73,0.06,-1.28"
"66094,0.00,0.01,1.02,0.0065,-0.0009,-0.0270,0.9996,-0.85,0.24,-1.22"
"66144,0.00,0.01,1.02,0.0058,-0.0014,-0.0270,0.9996,-0.98,0.12,-1.10"
