"Time,Accel_x,Accel_y,Accel_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w,Gyro_x,Gyro_y,Gyro_z"
"101744,0.00,0.01,1.02,0.0056,-0.0014,-0.0155,0.9999,-0.73,0.06,-1.28"
"101794,0.00,0.01,1.02,0.0064,-0.0014,-0.0155,0.9999,-0.79,0.18,-1.10"
"101844,0.00,0.02,1.02,0.0065,-0.0018,-0.0155,0.9999,-0.55,0.00,-1.40"
"101894,0.00,0.01,1.02,0.0059,-0.0019,-0.0155,0.9999,-1.04,0.06,-1.04"
"101944,-0.00,0.01,1.02,0.0062,-0.0015,-0.0155,0.9999,-0.98,0.06,-1.28"
"101994,0.01,0.01,1.02,0.0067,-0.0015,-0.0155,0.9999,-1.04,0.00,-1.16"
"102044,-0.00,0.01,1.02,0.0065,-0.0008,-0.0155,0.9999,-0.91,0.37,-1.16"
"102094,0.00,0.01,1.02,0.0056,-0.0010,-0.0155,0.9999,-0.79,0.24,-1.28"
"102144,0.00,0.01,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.79,0.06,-1.16"
"102194,0.00,0.01,1.02,0.0062,-0.0006,-0.0155,0.9999,-0.91,0.06,-1.04"
"102244,0.00,0.01,1.02,0.0057,-0.0001,-0.0155,0.9999,-0.85,-0.06,-1.22"
"102294,0.00,0.02,1.02,0.0073,-0.0008,-0.0155,0.9999,-0.91,0.12,-1.34"
"102344,0.00,0.01,1.02,0.0058,-0.0011,-0.0155,0.9999,-0.91,0.24,-1.28"
"102394,0.00,0.01,1.02,0.0057,-0.0014,-0.0155,0.9999,-0.91,0.12,-1.22"
"102444,-0.00,0.01,1.02,0.0067,0.0004,-0.0155,0.9999,-0.85,0.00,-1.16"
"102494,0.00,0.01,1.02,0.0054,-0.0012,-0.0155,0.9999,-0.73,0.18,-1.28"
"102544,0.00,0.01,1.02,0.0063,-0.0019,-0.0155,0.9999,-0.91,0.06,-1.22"
"102594,0.00,0.01,1.02,0.0064,-0.0007,-0.0155,0.9999,-0.85,0.00,-1.10"
"102644,0.00,0.02,1.02,0.0065,-0.0008,-0.0155,0.9999,-0.79,0.18,-1.16"
"102694,0.00,0.01,1.03,0.0051,-0.0014,-0.0155,0.9999,-1.04,0.06,-1.16"
"102744,0.00,0.01,1.03,0.0052,-0.0003,-0.0155,0.9999,-1.04,-0.12,-1.28"
"102794,0.00,0.01,1.02,0.0070,-0.0014,-0.0155,0.9999,-0.98,0.18,-1.16"
"102844,0.00,0.01,1.02,0.0053,-0.0004,-0.0155,0.9999,-0.85,0.06,-1.16"
"102894,0.00,0.01,1.02,0.0071,-0.0008,-0.0155,0.9999,-0.85,0.12,-1.22"
"102944,0.00,0.01,1.02,0.0054,-0.0018,-0.0155,0.9999,-0.98,0.00,-1.22"
"102994,0.00,0.01,1.03,0.0056,-0.0016,-0.0155,0.9999,-1.16,0.06,-1.34"
"103044,0.00,0.01,1.03,0.0060,-0.0013,-0.0155,0.9999,-0.91,0.06,-1.28"
"103094,0.01,0.01,1.02,0.0057,-0.0021,-0.0155,0.9999,-0.67,0.18,-1.22"
"103144,0.00,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-0.79,0.18,-1.22"
"103194,0.00,0.01,1.02,0.0058,-0.0014,-0.0155,0.9999,-0.91,-0.18,-1.22"
"103244,0.00,0.01,1.03,0.0058,-0.0011,-0.0155,0.9999,-1.04,-0.06,-1.16"
"103294,0.00,0.01,1.03,0.0062,-0.0017,-0.0155,0.9999,-1.04,0.00,-1.22"
"103344,0.01,0.01,1.03,0.0067,-0.0015,-0.0155,0.9999,-1.10,0.12,-1.10"
"103394,0.00,0.01,1.03,0.0063,-0.0008,-0.0155,0.9999,-0.98,0.12,-1.22"
"103444,0.00,0.01,1.02,0.0060,-0.0008,-0.0155,0.9999,-0.85,0.12,-1.28"
"103494,-0.00,0.01,1.02,0.0061,-0.0013,-0.0155,0.9999,-0.67,0.06,-1.28"
"103544,-0.00,0.01,1.02,0.0053,-0.0006,-0.0155,0.9999,-1.04,0.00,-1.22"
"103594,0.00,0.01,1.02,0.0051,-0.0014,-0.0155,0.9999,-1.10,0.18,-1.28"
"103644,0.00,0.01,1.02,0.0054,-0.0006,-0.0155,0.9999,-0.67,0.06,-1.22"
"103694,-0.00,0.01,1.02,0.0053,-0.0004,-0.0155,0.9999,-0.98,0.12,-1.22"
"103744,0.00,0.01,1.04,0.0067,-0.0010,-0.0155,0.9999,-1.46,-0.37,-1.10"
"103794,0.00,0.01,1.05,0.0066,-0.0008,-0.0155,0.9999,-1.52,-0.18,-1.16"
"103844,0.00,0.01,1.03,0.0056,-0.0013,-0.0155,0.9999,-0.79,0.12,-1.22"
"103894,0.00,0.01,1.03,0.0065,-0.0010,-0.0155,0.9999,-0.79,0.06,-1.22"
"103944,0.00,0.01,1.03,0.0068,-0.0019,-0.0155,0.9999,-0.67,0.12,-1.22"
"103994,0.00,0.02,1.02,0.0068,-0.0012,-0.0155,0.9999,-0.73,0.06,-1.28"
"104044,0.00,0.01,1.02,0.0071,-0.0009,-0.0155,0.9999,-0.85,0.12,-1.10"
"104094,0.00,0.01,1.02,0.0052,-0.0010,-0.0155,0.9999,-0.85,0.12,-1.16"
"104144,0.00,0.01,1.02,0.0065,-0.0008,-0.0155,0.9999,-0.85,0.12,-1.10"
"104194,0.00,0.01,1.02,0.0064,-0.0018,-0.0155,0.9999,-0.91,0.18,-1.16"
"104244,0.00,0.01,1.02,0.0061,-0.0014,-0.0155,0.9999,-0.73,0.12,-1.16"
"104294,0.00,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-1.10,0.00,-1.22"
"104344,0.00,0.01,1.02,0.0064,-0.0010,-0.0155,0.9999,-0.98,0.12,-1.16"
"104394,0.00,0.01,1.03,0.0055,-0.0011,-0.0155,0.9999,-0.98,-0.06,-1.22"
"104444,0.00,0.01,1.02,0.0067,-0.0011,-0.0155,0.9999,-0.79,0.06,-1.28"
"104494,0.00,0.01,1.02,0.0062,-0.0009,-0.0155,0.9999,-0.91,0.18,-1.28"
"104544,0.00,0.01,1.02,0.0061,-0.0011,-0.0155,0.9999,-0.91,0.06,-1.22"
"104594,0.01,0.01,1.02,0.0068,-0.0022,-0.0155,0.9999,-0.73,0.00,-1.22"
"104644,0.00,0.01,1.02,0.0063,-0.0006,-0.0155,0.9999,-0.91,0.06,-1.28"
"104694,0.00,0.01,1.02,0.0062,-0.0011,-0.0155,0.9999,-0.67,0.00,-1.28"
"104744,-0.00,0.01,1.02,0.0062,-0.0004,-0.0155,0.9999,-0.91,0.18,-1.22"
"104794,0.00,0.01,1.02,0.0060,-0.0008,-0.0155,0.9999,-1.04,0.00,-1.28"
"104844,0.01,0.01,1.03,0.0065,-0.0010,-0.0155,0.9999,-0.79,0.06,-1.16"
"104894,0.00,0.01,1.02,0.0060,-0.0015,-0.0155,0.9999,-0.98,0.00,-1.22"
"104944,0.00,0.01,1.02,0.0067,-0.0013,-0.0155,0.9999,-0.98,0.18,-1.16"
"104994,0.00,0.01,1.02,0.0064,-0.0015,-0.0155,0.9999,-0.79,0.06,-1.16"
"105044,0.00,0.01,1.02,0.0063,-0.0007,-0.0155,0.9999,-0.91,0.24,-1.16"
"105094,0.00,0.01,1.02,0.0060,-0.0010,-0.0155,0.9999,-0.98,0.18,-1.16"
"105144,0.00,0.01,1.02,0.0062,-0.0014,-0.0155,0.9999,-0.85,0.06,-1.22"
"105194,0.00,0.01,1.03,0.0069,-0.0010,-0.0155,0.9999,-0.85,0.06,-1.10"
"105244,0.00,0.01,1.02,0.0057,-0.0013,-0.0155,0.9999,-0.98,0.06,-1.28"
"105294,0.00,0.01,1.02,0.0062,-0.0011,-0.0155,0.9999,-0.98,0.00,-1.22"
"105344,0.00,0.02,1.02,0.0063,-0.0007,-0.0155,0.9999,-0.79,0.06,-1.28"
"105394,0.00,0.01,1.02,0.0063,-0.0015,-0.0155,0.9999,-0.79,0.00,-1.22"
"105444,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.85,0.12,-1.16"
"105494,0.00,0.01,1.02,0.0059,-0.0011,-0.0155,0.9999,-0.85,0.12,-1.10"
"105544,0.00,0.01,1.02,0.0051,-0.0015,-0.0155,0.9999,-0.91,0.06,-1.16"
"105594,-0.00,0.01,1.02,0.0068,-0.0008,-0.0155,0.9999,-0.85,0.12,-1.04"
"105644,0.00,0.01,1.02,0.0064,-0.0022,-0.0155,0.9999,-0.85,0.12,-1.28"
"105694,0.00,0.01,1.02,0.0070,-0.0014,-0.0155,0.9999,-0.79,0.12,-1.22"
"105744,0.00,0.01,1.02,0.0054,-0.0019,-0.0155,0.9999,-0.79,0.18,-1.16"
"105794,0.00,0.02,1.02,0.0071,-0.0013,-0.0155,0.9999,-0.85,0.00,-1.28"
"105844,0.00,0.01,1.02,0.0063,-0.0005,-0.0155,0.9999,-0.91,0.18,-1.10"
"105894,-0.00,0.01,1.02,0.0056,-0.0003,-0.0155,0.9999,-1.04,0.30,-1.22"
"105944,-0.00,0.01,1.02,0.0070,-0.0012,-0.0155,0.9999,-0.79,0.12,-1.22"
"105994,0.00,0.01,1.02,0.0061,-0.0013,-0.0155,0.9999,-0.79,0.06,-1.22"
"106044,0.00,0.02,1.02,0.0072,-0.0020,-0.0155,0.9999,-0.85,0.12,-1.16"
"106094,0.00,0.01,1.02,0.0065,-0.0011,-0.0155,0.9999,-0.91,0.12,-1.22"
"106144,0.00,0.01,1.02,0.0069,-0.0011,-0.0155,0.9999,-0.98,-0.12,-1.16"
"106194,0.00,0.02,1.03,0.0065,-0.0012,-0.0155,0.9999,-0.67,0.00,-1.10"
"106244,-0.00,0.01,1.02,0.0062,-0.0005,-0.0155,0.9999,-0.91,0.12,-1.28"
"106294,0.01,0.01,1.02,0.0060,-0.0017,-0.0155,0.9999,-0.79,0.12,-1.34"
"106344,-0.00,0.01,1.02,0.0060,-0.0003,-0.0155,0.9999,-0.85,0.24,-1.22"
"106394,0.00,0.01,1.02,0.0072,-0.0016,-0.0155,0.9999,-0.79,0.06,-1.04"
"106444,-0.00,0.01,1.02,0.0062,-0.0010,-0.0155,0.9999,-0.79,0.30,-1.22"
"106494,0.00,0.01,1.02,0.0062,-0.0006,-0.0155,0.9999,-0.98,0.18,-1.40"
"106544,0.00,0.01,1.03,0.0059,-0.0013,-0.0155,0.9999,-0.79,0.18,-1.10"
"106594,0.00,0.01,1.02,0.0056,-0.0006,-0.0155,0.9999,-0.85,0.18,-1.34"
"106644,0.00,0.01,1.02,0.0067,-0.0009,-0.0155,0.9999,-0.85,0.24,-1.28"
"106694,0.00,0.01,1.02,0.0066,-0.0011,-0.0155,0.9999,-0.85,0.12,-1.22"
"106744,0.00,0.01,1.02,0.0058,-0.0009,-0.0155,0.9999,-0.79,0.12,-1.22"
"106794,0.00,0.02,1.02,0.0068,-0.0009,-0.0155,0.9999,-0.91,-0.06,-1.28"
"106844,0.01,0.01,1.03,0.0062,-0.0018,-0.0155,0.9999,-0.85,0.18,-1.16"
"106894,0.00,0.01,1.02,0.0062,-0.0007,-0.0155,0.9999,-0.73,0.06,-1.04"
"106944,0.00,0.01,1.02,0.0058,-0.0009,-0.0155,0.9999,-0.79,0.06,-1.10"
"106994,0.00,0.02,1.02,0.0068,-0.0025,-0.0155,0.9999,-0.73,0.12,-1.22"
"107044,0.00,0.01,1.02,0.0067,-0.0011,-0.0155,0.9999,-0.79,0.00,-1.10"
"107094,0.00,0.01,1.02,0.0064,-0.0013,-0.0155,0.9999,-0.91,0.12,-1.22"
"107144,0.00,0.01,1.02,0.0070,-0.0015,-0.0155,0.9999,-0.73,0.24,-1.10"
"107194,0.00,0.01,1.02,0.0060,-0.0014,-0.0155,0.9999,-0.85,0.24,-1.34"
"107244,0.00,0.01,1.02,0.0060,-0.0008,-0.0155,0.9999,-0.91,0.06,-1.16"
"107294,0.00,0.01,1.02,0.0063,-0.0005,-0.0155,0.9999,-0.91,0.12,-1.22"
"107344,0.00,0.01,1.02,0.0060,-0.0008,-0.0155,0.9999,-0.98,0.06,-1.34"
"107394,0.00,0.01,1.02,0.0057,-0.0014,-0.0155,0.9999,-0.91,0.06,-1.28"
"107444,0.00,0.01,1.03,0.0067,-0.0018,-0.0155,0.9999,-0.79,0.00,-1.16"
"107494,0.00,0.01,1.02,0.0055,-0.0013,-0.0155,0.9999,-0.98,-0.06,-1.40"
"107544,0.00,0.01,1.02,0.0053,-0.0011,-0.0155,0.9999,-0.73,0.30,-1.16"
"107594,0.00,0.01,1.02,0.0060,-0.0011,-0.0155,0.9999,-0.79,0.12,-1.10"
"107644,0.00,0.01,1.02,0.0066,-0.0013,-0.0155,0.9999,-0.85,0.06,-1.04"
"107694,0.00,0.01,1.02,0.0062,-0.0003,-0.0155,0.9999,-0.73,-0.06,-1.22"
"107744,0.00,0.01,1.02,0.0056,-0.0007,-0.0155,0.9999,-0.91,-0.06,-1.22"
"107794,0.00,0.01,1.02,0.0063,-0.0015,-0.0155,0.9999,-0.73,0.24,-1.28"
"107844,0.00,0.01,1.02,0.0054,-0.0012,-0.0155,0.9999,-0.73,0.06,-1.22"
"107894,0.01,0.01,1.02,0.0067,-0.0023,-0.0155,0.9999,-0.73,0.24,-1.04"
"107944,0.00,0.01,1.02,0.0062,-0.0013,-0.0155,0.9999,-0.98,0.30,-1.22"
"107994,0.00,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-1.10,0.12,-1.34"
"108044,0.00,0.01,1.03,0.0061,-0.0007,-0.0155,0.9999,-1.10,0.12,-1.16"
"108094,0.00,0.01,1.02,0.0061,-0.0008,-0.0155,0.9999,-0.79,0.12,-1.16"
"108144,0.00,0.01,1.02,0.0058,-0.0014,-0.0155,0.9999,-0.85,0.12,-1.34"
"108194,0.00,0.01,1.02,0.0067,-0.0013,-0.0155,0.9999,-0.91,0.06,-1.22"
"108244,0.01,0.01,1.02,0.0060,-0.0019,-0.0155,0.9999,-0.85,0.06,-1.28"
"108294,0.00,0.01,1.02,0.0071,-0.0008,-0.0155,0.9999,-0.79,0.00,-1.16"
"108344,0.00,0.01,1.02,0.0068,-0.0008,-0.0155,0.9999,-0.91,0.06,-1.22"
"108394,0.00,0.01,1.02,0.0056,-0.0016,-0.0155,0.9999,-0.85,0.18,-1.16"
"108444,0.00,0.01,1.02,0.0060,-0.0006,-0.0155,0.9999,-0.85,0.00,-1.16"
"108494,0.00,0.01,1.02,0.0058,-0.0004,-0.0155,0.9999,-0.79,0.18,-1.10"
"108544,0.00,0.02,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.73,0.18,-1.28"
"108594,0.00,0.01,1.02,0.0064,-0.0019,-0.0155,0.9999,-0.85,0.06,-1.22"
"108644,0.00,0.01,1.02,0.0066,-0.0014,-0.0155,0.9999,-0.98,0.00,-1.22"
"108694,-0.00,0.01,1.03,0.0060,-0.0010,-0.0155,0.9999,-0.91,0.06,-1.16"
"108744,0.00,0.01,1.02,0.0050,-0.0012,-0.0155,0.9999,-0.91,0.24,-1.28"
"108794,0.00,0.02,1.02,0.0063,-0.0007,-0.0155,0.9999,-0.79,0.12,-1.22"
"108844,0.00,0.02,1.02,0.0071,-0.0014,-0.0155,0.9999,-0.79,0.06,-1.22"
"108894,0.01,0.02,1.02,0.0072,-0.0013,-0.0155,0.9999,-0.91,0.12,-1.28"
"108944,0.00,0.01,1.03,0.0059,-0.0009,-0.0155,0.9999,-0.91,0.18,-1.22"
"108994,-0.00,0.01,1.02,0.0066,-0.0014,-0.0155,0.9999,-0.73,0.12,-1.28"
"109044,0.00,0.01,1.03,0.0067,-0.0016,-0.0155,0.9999,-0.85,0.18,-1.22"
"109094,0.01,0.01,1.02,0.0061,-0.0021,-0.0155,0.9999,-0.67,0.24,-1.28"
"109144,-0.00,0.01,1.02,0.0064,-0.0012,-0.0155,0.9999,-0.79,0.12,-1.22"
"109194,0.00,0.01,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.85,0.12,-1.16"
"109244,0.00,0.01,1.02,0.0067,-0.0019,-0.0155,0.9999,-1.04,0.00,-1.10"
"109294,0.00,0.02,1.02,0.0074,-0.0014,-0.0155,0.9999,-0.85,0.30,-1.10"
"109344,0.00,0.01,1.02,0.0059,-0.0012,-0.0155,0.9999,-0.91,0.00,-1.22"
"109394,0.00,0.02,1.02,0.0068,-0.0008,-0.0155,0.9999,-0.91,0.18,-1.22"
"109444,0.00,0.01,1.02,0.0061,-0.0009,-0.0155,0.9999,-0.91,0.12,-1.28"
"109494,0.00,0.01,1.02,0.0069,-0.0018,-0.0155,0.9999,-0.79,-0.06,-1.04"
"109544,0.00,0.01,1.02,0.0069,-0.0007,-0.0155,0.9999,-0.85,0.18,-1.28"
"109594,0.00,0.01,1.02,0.0069,-0.0009,-0.0155,0.9999,-1.04,0.37,-1.22"
"109644,0.00,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-0.85,0.06,-1.16"
"109694,0.00,0.01,1.02,0.0068,-0.0012,-0.0155,0.9999,-0.98,0.00,-1.22"
"109744,0.00,0.01,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.79,0.06,-1.28"
"109794,0.00,0.01,1.02,0.0060,-0.0014,-0.0155,0.9999,-0.79,0.18,-1.04"
"109844,0.00,0.01,1.02,0.0071,-0.0012,-0.0155,0.9999,-0.79,0.12,-1.28"
"109894,0.00,0.01,1.02,0.0065,-0.0019,-0.0155,0.9999,-0.91,0.12,-1.28"
"109944,-0.00,0.01,1.02,0.0061,-0.0001,-0.0155,0.9999,-0.79,0.18,-1.16"
"109994,-0.00,0.01,1.02,0.0060,-0.0012,-0.0155,0.9999,-0.91,-0.06,-1.16"
"110044,0.00,0.01,1.03,0.0058,-0.0011,-0.0155,0.9999,-0.91,0.12,-1.10"
"110094,0.00,0.01,1.02,0.0060,-0.0015,-0.0155,0.9999,-0.85,-0.06,-1.04"
"110144,0.00,0.01,1.02,0.0065,-0.0015,-0.0155,0.9999,-0.85,0.00,-1.16"
"110194,-0.00,0.01,1.02,0.0062,-0.0012,-0.0155,0.9999,-0.91,0.24,-1.22"
"110244,0.00,0.01,1.02,0.0064,-0.0004,-0.0155,0.9999,-0.73,0.24,-1.16"
"110294,0.00,0.01,1.02,0.0063,-0.0011,-0.0155,0.9999,-1.04,0.18,-1.22"
"110344,0.00,0.01,1.02,0.0048,-0.0013,-0.0155,0.9999,-0.98,0.06,-1.28"
"110394,0.00,0.01,1.02,0.0058,-0.0012,-0.0155,0.9999,-0.98,0.06,-1.22"
"110444,0.00,0.01,1.02,0.0066,-0.0010,-0.0155,0.9999,-0.79,0.12,-1.22"
"110494,0.00,0.01,1.02,0.0059,-0.0009,-0.0155,0.9999,-0.79,0.06,-1.16"
"110544,0.00,0.01,1.02,0.0061,-0.0003,-0.0155,0.9999,-1.04,0.00,-1.28"
"110594,0.00,0.01,1.02,0.0062,-0.0008,-0.0155,0.9999,-0.91,0.00,-1.16"
"110644,0.00,0.01,1.02,0.0065,-0.0011,-0.0155,0.9999,-0.98,0.00,-1.28"
"110694,0.00,0.01,1.02,0.0067,-0.0010,-0.0155,0.9999,-0.61,0.12,-1.34"
"110744,0.00,0.01,1.02,0.0069,-0.0018,-0.0155,0.9999,-1.04,0.00,-1.28"
"110794,0.01,0.01,1.02,0.0068,-0.0017,-0.0155,0.9999,-0.79,0.06,-1.22"
"110844,0.00,0.01,1.03,0.0059,-0.0009,-0.0155,0.9999,-0.91,0.00,-1.16"
"110894,0.00,0.02,1.03,0.0067,-0.0015,-0.0155,0.9999,-0.85,0.00,-1.16"
"110944,0.00,0.01,1.02,0.0063,-0.0009,-0.0155,0.9999,-0.79,0.00,-1.40"
"110994,0.00,0.01,1.03,0.0064,-0.0013,-0.0155,0.9999,-0.79,-0.06,-1.10"
"111044,-0.00,0.01,1.03,0.0059,-0.0003,-0.0155,0.9999,-0.98,0.06,-1.28"
"111094,0.00,0.01,1.02,0.0056,-0.0015,-0.0155,0.9999,-0.79,0.12,-1.10"
"111144,0.00,0.02,1.02,0.0070,-0.0012,-0.0155,0.9999,-0.79,-0.06,-1.16"
"111194,0.00,0.01,1.02,0.0059,-0.0016,-0.0155,0.9999,-0.91,0.12,-1.10"
"111244,0.00,0.01,1.02,0.0060,-0.0011,-0.0155,0.9999,-0.98,0.12,-1.10"
"111294,0.00,0.01,1.02,0.0063,-0.0020,-0.0155,0.9999,-0.85,0.18,-1.34"
"111344,0.00,0.01,1.03,0.0066,-0.0012,-0.0155,0.9999,-1.04,-0.06,-1.22"
"111394,0.00,0.02,1.02,0.0070,-0.0014,-0.0155,0.9999,-0.91,0.12,-1.22"
"111444,0.00,0.01,1.02,0.0066,-0.0015,-0.0155,0.9999,-0.85,0.06,-1.22"
"111494,0.00,0.01,1.03,0.0069,-0.0010,-0.0155,0.9999,-0.91,0.18,-1.34"
"111544,0.00,0.01,1.02,0.0073,-0.0009,-0.0155,0.9999,-0.85,0.06,-1.22"
"111594,0.00,0.01,1.02,0.0068,-0.0007,-0.0155,0.9999,-0.91,0.12,-1.28"
"111644,-0.00,0.01,1.02,0.0061,-0.0006,-0.0155,0.9999,-0.73,0.06,-1.16"
"111694,-0.00,0.01,1.03,0.0057,-0.0007,-0.0155,0.9999,-0.79,0.18,-1.28"
"111744,0.00,0.01,1.02,0.0059,-0.0011,-0.0155,0.9999,-0.91,0.24,-1.22"
"111794,0.00,0.01,1.03,0.0059,-0.0017,-0.0155,0.9999,-0.91,0.00,-1.22"
"111844,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.79,0.24,-1.34"
"111894,0.00,0.01,1.03,0.0057,-0.0015,-0.0155,0.9999,-0.98,0.06,-1.16"
"111944,0.00,0.01,1.02,0.0065,-0.0012,-0.0155,0.9999,-0.67,0.12,-1.22"
"111994,0.01,0.02,1.02,0.0069,-0.0017,-0.0155,0.9999,-0.85,0.24,-1.28"
"112044,0.00,0.01,1.02,0.0065,-0.0011,-0.0155,0.9999,-0.85,0.18,-1.22"
"112094,0.00,0.01,1.02,0.0063,-0.0015,-0.0155,0.9999,-0.79,0.12,-1.16"
"112144,0.00,0.01,1.02,0.0056,-0.0013,-0.0155,0.9999,-0.79,0.06,-1.22"
"112194,0.00,0.01,1.02,0.0067,-0.0006,-0.0155,0.9999,-0.91,0.06,-1.22"
"112244,0.00,0.01,1.02,0.0066,-0.0019,-0.0155,0.9999,-0.85,0.06,-1.16"
"112294,0.00,0.01,1.02,0.0065,-0.0012,-0.0155,0.9999,-0.91,0.24,-1.16"
"112344,-0.00,0.01,1.02,0.0061,-0.0010,-0.0155,0.9999,-1.04,0.12,-1.16"
"112394,0.00,0.01,1.02,0.0062,-0.0012,-0.0155,0.9999,-0.98,0.00,-1.28"
"112444,0.00,0.01,1.02,0.0059,-0.0007,-0.0155,0.9999,-0.98,0.00,-1.28"
"112494,-0.00,0.01,1.02,0.0063,-0.0006,-0.0155,0.9999,-0.79,0.24,-1.16"
"112544,0.00,0.01,1.02,0.0058,-0.0005,-0.0155,0.9999,-0.73,0.12,-1.10"
"112594,0.00,0.01,1.02,0.0063,-0.0011,-0.0155,0.9999,-0.85,0.12,-1.16"
"112644,0.00,0.01,1.02,0.0073,-0.0020,-0.0155,0.9999,-0.98,0.06,-1.16"
"112694,0.00,0.01,1.02,0.0060,-0.0019,-0.0155,0.9999,-0.85,0.12,-1.04"
"112744,0.00,0.01,1.02,0.0051,-0.0014,-0.0155,0.9999,-0.67,0.12,-1.16"
"112794,0.00,0.01,1.02,0.0056,-0.0004,-0.0155,0.9999,-0.85,0.06,-1.10"
"112844,0.00,0.01,1.02,0.0059,-0.0019,-0.0155,0.9999,-0.79,0.24,-1.16"
"112894,0.00,0.02,1.02,0.0058,-0.0017,-0.0155,0.9999,-0.79,0.06,-1.34"
"112944,0.00,0.01,1.02,0.0070,-0.0016,-0.0155,0.9999,-1.04,0.12,-1.10"
"112994,0.00,0.01,1.02,0.0069,-0.0015,-0.0155,0.9999,-0.85,0.06,-1.22"
"113044,0.00,0.01,1.02,0.0067,-0.0013,-0.0155,0.9999,-0.85,0.12,-1.10"
"113094,0.00,0.01,1.03,0.0068,-0.0016,-0.0155,0.9999,-0.98,0.00,-1.10"
"113144,0.00,0.01,1.02,0.0072,-0.0008,-0.0155,0.9999,-0.79,0.12,-1.28"
"113194,0.00,0.01,1.02,0.0060,-0.0007,-0.0155,0.9999,-0.73,0.06,-1.22"
"113244,0.00,0.01,1.02,0.0059,-0.0010,-0.0155,0.9999,-0.85,0.06,-1.16"
"113294,0.00,0.01,1.02,0.0059,-0.0012,-0.0155,0.9999,-0.73,0.30,-1.04"
"113344,0.00,0.01,1.02,0.0060,-0.0015,-0.0155,0.9999,-0.85,0.00,-1.28"
"113394,0.01,0.01,1.02,0.0063,-0.0023,-0.0155,0.9999,-0.85,0.06,-1.22"
"113444,0.00,0.01,1.03,0.0066,-0.0009,-0.0155,0.9999,-0.98,-0.06,-1.16"
"113494,0.00,0.01,1.02,0.0071,-0.0010,-0.0155,0.9999,-0.67,0.06,-1.16"
"113544,0.00,0.01,1.02,0.0067,-0.0014,-0.0155,0.9999,-0.79,0.12,-1.22"
"113594,0.00,0.01,1.02,0.0056,-0.0014,-0.0155,0.9999,-0.85,0.12,-1.22"
"113644,0.00,0.01,1.03,0.0063,-0.0012,-0.0155,0.9999,-0.79,0.00,-1.22"
"113694,0.00,0.01,1.02,0.0071,-0.0020,-0.0155,0.9999,-0.91,0.06,-1.16"
"113744,0.00,0.01,1.02,0.0071,-0.0020,-0.0155,0.9999,-1.04,0.06,-1.22"
"113794,0.00,0.01,1.02,0.0068,-0.0013,-0.0155,0.9999,-0.79,0.12,-1.40"
"113844,0.00,0.01,1.02,0.0058,-0.0010,-0.0155,0.9999,-0.98,0.06,-1.22"
"113894,0.00,0.01,1.02,0.0059,-0.0006,-0.0155,0.9999,-0.85,0.00,-1.16"
"113944,0.00,0.01,1.02,0.0064,-0.0007,-0.0155,0.9999,-0.98,0.18,-1.22"
"113994,0.00,0.01,1.02,0.0058,-0.0018,-0.0155,0.9999,-1.04,0.24,-1.22"
"114044,0.00,0.01,1.02,0.0056,-0.0006,-0.0155,0.9999,-0.73,-0.12,-1.16"
"114094,0.01,0.01,1.02,0.0062,-0.0022,-0.0155,0.9999,-0.85,0.12,-1.34"
"114144,0.00,0.01,1.02,0.0069,-0.0017,-0.0155,0.9999,-0.85,0.12,-1.22"
"114194,0.00,0.01,1.02,0.0063,-0.0006,-0.0155,0.9999,-0.79,0.12,-1.34"
"114244,0.00,0.01,1.02,0.0052,-0.0008,-0.0155,0.9999,-0.91,0.12,-1.34"
"114294,0.00,0.01,1.02,0.0069,-0.0009,-0.0155,0.9999,-0.73,0.06,-1.28"
"114344,0.00,0.01,1.02,0.0060,-0.0015,-0.0155,0.9999,-0.91,0.12,-1.22"
"114394,0.00,0.02,1.02,0.0066,-0.0012,-0.0155,0.9999,-0.91,0.24,-1.16"
"114444,0.00,0.01,1.02,0.0063,-0.0012,-0.0155,0.9999,-0.79,0.12,-1.16"
"114494,0.00,0.02,1.02,0.0072,-0.0012,-0.0155,0.9999,-0.98,0.06,-1.10"
"114544,0.00,0.01,1.02,0.0060,-0.0014,-0.0155,0.9999,-1.04,0.24,-1.16"
"114594,0.00,0.01,1.02,0.0065,-0.0013,-0.0155,0.9999,-0.79,0.12,-1.10"
"114644,0.00,0.02,1.02,0.0071,-0.0015,-0.0155,0.9999,-0.73,0.06,-1.22"
"114694,0.01,0.01,1.02,0.0070,-0.0025,-0.0155,0.9999,-0.98,0.18,-1.16"
"114744,0.00,0.01,1.03,0.0062,-0.0018,-0.0155,0.9999,-0.79,0.18,-1.10"
