Time,Joint States
1729144103.149599,"(-0.02300971179199219, -0.16106798254394533, 0.646121399926722, -0.036815538867187504, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.0819847670981926, -0.08897088559570313, 0.7919207657059112, -0.6458059109619141, 0.047576635148998535, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729144103.157782,"(-0.018407769433593752, -0.1580000209716797, 0.646121399926722, -0.036815538867187504, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7934554958720078, -0.6458059109619141, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.03836825415241817, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729144103.165608,"(-0.013805827075195313, -0.15646604018554688, 0.646121399926722, -0.03834951965332031, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.0819847670981926, -0.08897088559570313, 0.7919207657059112, -0.6458059109619141, 0.047576635148998535, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.7992039895751953)"
1729144103.173701,"(-0.009203884716796876, -0.15493205939941407, 0.6445866697606254, -0.03834951965332031, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.003069460332193454, 1.0819847670981926, -0.09050486638183594, 0.7934554958720078, -0.6458059109619141, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.03836825415241817, -0.0015339807861328126, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729144103.181694,"(-0.004601942358398438, -0.15186409782714844, 0.646121399926722, -0.03834951965332031, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6458059109619141, 0.050646095481192, 0.7857818450415243, 0.5478986692965315, 0.039902984318514904, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.7992039895751953)"
1729144103.189642,"(0.0, -0.15033011704101565, 0.6445866697606254, -0.03834951965332031, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.0819847670981926, -0.08897088559570313, 0.7919207657059112, -0.6458059109619141, 0.047576635148998535, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1106020891601562, 0.08594488930141672, -0.7992039895751953)"
1729144103.197699,"(0.004604190498290181, -0.14879613625488283, 0.6445866697606254, -0.03988350043945313, -0.7900001048583984, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.080450036932096, -0.09050486638183594, 0.7919207657059112, -0.6442719301757813, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1106020891601562, 0.08747961946751344, -0.8007379703613282)"
1729144103.20564,"(0.007673650830483635, -0.14419419389648439, 0.6445866697606254, -0.03988350043945313, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.0819847670981926, -0.08897088559570313, 0.7934554958720078, -0.6442719301757813, 0.047576635148998535, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729144103.214519,"(0.012277841328773817, -0.14112623232421875, 0.6445866697606254, -0.03988350043945313, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.003069460332193454, 1.080450036932096, -0.08897088559570313, 0.7919207657059112, -0.6442719301757813, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.003067961572265625, -1.1106020891601562, 0.08594488930141672, -0.8007379703613282)"
1729144103.22166,"(0.016882031827064, -0.13959225153808594, 0.6445866697606254, -0.03988350043945313, -0.7915340856445313, -0.5506991022216797, -0.04755340437011719, 0.001534730166096727, 1.0819847670981926, -0.08897088559570313, 0.7934554958720078, -0.6442719301757813, 0.050646095481192, 0.7857818450415243, 0.5463639391304349, 0.039902984318514904, -0.0015339807861328126, -1.1106020891601562, 0.08594488930141672, -0.7992039895751953)"
