Time,Accel_x,Accel_y,Accel_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w,Gyro_x,Gyro_y,Gyro_z
1729841850.1239998,0.7953480810658554,0.7702146251132873,10.222529312467291,0.037563204645710925,-0.038677196403876346,0.0014549572470167916,0.9985444222639721,0.31115204163354077,-0.32618850596524024,0.33588517423126063
1729841850.1320016,1.1449516916570914,1.5071977997261754,9.761211942949124,0.07639108671838751,-0.057502505277546474,0.004412940199728435,0.9954086546316459,0.3378111967991457,-0.26424920347453124,0.34796848568169525
1729841850.1399982,1.5304482598673017,1.6556191607927364,11.272650741208926,0.07268045031110246,-0.06653628663386109,0.004859594662391078,0.9951215297858194,0.41212622831880696,-0.20622680896846626,0.2824254720419486
1729841850.148019,1.4272762288696,2.1210404784092356,12.03658018105348,0.08694915118762025,-0.05787271862957536,0.005059723863356956,0.9945174672878305,0.47161439938177485,-0.11735073445914927,0.22224085084646109
1729841850.1559913,0.7000243689135568,1.9750830541353848,12.519358701893808,0.07812561005994818,-0.027500214864343526,0.0021558833582848162,0.9965618291918076,0.500921951097625,0.04197173555048679,0.13632434093811088
1729841850.1640003,0.054898868174305976,1.7424199789656059,12.327312440374564,0.07015021622162416,-0.002199353411957689,0.00015466652466415565,0.9975340024715422,0.5074385405291224,0.17162042247323095,0.04688801952297993
1729841850.1720014,0.3302991670959898,1.8309895520766293,12.01887260948841,0.07551102660304283,-0.01354158860912902,0.0010255621171177368,0.9970524853093942,0.4747391489022861,0.2779308687448335,-0.06126210119323868
1729841850.1800067,0.3906733137341564,1.6667377852010556,10.867508920917656,0.07600565729953959,-0.017706844581456133,0.0013499387012967173,0.9969492391184898,0.47044435613881747,0.34725110730680153,-0.13040907423759016
1729841850.188069,0.44317837300611884,1.7211762111596955,9.96935284400567,0.08535536963039272,-0.021807348271211304,0.001868643034393754,0.9961101387948258,0.48532077300067955,0.397782741734685,-0.17572846861735936
1729841850.195979,0.6334169786376557,1.7957377957876144,9.778097278913167,0.0906400660093635,-0.031677386766320384,0.0028845798558029666,0.995375607899114,0.5027604243470374,0.44981191552597866,-0.21100821641299944
