Time,Joint States
1729841850.1238818,"(0.15193828644357596, -0.35895150395507813, 0.6553297809233024, -0.15033011704101565, -0.7900001048583984, -0.704097180834961, -0.16720390568847657, -0.08130098166503907, 1.1970895295554471, -0.13038836682128907, 0.7934554958720078, -0.655009795678711, -0.007669903930664063, 0.7857818450415243, 0.432793906839277, -0.032213596508789064, 0.08134069880312654, -1.0354370306396485, 0.05831974631167563, -0.8007379703613282)"
1729841850.1318808,"(0.15040355627747926, -0.3528155808105469, 0.6476561300928189, -0.13805827075195312, -0.7930680664306641, -0.696427276904297, -0.15646604018554688, -0.08283496245117188, 1.1924853390571568, -0.12425244367675782, 0.7934554958720078, -0.6657476611816406, 0.003069460332193454, 0.7857818450415243, 0.432793906839277, -0.02300971179199219, 0.08287542896922326, -1.0461748961425783, 0.04604190498290181, -0.8007379703613282)"
1729841850.1398802,"(0.14579936577918906, -0.3482136384521485, 0.635378288764045, -0.12732040524902344, -0.7930680664306641, -0.6887573729736328, -0.14419419389648439, -0.08436894323730469, 1.1786727675622863, -0.11965050131835939, 0.7919207657059112, -0.6734175651123048, 0.01074311116267709, 0.7857818450415243, 0.432793906839277, -0.010737865502929688, 0.08441015913531999, -1.055378780859375, 0.039902984318514904, -0.8007379703613282)"
1729841850.1478872,"(0.1427299054469956, -0.3420777153076172, 0.6277046379335613, -0.11504855895996094, -0.7961360280029297, -0.6810874690429688, -0.1334563283935547, -0.08130098166503907, 1.1648601960674159, -0.12118448210449219, 0.7934554958720078, -0.6810874690429688, 0.019951492159257452, 0.7857818450415243, 0.432793906839277, 0.0, 0.08594488930141672, -1.0615147040039064, 0.03836825415241817, -0.7992039895751953)"
1729841850.1558821,"(0.13812571494870543, -0.33594179216308595, 0.6215657172691745, -0.10431069345703126, -0.7976700087890626, -0.6734175651123048, -0.122718462890625, -0.07823302009277344, 1.152582354738642, -0.12118448210449219, 0.7934554958720078, -0.6856894114013672, 0.03069460332193454, 0.7857818450415243, 0.432793906839277, 0.01074311116267709, 0.08594488930141672, -1.0661166463623049, 0.03683352398632145, -0.8007379703613282)"
1729841850.1638818,"(0.13659098478260873, -0.3298058690185547, 0.6154267966047876, -0.09357282795410157, -0.794602047216797, -0.6642136803955079, -0.1104466166015625, -0.07976700087890626, 1.1418392435759648, -0.12425244367675782, 0.7934554958720078, -0.6887573729736328, 0.039902984318514904, 0.7842471148754275, 0.432793906839277, 0.023020952491450905, 0.08594488930141672, -1.0661166463623049, 0.03836825415241817, -0.8007379703613282)"
1729841850.1718805,"(0.135056254616512, -0.3236699458740235, 0.6108226061064973, -0.08283496245117188, -0.794602047216797, -0.655009795678711, -0.0981747703125, -0.07976700087890626, 1.1326308625793846, -0.12885438603515625, 0.7934554958720078, -0.6902913537597657, 0.052180825647288716, 0.7857818450415243, 0.4312591766731803, 0.03529879382022472, 0.08441015913531999, -1.0661166463623049, 0.04297244465070836, -0.8007379703613282)"
1729841850.1798918,"(0.13352152445041526, -0.3160000419433594, 0.6062184156082072, -0.07056311616210938, -0.7930680664306641, -0.6458059109619141, -0.08743690480957032, -0.08130098166503907, 1.1203530212506108, -0.1334563283935547, 0.7934554958720078, -0.6933593153320313, 0.0629239368099658, 0.7873165752076209, 0.4297244465070836, 0.047576635148998535, 0.08287542896922326, -1.0661166463623049, 0.052180825647288716, -0.8007379703613282)"
1729841850.1878824,"(0.12891733395212507, -0.31139809958496095, 0.6000794949438203, -0.05829126987304688, -0.794602047216797, -0.6366020262451172, -0.07516505852050782, -0.08130098166503907, 1.1111446402540304, -0.13499030917968752, 0.7934554958720078, -0.6948932961181641, 0.07520177813873963, 0.7873165752076209, 0.4297244465070836, 0.06138920664386908, 0.08134069880312654, -1.0661166463623049, 0.052180825647288716, -0.7992039895751953)"
1729841850.1958816,"(0.1258478736199316, -0.3052621764404297, 0.5939405742794334, -0.04755340437011719, -0.794602047216797, -0.6304661031005859, -0.0613592314453125, -0.08130098166503907, 1.10193625925745, -0.13499030917968752, 0.7934554958720078, -0.696427276904297, 0.08747961946751344, 0.7873165752076209, 0.4297244465070836, 0.0736670479726429, 0.07980596863702981, -1.0661166463623049, 0.05371555581338545, -0.8007379703613282)"
1729841850.2038815,"(0.1197089529555447, -0.2991262532958985, 0.5878016536150464, -0.03528155808105469, -0.794602047216797, -0.6258641607421875, -0.04908738515625, -0.08283496245117188, 1.0942626084269664, -0.13499030917968752, 0.7934554958720078, -0.6979612576904297, 0.09822273063019053, 0.7873165752076209, 0.4312591766731803, 0.08747961946751344, 0.07980596863702981, -1.0707185887207031, 0.052180825647288716, -0.7992039895751953)"
1729841850.21188,"(0.11817422278944797, -0.2929903301513672, 0.5816627329506595, -0.024543692578125, -0.7961360280029297, -0.6227961991699219, -0.03374757729492188, -0.08436894323730469, 1.0835194972642892, -0.1334563283935547, 0.7934554958720078, -0.7025632000488282, 0.11203530212506108, 0.7873165752076209, 0.4373980973375672, 0.101292190962384, 0.07673650830483635, -1.0783884926513672, 0.052180825647288716, -0.8007379703613282)"
1729841850.219881,"(0.1197089529555447, -0.28532042622070314, 0.5739890821201759, -0.0122718462890625, -0.794602047216797, -0.6151262952392579, -0.018407769433593752, -0.08897088559570313, 1.0727763861016122, -0.13192234760742189, 0.7934554958720078, -0.7102331039794922, 0.12431314345383489, 0.7873165752076209, 0.4481412085002443, 0.11510476245725453, 0.07673650830483635, -1.0937283005126954, 0.050646095481192, -0.7992039895751953)"
1729841850.2278848,"(0.11817422278944797, -0.2807184838623047, 0.5709196217879824, 0.0, -0.794602047216797, -0.605922410522461, -0.004601942358398438, -0.09050486638183594, 1.0635680051050318, -0.13038836682128907, 0.7934554958720078, -0.7209709694824219, 0.13812571494870543, 0.7873165752076209, 0.4604190498290181, 0.1304520641182218, 0.07673650830483635, -1.113670050732422, 0.047576635148998535, -0.7976700087890626)"
1729841850.2359226,"(0.11510476245725453, -0.2745825607177735, 0.5755238122862727, 0.012277841328773817, -0.794602047216797, -0.5967185258056641, 0.007673650830483635, -0.09050486638183594, 1.0574290844406449, -0.12425244367675782, 0.7934554958720078, -0.7347767965576172, 0.1534730166096727, 0.7873165752076209, 0.4773010816560821, 0.1473340959452858, 0.07980596863702981, -1.1320778201660158, 0.047576635148998535, -0.7930680664306641)"
1729841850.243881,"(0.11357003229115781, -0.26998061835937504, 0.5693848916218858, 0.027625142989741086, -0.7961360280029297, -0.5859806603027344, 0.018416761993160724, -0.08897088559570313, 1.0543596241084516, -0.11811652053222657, 0.7934554958720078, -0.7485826236328126, 0.16421612777234978, 0.7857818450415243, 0.49725257381533955, 0.1703550484367367, 0.08441015913531999, -1.153553551171875, 0.052180825647288716, -0.7915340856445313)"
1729841850.2518802,"(0.11050057195896434, -0.26384469521484377, 0.5647807011235956, 0.049111365315095266, -0.7961360280029297, -0.5783107563720703, 0.027625142989741086, -0.08743690480957032, 1.0543596241084516, -0.11351457817382814, 0.7934554958720078, -0.7593204891357422, 0.17956342943331705, 0.7857818450415243, 0.5187387961406937, 0.19184127076209087, 0.08441015913531999, -1.1780972437500001, 0.05525028597948217, -0.7930680664306641)"
1729841850.2600272,"(0.10589638146067416, -0.2592427528564453, 0.5617112407914021, 0.0736670479726429, -0.794602047216797, -0.5706408524414063, 0.039902984318514904, -0.08590292402343751, 1.0558943542745483, -0.11198059738769532, 0.7934554958720078, -0.7746602969970704, 0.19184127076209087, 0.7842471148754275, 0.5432944787982414, 0.2056538422569614, 0.08134069880312654, -1.2087768594726562, 0.05985447647777235, -0.8007379703613282)"
1729841850.267879,"(0.09975746079628726, -0.25310682971191406, 0.5601765106253054, 0.101292190962384, -0.7930680664306641, -0.5629709485107423, 0.050646095481192, -0.08436894323730469, 1.0558943542745483, -0.1104466166015625, 0.7919207657059112, -0.7976700087890626, 0.20718857242305813, 0.7873165752076209, 0.5693848916218858, 0.21946641375183196, 0.07827123847093308, -1.2425244367675783, 0.0629239368099658, -0.8038059319335938)"
1729841850.2758784,"(0.0966880004640938, -0.24850488735351564, 0.5601765106253054, 0.12891733395212507, -0.7884661240722657, -0.5537670637939454, 0.06138920664386908, -0.08130098166503907, 1.0589638146067415, -0.11351457817382814, 0.7873165752076209, -0.8145437974365235, 0.2210011439179287, 0.7919207657059112, 0.5908711139472399, 0.23174425508060578, 0.07520177813873963, -1.2747380332763674, 0.06445866697606253, -0.8053399127197266)"
1729841850.2838798,"(0.09515327029799707, -0.2408349834228516, 0.5617112407914021, 0.14886882611138252, -0.7869321432861328, -0.5476311406494141, 0.07213231780654616, -0.07976700087890626, 1.0620332749389352, -0.11965050131835939, 0.7827123847093308, -0.8329515668701173, 0.23634844557889595, 0.7919207657059112, 0.6154267966047876, 0.24402209640937958, 0.07213231780654616, -1.310019591357422, 0.0629239368099658, -0.8053399127197266)"
1729841850.291885,"(0.0966880004640938, -0.23469906027832033, 0.5617112407914021, 0.17188977860283344, -0.7869321432861328, -0.5414952175048828, 0.08134069880312654, -0.07669903930664063, 1.0651027352711284, -0.11658253974609376, 0.7842471148754275, -0.851359336303711, 0.2516957472398632, 0.7919207657059112, 0.6445866697606254, 0.2562999377381534, 0.06906285747435272, -1.3437671686523438, 0.05985447647777235, -0.8053399127197266)"
1729841850.2998812,"(0.09361854013190035, -0.23009711791992188, 0.5632459709574988, 0.18877181042989744, -0.7884661240722657, -0.5353592943603516, 0.08901434963361016, -0.07516505852050782, 1.0666374654372255, -0.11351457817382814, 0.7842471148754275, -0.8620972018066407, 0.26397358856863706, 0.7903860355398143, 0.6706770825842697, 0.2655083187347338, 0.06599339714215927, -1.3729128035888674, 0.05985447647777235, -0.8038059319335938)"
1729841850.307882,"(0.08594488930141672, -0.22396119477539064, 0.5647807011235956, 0.19644546126038107, -0.7884661240722657, -0.5276893904296875, 0.09515327029799707, -0.07056311616210938, 1.0697069257694187, -0.1104466166015625, 0.7873165752076209, -0.8728350673095704, 0.27318196956521745, 0.7873165752076209, 0.6936980350757206, 0.2716472393991207, 0.06138920664386908, -1.3959225153808594, 0.06445866697606253, -0.802271951147461)"
1729841850.3158824,"(0.08134069880312654, -0.21782527163085938, 0.5678501614557889, 0.19951492159257453, -0.7884661240722657, -0.5215534672851563, 0.101292190962384, -0.06749515458984376, 1.0712416559355153, -0.10431069345703126, 0.7934554958720078, -0.8774370096679688, 0.2777861600635076, 0.7857818450415243, 0.7151842574010747, 0.27318196956521745, 0.05831974631167563, -1.4220001887451172, 0.067528127308256, -0.7992039895751953)"
1729841850.3238804,"(0.07827123847093308, -0.21322332927246096, 0.5709196217879824, 0.1979801914264778, -0.7884661240722657, -0.5138835633544923, 0.10589638146067416, -0.06442719301757813, 1.0697069257694187, -0.09970875109863282, 0.7949902260381047, -0.8805049712402344, 0.2823903505617978, 0.7857818450415243, 0.7351357495603322, 0.2716472393991207, 0.05371555581338545, -1.4496118428955078, 0.0736670479726429, -0.802271951147461)"
1729841850.3318803,"(0.07213231780654616, -0.2070874061279297, 0.5755238122862727, 0.19644546126038107, -0.7900001048583984, -0.5062136594238281, 0.1074311116267709, -0.05982525065917969, 1.0666374654372255, -0.09664078952636719, 0.7949902260381047, -0.8789709904541017, 0.28392508072789446, 0.7842471148754275, 0.7520177813873963, 0.270112509233024, 0.047576635148998535, -1.4695535931152344, 0.07827123847093308, -0.802271951147461)"
1729841850.33988,"(0.067528127308256, -0.20095148298339846, 0.5831974631167562, 0.1933760009281876, -0.7900001048583984, -0.4970097747070313, 0.10896584179286761, -0.053689327514648444, 1.0574290844406449, -0.09357282795410157, 0.7949902260381047, -0.8666991441650391, 0.28085562039570106, 0.7903860355398143, 0.7658303528822668, 0.2655083187347338, 0.04143771448461163, -1.481825439404297, 0.08441015913531999, -0.8038059319335938)"
1729841850.347881,"(0.06445866697606253, -0.196349540625, 0.5908711139472399, 0.18877181042989744, -0.7900001048583984, -0.4755340437011719, 0.10896584179286761, -0.04755340437011719, 1.045151243111871, -0.08897088559570313, 0.7949902260381047, -0.8482913747314453, 0.27625142989741086, 0.7903860355398143, 0.7735040037127504, 0.25936939807034687, 0.03529879382022472, -1.4848934009765626, 0.08901434963361016, -0.8038059319335938)"
1729841850.3558798,"(0.06138920664386908, -0.19174759826660157, 0.6000794949438203, 0.18570235009770397, -0.7961360280029297, -0.4617282166259766, 0.10896584179286761, -0.04141748122558594, 1.034408131949194, -0.08436894323730469, 0.7949902260381047, -0.8329515668701173, 0.270112509233024, 0.7903860355398143, 0.7765734640449439, 0.25323047740595994, 0.029159873155837814, -1.4772234970458986, 0.09361854013190035, -0.802271951147461)"
1729841850.3638792,"(0.052180825647288716, -0.18561167512207033, 0.6062184156082072, 0.18109815959941378, -0.8007379703613282, -0.45405831269531255, 0.1074311116267709, -0.036815538867187504, 1.028269211284807, -0.07823302009277344, 0.7965249562042013, -0.8145437974365235, 0.2609041282364436, 0.7888513053737177, 0.7750387338788471, 0.2455568265754763, 0.024555682657547633, -1.457281746826172, 0.0966880004640938, -0.802271951147461)"
1729841850.3718817,"(0.04450717481680508, -0.18100973276367188, 0.6138920664386908, 0.1764939691011236, -0.7992039895751953, -0.4479223895507813, 0.1074311116267709, -0.03374757729492188, 1.0267344811187102, -0.07363107773437501, 0.7965249562042013, -0.7930680664306641, 0.2501610170737665, 0.7888513053737177, 0.7688998132144602, 0.23481371541279925, 0.019951492159257452, -1.4342720350341798, 0.101292190962384, -0.802271951147461)"
1729841850.38,"(0.03683352398632145, -0.17794177119140625, 0.6231004474352712, 0.17342450876893015, -0.7992039895751953, -0.44485442797851565, 0.10436165129457743, -0.03067961572265625, 1.028269211284807, -0.07056311616210938, 0.7949902260381047, -0.7700583546386719, 0.23634844557889595, 0.7888513053737177, 0.7581567020517832, 0.22407060425012215, 0.019951492159257452, -1.408194361669922, 0.10589638146067416, -0.802271951147461)"
1729841850.3878825,"(0.03529879382022472, -0.1702718672607422, 0.624635177601368, 0.16882031827063998, -0.7930680664306641, -0.4402524856201172, 0.09975746079628726, -0.026077673364257814, 1.0267344811187102, -0.06596117380371094, 0.7949902260381047, -0.7424467004882813, 0.22253587408402542, 0.7873165752076209, 0.7443441305569126, 0.21332749308744506, 0.024555682657547633, -1.3851846498779299, 0.10896584179286761, -0.8007379703613282)"
1729841850.3958797,"(0.027625142989741086, -0.16720390568847657, 0.6307740982657547, 0.16421612777234978, -0.7884661240722657, -0.4371845240478516, 0.09361854013190035, -0.02300971179199219, 1.028269211284807, -0.05982525065917969, 0.7949902260381047, -0.7194369886962891, 0.20872330258915486, 0.7857818450415243, 0.730531559062042, 0.20104965175867126, 0.02148622232535418, -1.3637089188720704, 0.11817422278944797, -0.8007379703613282)"
1729841850.4038804,"(0.023020952491450905, -0.16260196333007815, 0.6415172094284319, 0.16114666744015635, -0.7884661240722657, -0.4371845240478516, 0.08747961946751344, -0.019941750219726564, 1.029803941450904, -0.05522330830078125, 0.7949902260381047, -0.696427276904297, 0.19644546126038107, 0.7873165752076209, 0.7167189875671716, 0.19030654059599414, 0.018416761993160724, -1.3406992070800783, 0.12891733395212507, -0.802271951147461)"
1729841850.4120977,"(0.01534730166096727, -0.16106798254394533, 0.6491908602589155, 0.1534730166096727, -0.7900001048583984, -0.4371845240478516, 0.07827123847093308, -0.015339807861328126, 1.0313386716170005, -0.05215534672851563, 0.7934554958720078, -0.6764855266845704, 0.18109815959941378, 0.7873165752076209, 0.7059758764044944, 0.17802869926722031, 0.01534730166096727, -1.3207574568603517, 0.13659098478260873, -0.8007379703613282)"
