Denoised_Gyro_x,Denoised_Gyro_y,Denoised_Gyro_z
-1.2822646588387722e-06,0.0008053865356836318,0.0009380694755288598
-1.5993900105382137e-06,0.0013909943886961085,0.0015564920237518256
-1.6847895359991334e-06,0.002012143665318578,0.002186478056505063
-1.6778772220964603e-06,0.002594490855898567,0.0028970590210517745
-1.6241396732651883e-06,0.003215051198729879,0.003673604230323666
-1.546263001775602e-06,0.0039046741115610207,0.004404323944451353
-1.4572432666575396e-06,0.004644571032243393,0.005057651466779628
-1.364644548871995e-06,0.005485273423563142,0.005522874105828387
-1.272791578361903e-06,0.006451687514329696,0.005617778664903618
-1.1840707177448217e-06,0.007459343483732848,0.005504151327214582
-1.099716644111774e-06,0.008523106828147418,0.005278034006943707
-1.0202864259205143e-06,0.009618057458131404,0.0049961150238834575
-9.459438577930838e-07,0.010729425717430768,0.004691541711212958
-8.766293104621974e-07,0.011817005754014506,0.004383401009506864
-8.121607718025414e-07,0.012827650587827888,0.004082402936768141
-7.522936213606329e-07,0.01373411087540653,0.0039833682844167126
-6.967556965623369e-07,0.014524332456927521,0.004062500851236697
-6.452675935044487e-07,0.015226573962386861,0.004238276699382733
-0.000126652218801702,0.015859140636449647,0.004399513459274736
-0.00031896370206052193,0.016402752081738782,0.004516384376498964
-0.0005424181085610981,0.016817816913850554,0.004573631990356728
-0.0006505034090399343,0.01711765903086336,0.004470004083985469
-0.0006912910786172712,0.01734460657678676,0.004280065209091888
-0.0006934815817926551,0.01752433485907082,0.004047797932899399
-0.0006741633200339903,0.017640993205670613,0.0037988916104475644
-0.0006434672198069228,0.01765612921548647,0.00354811150390388
-0.0006073587626590971,0.017645926679234366,0.003303716416870467
-0.0006953671986774886,0.017684975945045533,0.003070105721754497
-0.0008497266841913848,0.017718718650473534,0.003006972616829429
-0.0010678924318999988,0.01765397294309179,0.0030404233205190904
-0.0013780748484419688,0.017410371397829003,0.0029689754050587426
-0.0017301950193818797,0.01707461421607213,0.0028413633842944487
-0.0020006471367440696,0.01669759938783684,0.002686326411074707
-0.0020916626843279053,0.016277312981053834,0.0025206435516018115
-0.002080291322902508,0.015782403775784694,0.002353952201325568
-0.0020123723403421335,0.015040094978730342,0.00219163658925132
-0.0019150477099798286,0.014182316492867102,0.0020365585237165883
-0.001930322450125759,0.01328578549907204,0.0021106893206505163
-0.0020392167535554415,0.012268217568879424,0.0024990513380227473
-0.0021968998626940768,0.011339590391158526,0.0031135218581658805
-0.002219451547735803,0.010487875476215755,0.003898445975292444
-0.0021662588167948756,0.009704112495118915,0.004754828035118372
-0.0020725589683788363,0.00917039306335893,0.005531010810723906
-0.0019591287099918137,0.008791397801432007,0.006208138421302169
-0.0018380954650591213,0.008509587287584355,0.006715640747875671
-0.0017164221530620257,0.008290115821766097,0.006956305870421231
-0.0014719415373123266,0.008143291444123152,0.0068840261137096785
-0.0011664708860103417,0.008135717236960988,0.006640020077179154
-0.0008361608026319333,0.008174218571260534,0.006307831437711945
-0.0006278861263324263,0.008142637564141485,0.005936486827535918
-0.0004935795512757181,0.008010027892353349,0.00555438405310483
-0.0004043454044336301,0.0076991606408019116,0.005366700997307085
-0.0003427950855237949,0.007298461995747483,0.005576214720236576
-0.00029844802796675504,0.006859720048631064,0.006126254496115817
