timestamp,log_level,message
2024-10-17 12:28:55,INFO,"Calculated Dynamic CoM: x=-0.095570554648, y=-1.0151135385, z=26.0520018215"
2024-10-17 12:28:55,INFO,"Projected CoM on the ground: x=-0.095570554648, y=-1.0151135385"
2024-10-17 12:28:55,INFO,"Calculated Dynamic ZMP: x=4.00709926513, y=-96.3186591382"
2024-10-17 12:28:55,INFO,"Calculated Dynamic CoM: x=8.40283150924, y=-0.571654501283, z=24.7223634475"
2024-10-17 12:28:55,INFO,"Projected CoM on the ground: x=8.40283150924, y=-0.571654501283"
2024-10-17 12:28:55,INFO,"Calculated Dynamic ZMP: x=73.9844701416, y=9.27158720933"
2024-10-17 12:28:55,INFO,"Calculated Dynamic CoM: x=-0.605383474341, y=-1.02507913063, z=26.1372539947"
2024-10-17 12:28:55,INFO,"Projected CoM on the ground: x=-0.605383474341, y=-1.02507913063"
2024-10-17 12:28:55,INFO,"Calculated Dynamic ZMP: x=4.49003160366, y=-9.90588272951"
2024-10-17 12:28:55,INFO,"Calculated Dynamic CoM: x=-1.19805564497, y=-1.05502645354, z=26.1308172377"
2024-10-17 12:28:55,INFO,"Projected CoM on the ground: x=-1.19805564497, y=-1.05502645354"
2024-10-17 12:28:55,INFO,"Calculated Dynamic ZMP: x=-30.3492226655, y=27.6039911494"
2024-10-17 12:28:55,INFO,"Calculated Dynamic CoM: x=7.18167281264, y=-1.56465331342, z=25.0998725432"
2024-10-17 12:28:55,INFO,"Projected CoM on the ground: x=7.18167281264, y=-1.56465331342"
2024-10-17 12:28:55,INFO,"Calculated Dynamic ZMP: x=73.4364080452, y=-19.1053211654"
2024-10-17 12:28:55,INFO,"Calculated Dynamic CoM: x=3.56184012116, y=-1.37271099043, z=25.8049897277"
2024-10-17 12:28:55,INFO,"Projected CoM on the ground: x=3.56184012116, y=-1.37271099043"
2024-10-17 12:28:55,INFO,"Calculated Dynamic ZMP: x=-6.87228521494, y=5.92126494457"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=-0.529821957268, y=-1.05067942451, z=26.0357060623"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=-0.529821957268, y=-1.05067942451"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-6.50686211129, y=23.8126982017"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=12.4963060114, y=1.87058600804, z=22.8475529925"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=12.4963060114, y=1.87058600804"
2024-10-17 12:28:56,INFO,"Calculated Dynamic ZMP: x=-21.4702656769, y=-11.9674916181"
2024-10-17 12:28:56,INFO,"Calculated Dynamic CoM: x=-0.640803450307, y=-0.937341668627, z=26.1325679348"
2024-10-17 12:28:56,INFO,"Projected CoM on the ground: x=-0.640803450307, y=-0.937341668627"
