Denoised_Gyro_x,Denoised_Gyro_y,Denoised_Gyro_z
-5.901900212036245e-06,0.00562257086512385,0.00623327277085625
-5.901900212036245e-06,0.00562257086512385,0.00623327277085625
-2.124684076333048e-06,0.009388563574737701,0.010459796383725399
-2.124684076333048e-06,0.009388563574737701,0.010459796383725399
-7.648862674798972e-07,0.01172340809156135,0.0134286910933292
-7.648862674798972e-07,0.01172340809156135,0.0134286910933292
-2.75359056292763e-07,0.01494781646180525,0.01228390486918405
-2.75359056292763e-07,0.01494781646180525,0.01228390486918405
-9.912926026539467e-08,0.0193012789360583,0.0054438619004151
-9.912926026539467e-08,0.0193012789360583,0.0054438619004151
-3.568653369554208e-08,0.0225712856726375,0.0019597902841494
-3.568653369554208e-08,0.0225712856726375,0.0019597902841494
-1.2847152130395148e-08,0.0250255582821921,0.0007055245022937499
-1.2847152130395148e-08,0.0250255582821921,0.0007055245022937499
-4.624974766942252e-09,0.0252705613294387,0.00153105900521185
-4.624974766942252e-09,0.0252705613294387,0.00153105900521185
-1.6649909160992106e-09,0.0242093992605,0.0057445999917129995
-1.6649909160992106e-09,0.0242093992605,0.0057445999917129995
-0.00221358891899925,0.023486828866512453,0.00619724959319835
-0.00221358891899925,0.023486828866512453,0.00619724959319835
-0.0026699282812726504,0.02143880526653645,0.00423175314242295
-0.0026699282812726504,0.02143880526653645,0.00423175314242295
-0.00096117418125815,0.01997784366605955,0.00152343113127225
-0.00096117418125815,0.01997784366605955,0.00152343113127225
-0.0003460227052529,0.01847281034852525,0.0005484352072579999
-0.0003460227052529,0.01847281034852525,0.0005484352072579999
-0.0009759482968151,0.0178458603419205,0.00019743667461285
-0.0009759482968151,0.0178458603419205,0.00019743667461285
-0.0032886028109414,0.01749245132110415,0.0028380626023638
-0.0032886028109414,0.01749245132110415,0.0028380626023638
-0.0056962116634364,0.0136191515327444,0.001660237629044
-0.0056962116634364,0.0136191515327444,0.001660237629044
-0.00430679352458585,0.01150109050444945,0.0005976855464558
-0.00430679352458585,0.01150109050444945,0.0005976855464558
-0.00155044566885085,0.00767362009173665,0.00021516679672405
-0.00155044566885085,0.00767362009173665,0.00021516679672405
-0.00140954056371035,0.0027625032330252,0.001567375261937774
-0.00140954056371035,0.0027625032330252,0.001567375261937774
-0.0037852480761932997,-0.00036770703278935,0.0090780563235382
-0.0037852480761932997,-0.00036770703278935,0.0090780563235382
-0.0020012243996226,-0.00013237453180417268,0.01459145591136375
-0.0020012243996226,-0.00013237453180417268,0.01459145591136375
-0.0007204407838641001,0.0032727276479543,0.01495865752942525
-0.0007204407838641001,0.0032727276479543,0.01495865752942525
-0.00025935868219105,0.00526480654329905,0.01151505359564635
-0.00025935868219105,0.00526480654329905,0.01151505359564635
0.00212021919401375,0.0071738871177168,0.0047839543866257
0.00212021919401375,0.0071738871177168,0.0047839543866257
0.00263631518027785,0.0082017081736768,0.0017222235791852
0.00263631518027785,0.0082017081736768,0.0017222235791852
0.0009490734648999999,0.00508106524983375,0.00189707067289275
0.0009490734648999999,0.00508106524983375,0.00189707067289275
0.00034166644736400003,0.0018291834899401501,0.0106015238743067
0.00034166644736400003,0.0018291834899401501,0.0106015238743067
-0.000941225232604,0.0006585060563784,0.015906146340272098
-0.000941225232604,0.0006585060563784,0.015906146340272098
-0.0023395843726089502,-0.0014656980655518498,0.01138789049994295
-0.0023395843726089502,-0.0014656980655518498,0.01138789049994295
-0.0008422503741392,-0.005763639059581599,0.0030354154263243496
-0.0008422503741392,-0.005763639059581599,0.0030354154263243496
-0.00030321013469005,-0.00650208670065445,-0.0012485457845643
-0.00030321013469005,-0.00650208670065445,-0.0012485457845643
-0.00010915564848841707,-0.00578884071007805,0.0039351311506157
-0.00010915564848841707,-0.00578884071007805,0.0039351311506157
-0.0008906761563799002,-0.003957018926061,0.0144001940888136
-0.0008906761563799002,-0.003957018926061,0.0144001940888136
-0.0021936796867296497,0.0021938387090452,0.021445430219822502
-0.0021936796867296497,0.0021938387090452,0.021445430219822502
-0.00078972468722265,0.0086650480723038,0.01836260641568685
-0.00078972468722265,0.0086650480723038,0.01836260641568685
-0.00028430088740015,0.01495360101467385,0.0076321944571560996
-0.00028430088740015,0.01495360101467385,0.0076321944571560996
-0.00010234831946402289,0.02275145087293345,-0.0007856375055586501
-0.00010234831946402289,0.02275145087293345,-0.0007856375055586501
-0.0008882255179311137,0.0305392505410127,-0.00253898682774985
-0.0008882255179311137,0.0305392505410127,-0.00253898682774985
-0.0038104196904438503,0.03815315611604215,0.00078872498785815
-0.0038104196904438503,0.03815315611604215,0.00078872498785815
-0.0035002013958699,0.04519363174381925,0.0071375509851676
-0.0035002013958699,0.04519363174381925,0.0071375509851676
-0.00262228069919165,0.05087830942463805,0.01176442368224015
-0.00262228069919165,0.05087830942463805,0.01176442368224015
-0.00094402105170895,0.05173286121763915,0.01079081947212175
-0.00094402105170895,0.05173286121763915,0.01079081947212175
0.0005115325443087999,0.04957149750663975,0.00614085233571255
0.0005115325443087999,0.04957149750663975,0.00614085233571255
0.00312141314003915,0.0463669732203464,0.0037006220559736
0.00312141314003915,0.0463669732203464,0.0037006220559736
0.0031244520192856,0.0439788432990409,0.007504729831349951
0.0031244520192856,0.0439788432990409,0.007504729831349951
0.0011248027269428,0.0377554217529493,0.0130885402389595
0.0011248027269428,0.0377554217529493,0.0130885402389595
0.00040492898169935,0.030364140252665747,0.01616293713935405
0.00040492898169935,0.030364140252665747,0.01616293713935405
0.00014577443341175,0.023318671279504752,0.0150987007100397
0.00014577443341175,0.023318671279504752,0.0150987007100397
5.2478796028244976e-05,0.01631255680381545,0.01096950305462065
5.2478796028244976e-05,0.01631255680381545,0.01096950305462065
1.889236657016819e-05,0.0094483169656546,0.00735454159135965
1.889236657016819e-05,0.0094483169656546,0.00735454159135965
6.801251965260547e-06,0.0039122221813900505,0.007585639685849049
6.801251965260547e-06,0.0039122221813900505,0.007585639685849049
2.448450707493797e-06,0.0014083999853004001,0.011840597602193099
2.448450707493797e-06,0.0014083999853004001,0.011840597602193099
-0.0010633437114003638,0.0005070239947081,0.014138624562708601
-0.0010633437114003638,0.0005070239947081,0.014138624562708601
-0.0023835470249756498,0.0001825286380949,0.014029396133277701
-0.0023835470249756498,0.0001825286380949,0.014029396133277701
-0.0008580769289911999,6.571030971417732e-05,0.009648035271769901
-0.0008580769289911999,6.571030971417732e-05,0.009648035271769901
-0.00030890769443680003,2.3655711497103838e-05,0.00632541610963275
-0.00030890769443680003,2.3655711497103838e-05,0.00632541610963275
-0.0001112067699972246,0.0043079856769054495,0.0041501860699007
-0.0001112067699972246,0.0043079856769054495,0.0041501860699007
-4.003443719901561e-05,0.009553847999172149,0.0052401395260301
-4.003443719901561e-05,0.009553847999172149,0.0052401395260301
-0.00222800071699415,0.013911360791667899,0.00733528301608485
-0.00222800071699415,0.013911360791667899,0.00733528301608485
-0.0026751165285508,0.01905586191324745,0.0060462223774868
-0.0026751165285508,0.01905586191324745,0.0060462223774868
-0.00096304195027825,0.021376141384624348,0.0021766400558952
-0.00096304195027825,0.021376141384624348,0.0021766400558952
-0.0025602834217026997,0.021913458951296552,-0.0014299978994802
-0.0025602834217026997,0.021913458951296552,-0.0014299978994802
-0.00398667047433955,0.022064324269152398,-0.0035797676863395
-0.00398667047433955,0.022064324269152398,-0.0035797676863395
-0.00471301484401985,0.0227997398819197,-0.0017995444408366499
-0.00471301484401985,0.0227997398819197,-0.0017995444408366499
-0.0051022058355434,0.02297935149022355,-0.0006478359987012
-0.0051022058355434,0.02297935149022355,-0.0006478359987012
