Time,CoM_raw_x,CoM_raw_y,CoM_raw_z,CoM_wavelet_x,CoM_wavelet_y,CoM_wavelet_z,CoM_UKF_x,CoM_UKF_y,CoM_UKF_z
1729156693.104403,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.115779,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.120488,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.128573,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.136489,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.144481,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.152513,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.160454,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.168367,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.177411,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.184434,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.192447,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.200443,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.210121,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.216687,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.224422,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.232516,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.240718,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.248459,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.256418,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.264383,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.272485,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.28052,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.288332,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.296994,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.305039,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.312471,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.320495,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.328406,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
1729156693.336621,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428,0.085277868053298525,1.0018524536886577,25.999090022749428
